Time,Throughput_kbps,,,
90.43259347,2293.625,,,68.43259347
90.53264112,2916.5,,,68.53264112
90.63268878,2672.5625,,,68.63268878
90.73273643,2501.6875,,,68.73273643
90.83278408,2482.875,,,68.83278408
90.93283173,3156.5625,,,68.93283173
91.03287938,2918.75,,,69.03287938
91.13292703,2683.4375,,,69.13292703
91.23297468,2492.75,,,69.23297468
91.33302233,3535.5,,,69.33302233
91.43306999,3087.4375,,,69.43306999
91.53311764,2884,,,69.53311764
91.63316529,2199,,,69.63316529
91.73321294,2151.0625,,,69.73321294
91.83326059,2187.6875,,,69.83326059
91.93330824,2042.25,,,69.93330824
92.03335589,2550.75,,,70.03335589
92.13340354,1766.0625,,,70.13340354
92.2334512,1336.0625,,,70.2334512
92.33349885,862.9375,,,70.33349885
92.4335465,885.5625,,,70.4335465
92.53359415,874.25,,,70.53359415
92.6336418,1631.25,,,70.6336418
92.73368945,2199,,,70.73368945
92.8337371,1820.5,,,70.8337371
92.93378475,1252.75,,,70.93378475
93.03383241,1903.8125,,,71.03383241
93.13388006,1825.8125,,,71.13388006
93.23392771,1886.0625,,,71.23392771
93.33397536,2293.625,,,71.33397536
93.43402301,2482.875,,,71.43402301
93.53407066,1915.125,,,71.53407066
93.63411831,2303.5,,,71.63411831
93.73416596,2997.875,,,71.73416596
93.83421362,3506.75,,,71.83421362
93.93426127,2891.9375,,,71.93426127
94.03430892,2577.5,,,72.03430892
94.13435657,1960.75,,,72.13435657
94.23440422,2766.75,,,72.23440422
94.33445187,1463.1875,,,72.33445187
94.43449952,1735.75,,,72.43449952
94.53454718,1298,,,72.53454718
94.63459483,2230.375,,,72.63459483
94.73464248,2206.9375,,,72.73464248
94.83469013,2672.125,,,72.83469013
94.93473778,2304.9375,,,72.93473778
95.03478543,2009.75,,,73.03478543
95.13483308,2388.25,,,73.13483308
95.23488073,2588.8125,,,73.23488073
95.33492839,2009.75,,,73.33492839
95.43497604,1915.125,,,73.43497604
95.53502369,1998.4375,,,73.53502369
95.63507134,2588.8125,,,73.63507134
95.73511899,2083.8125,,,73.73511899
95.83516664,2115.6875,,,73.83516664
95.93521429,1998.4375,,,73.93521429
96.03526194,2021.0625,,,74.03526194
96.1353096,2766.75,,,74.1353096
