Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-09 19:01:57,0,0,NaN,NaN,0,,,
2024-04-09 19:01:58,0,0,NaN,NaN,0,,,
2024-04-09 19:01:58,0,0,NaN,NaN,0,,,
2024-04-09 19:01:59,0,3886,1,NaN,0,,,
2024-04-09 19:01:59,0,1093,0.6,Infinity,0,,,
2024-04-09 19:02:00,3.802,3886,1,1,0,0.01 | 0.02 | 0.03,0.25 | 0.46 | 0.67,2.97 | 4.32 | 7.91
2024-04-09 19:02:00,3.802,3886,1,1,0,0.01 | 0.02 | 0.03,0.25 | 0.46 | 0.67,2.97 | 4.32 | 7.91
2024-04-09 19:02:01,2.951,3886,1,1,0,0.01 | 0.02 | 0.03,0.25 | 0.46 | 0.67,2.97 | 4.32 | 7.91
2024-04-09 19:02:01,2.951,3886,1,1,0,0.01 | 0.02 | 0.03,0.25 | 0.46 | 0.67,2.97 | 4.32 | 7.91
2024-04-09 19:02:02,3.888,3886,1,0.6,0,0.01 | 0.02 | 0.03,0.25 | 0.66 | 1.06,1.88 | 3.02 | 7.91
2024-04-09 19:02:02,3.888,3886,1,0.6,0,0.01 | 0.02 | 0.03,0.25 | 0.66 | 1.06,1.88 | 3.02 | 7.91
2024-04-09 19:02:03,6.791,3886,1,0.6,0,0.01 | 0.01 | 0.01,0.25 | 0.80 | 1.06,1.88 | 2.51 | 7.91
2024-04-09 19:02:03,6.791,3886,1,0.6,0,0.01 | 0.01 | 0.01,0.25 | 0.80 | 1.06,1.88 | 2.51 | 7.91
2024-04-09 19:02:04,7.872,3886,1,1,0,0.01 | 0.01 | 0.01,0.77 | 0.92 | 1.06,1.88 | 2.16 | 2.60
2024-04-09 19:02:04,7.872,3886,1,1,0,0.01 | 0.01 | 0.01,0.77 | 0.92 | 1.06,1.88 | 2.16 | 2.60
2024-04-09 19:02:05,8.966,3886,1,1,0,0.01 | 0.01 | 0.01,0.77 | 0.86 | 0.96,2.08 | 2.32 | 2.60
2024-04-09 19:02:05,8.966,3886,1,1,0,0.01 | 0.01 | 0.01,0.77 | 0.86 | 0.96,2.08 | 2.32 | 2.60
2024-04-09 19:02:06,9.904,3886,1,1,0,0.01 | 0.01 | 0.01,0.77 | 0.86 | 0.94,2.13 | 2.33 | 2.60
2024-04-09 19:02:06,9.904,3886,1,1,0,0.01 | 0.01 | 0.01,0.77 | 0.86 | 0.94,2.13 | 2.33 | 2.60
2024-04-09 19:02:07,10.842,3886,1,1,0,0.01 | 0.01 | 0.01,0.77 | 0.88 | 0.99,2.02 | 2.28 | 2.60
2024-04-09 19:02:07,10.842,3886,1,1,0,0.01 | 0.01 | 0.01,0.77 | 0.88 | 0.99,2.02 | 2.28 | 2.60
2024-04-09 19:02:08,12.045,3886,1,1,0,0.01 | 0.01 | 0.01,0.81 | 0.91 | 0.99,2.02 | 2.20 | 2.46
2024-04-09 19:02:08,12.045,3886,1,1,0,0.01 | 0.01 | 0.01,0.81 | 0.91 | 0.99,2.02 | 2.20 | 2.46
2024-04-09 19:02:09,14.817,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.84 | 0.99,2.02 | 2.37 | 2.88
2024-04-09 19:02:09,14.817,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.84 | 0.99,2.02 | 2.37 | 2.88
2024-04-09 19:02:10,15.837,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.84 | 0.97,2.06 | 2.38 | 2.88
2024-04-09 19:02:10,15.837,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.84 | 0.97,2.06 | 2.38 | 2.88
2024-04-09 19:02:11,16.857,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.85 | 0.97,2.06 | 2.35 | 2.88
2024-04-09 19:02:11,16.857,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.85 | 0.97,2.06 | 2.35 | 2.88
2024-04-09 19:02:12,15.794,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.85 | 0.97,2.06 | 2.35 | 2.88
2024-04-09 19:02:12,15.794,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.85 | 0.97,2.06 | 2.35 | 2.88
2024-04-09 19:02:13,14.998,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.85 | 0.97,2.06 | 2.35 | 2.88
2024-04-09 19:02:13,14.998,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 0.85 | 0.97,2.06 | 2.35 | 2.88
2024-04-09 19:02:14,15.935,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 1.25 | 2.37,0.84 | 1.61 | 2.88
2024-04-09 19:02:14,15.935,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 1.25 | 2.37,0.84 | 1.61 | 2.88
2024-04-09 19:02:15,14.872,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 1.25 | 2.37,0.84 | 1.61 | 2.88
2024-04-09 19:02:15,14.872,3886,1,1,0,0.01 | 0.01 | 0.01,0.69 | 1.25 | 2.37,0.84 | 1.61 | 2.88
2024-04-09 19:02:16,15.809,3886,1,1,0,0.01 | 0.01 | 0.01,0.95 | 1.63 | 2.37,0.84 | 1.23 | 2.11
2024-04-09 19:02:16,15.809,3886,1,1,0,0.01 | 0.01 | 0.01,0.95 | 1.63 | 2.37,0.84 | 1.23 | 2.11
2024-04-09 19:02:17,15.013,3886,1,1,0,0.01 | 0.01 | 0.01,0.95 | 1.63 | 2.37,0.84 | 1.23 | 2.11
2024-04-09 19:02:17,15.013,3886,1,1,0,0.01 | 0.01 | 0.01,0.95 | 1.63 | 2.37,0.84 | 1.23 | 2.11
2024-04-09 19:02:18,15.857,3886,1,1,0,0.01 | 0.01 | 0.01,0.95 | 1.91 | 2.37,0.84 | 1.05 | 2.11
2024-04-09 19:02:18,15.857,3886,1,1,0,0.01 | 0.01 | 0.01,0.95 | 1.91 | 2.37,0.84 | 1.05 | 2.11
2024-04-09 19:02:19,14.887,3886,1,1,0,0.01 | 0.01 | 0.01,0.95 | 1.91 | 2.37,0.84 | 1.05 | 2.11
2024-04-09 19:02:19,14.887,3886,1,1,0,0.01 | 0.01 | 0.01,0.95 | 1.91 | 2.37,0.84 | 1.05 | 2.11
2024-04-09 19:02:20,15.825,3886,1,1,0,0.01 | 0.01 | 0.01,1.63 | 2.08 | 2.37,0.84 | 0.96 | 1.23
