Time,Buffer,BandWidth,BitrateLevel,Clientnum
1712877383.8452163,2,876.0330578512397,1,1
1712877384.3565195,4,1125.9516755128195,0,1
1712877384.803322,5.553545,1282.4144466802866,0,1
1712877385.5639694,6.825142,1721.9268662866227,1,1
1712877386.0125184,8.375001,1927.973048447336,1,1
1712877386.6781502,9.686854,3264.4287975141438,4,1
1712877387.1370213,11.241301,4225.93598902363,5,1
1712877387.600409,12.791668,5825.654825008246,5,1
1712877388.1631017,14.224242,19970.81639318054,5,1
1712877388.6305602,15.740231,29523.411482294527,5,1
1712877389.0847812,17.291668,37319.135711775496,5,1
1712877389.5419135,18.846975999999998,36402.52116172564,5,1
1712877390.106423,20.282952,31890.454536124642,5,1
1712877390.658468,21.708334,31376.89794304324,5,1
1712877391.4827456,22.875001,30815.194402860245,5,1
1712877392.269782,24.104689999999998,30343.792595004314,5,1
1712877393.052759,25.333334,29810.852501988393,5,1
1712877393.725385,26.642523,30198.495061619284,5,1
1712877394.6182,27.748928,30572.288526430755,5,1
1712877395.629942,28.775466,28503.227000844374,5,1
1712877396.6060853,29.750000999999997,26960.75142483848,5,1
1712877397.5919805,30.771675000000002,25702.0192292357,5,1
1712877398.4838698,31.875000999999997,25375.683990666777,5,1
1712877399.3709664,33.020925,24572.97968335733,5,1
1712877400.1566184,34.208334,24800.32668822534,5,1
1712877400.7176294,35.666668,24604.523341393127,5,1
1712877401.2789083,37.100984,24431.215197063197,5,1
1712877401.946965,38.411816,23469.550828995732,5,1
1712877402.628966,39.750001,24334.17625057866,5,1
1712877403.3088517,41.059736,24616.69197776263,5,1
1712877404.084946,42.285754,25017.97561137945,5,1
1712877404.7643435,43.625001,26296.42477771952,5,1
1712877405.4291735,44.934618,26645.786787868943,5,1
1712877406.0910795,46.2826,25251.78916343104,5,1
1712877406.755541,47.625001,24473.355829437085,5,1
1712877407.3438146,49.083334,24733.72317101463,5,1
1712877407.897959,50.474109999999996,24016.92149447556,5,1
1712877408.4583936,51.908249999999995,24235.8497672244,5,1
1712877409.0183983,53.375001,25171.1490420651,5,1
1712877409.5758379,54.797033,25569.46083847694,5,1
1712877410.2449799,56.152583,25699.12205547719,5,1
1712877410.9186993,57.458334,25917.342484121527,5,1
1712877411.6007974,58.769904,26488.629426291005,5,1
1712877412.3913054,59.994979,25034.889868055827,5,1
1712877414.5501404,59.917398,24688.24138677741,5,1
1712877417.0319567,59.375001,19675.74683378062,5,1
1712877418.5174098,59.952567,17374.630167336934,5,1
1712877420.6905155,59.708334,17300.223807564333,5,1
1712877423.0590472,59.458334,17030.378808500907,5,1
1712877424.8365629,59.544201,17160.25280051271,5,1
1712877427.0479007,59.502317,18800.710963417114,5,1
1712877428.7338755,59.833334,18264.041229288963,5,1
1712877431.2123616,59.583334,17900.903636045892,5,1
1712877432.785411,59.661361,16600.365539923765,5,1
1712877434.8473155,59.667603,16418.48935366495,5,1
1712877436.8228815,59.748472,15945.40871090578,5,1
1712877438.4615924,59.916668,17825.28335297557,5,1
1712877441.1650343,59.583334,19065.405200182235,5,1
1712877443.3328018,59.043167,22401.76930780418,5,1
1712877445.1650007,59.207782,24325.59069294778,5,1
1712877446.4167826,59.950101,27067.00985676361,5,1
1712877449.0083725,59.583333999999994,29115.39828411568,5,1
1712877450.5091572,59.875001,28612.28193017156,5,1
1712877452.6090724,59.875001,28499.40217870735,5,1
1712877454.635023,59.750001,27552.620163734668,5,1
1712877456.7485719,59.625001,27372.829271674043,5,1
1712877458.6616187,59.708333999999994,26699.275132531548,5,1
1712877460.804858,59.666668,27197.916015097613,5,1
1712877462.782528,59.750001,25823.11275224433,5,1
1712877464.8834324,59.750001,23942.47840294392,5,1
1712877467.058653,59.750001,21815.407033093372,5,1
1712877468.7514064,59.791668,19991.189773464193,5,1
1712877470.7537658,59.833333999999994,19596.07347619468,5,1
1712877472.8419173,59.666668,20080.126178290422,5,1
