Time,Buffer,BandWidth,BitrateLevel,Clientnum
1712877486.3314054,2,5285.980327868852,1,1
1712877486.9592943,4,6887.891102937731,3,1
1712877487.624705,5.35267,8708.60131396388,5,1
1712877488.2874215,6.708334,10248.737030043916,5,1
1712877488.9398475,8.019491,11261.635865996926,5,1
1712877489.4003532,9.572948,18601.29759405487,5,1
1712877489.8629746,11.125001000000001,21932.586689527405,5,1
1712877490.3337686,12.639143,22255.141966815772,5,1
1712877490.8050997,14.153873,27160.51372350709,5,1
1712877491.269454,15.705447,46056.25986487746,5,1
1712877491.7489407,17.207949,46257.36777772343,5,1
1712877492.2165875,18.750001,44622.45709528833,5,1
1712877492.6902218,20.297787,44809.40899879868,5,1
1712877493.170391,21.814669000000002,44762.6504685234,5,1
1712877493.9626625,22.997671,38260.573612324486,5,1
1712877494.754729,24.223885,34790.65026989129,5,1
1712877495.522271,25.456609,32907.95656300841,5,1
1712877496.20847,26.762129,31497.95692066845,5,1
1712877497.1123905,27.873623000000002,30447.02497115172,5,1
1712877498.0100112,28.978206,29863.98921228034,5,1
1712877498.899686,30.083334,29733.017100170473,5,1
1712877499.6752942,31.308281,30537.77484045267,5,1
1712877500.464106,32.496935,30993.561324642797,5,1
1712877501.3510666,33.644787,29583.861858648324,5,1
1712877502.1396976,34.832631,28977.211129464067,5,1
1712877502.702986,36.26768,27777.75690522818,5,1
1712877503.2619965,37.696387,25503.42263672502,5,1
1712877503.8373234,39.125001,24785.196603577413,5,1
1712877504.505807,40.471439000000004,26098.009213600802,5,1
1712877505.1861765,41.786384999999996,26722.374697613872,5,1
1712877505.8552399,43.125001,28880.41517624457,5,1
1712877506.519499,44.47329,30637.213035055003,5,1
1712877507.0934327,45.903357,30877.592651430397,5,1
1712877507.6569126,47.333334,31216.63060783772,5,1
1712877508.2238963,48.756993,32058.705373564626,5,1
1712877508.9182794,50.188435999999996,31110.019406692594,5,1
1712877509.471363,51.500001,30293.65515408886,5,1
1712877510.0237556,52.968384,28306.040716197596,5,1
1712877510.5898154,54.394014,27323.42436863427,5,1
1712877511.147427,55.83023,26115.500505829837,5,1
1712877511.8191562,57.166668,26246.129512064046,5,1
1712877512.386442,58.583334,28274.9239027327,5,1
1712877513.0658422,59.916668,28654.804775414275,5,1
1712877515.2455473,59.708334,29154.66194436694,5,1
1712877517.7117186,59.583334,18900.25416780019,5,1
1712877519.190625,59.909192,16395.580125213302,5,1
1712877521.4515264,59.625001,16294.340990075905,5,1
1712877523.4263167,59.625001,14593.760561670357,5,1
1712877525.4030864,59.666668,14080.306268764276,5,1
1712877527.2943413,59.666668,15580.761178665522,5,1
1712877529.6048057,59.500001,16610.697468540307,5,1
1712877531.2942321,59.791668,15627.407242141122,5,1
1712877533.2770622,59.913901,16481.65211717956,5,1
1712877535.3471253,59.625001,15821.222380894656,5,1
1712877537.6335864,59.708334,15379.224031954649,5,1
1712877539.2473173,59.745543,14964.608464507151,5,1
1712877541.3839114,59.833334,16636.042550768918,5,1
1712877543.2967315,59.666668,17445.895509029466,5,1
1712877545.4751074,59.49816,20230.27574327483,5,1
1712877547.5093067,59.458334,22617.00970615628,5,1
1712877549.3392527,59.666668,25197.842146850842,5,1
1712877551.1787786,59.958333999999994,26016.047062481546,5,1
1712877553.1768515,59.958333999999994,26730.277532443244,5,1
1712877555.4314215,59.958333999999994,26005.349346096617,5,1
1712877557.6929903,59.291668,25187.354842821995,5,1
1712877559.4033053,59.583333999999994,25137.474309646837,5,1
1712877561.2643225,59.708333999999994,25665.160001636898,5,1
1712877563.16648,59.791668,26854.27055440113,5,1
1712877565.4450386,59.541668,27211.164252224327,5,1
1712877567.133677,59.916668,25300.9689307728,5,1
1712877569.2349448,59.96060799999999,23873.9475381548,5,1
1712877571.5305564,59.500001,20687.950941361036,5,1
1712877573.2386475,59.790304000000006,18945.34029828774,5,1
