id,time,direction,rx_bytes,rx_frames,rx_rate,rx_rate_frames,tx_bytes,tx_frames,tx_rate,tx_rate_frames,loss_frames,drop_frames,queue_bytes,queue_frames,modify_frames,reordered_frames,duplicated_frames,corruption_frames,background_rx_bytes,background_rx_frames,background_tx_bytes,background_tx_frames,background_tx_rate,background_drop_frames
1,2024-04-12 07:02:07,left,90,1,720,1,90,1,720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2024-04-12 07:02:07,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2024-04-12 07:02:08,left,360,4,2160,3,360,4,2160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2024-04-12 07:02:08,right,435,3,3480,3,435,3,3480,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2024-04-12 07:02:09,left,540,6,1440,2,540,6,1440,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2024-04-12 07:02:09,right,747,6,2496,3,747,6,2496,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-04-12 07:02:10,left,1796,16,10048,10,1796,16,10048,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-04-12 07:02:10,right,1566,12,6552,6,1566,12,6552,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2024-04-12 07:02:11,left,2066,19,2160,3,2066,19,2160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2024-04-12 07:02:11,right,1794,14,1824,2,1794,14,1824,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2024-04-12 07:02:12,left,2336,22,2160,3,2336,22,2160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2024-04-12 07:02:12,right,2423,17,5032,3,2423,17,5032,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2024-04-12 07:02:13,left,3124,27,6304,5,3124,27,6304,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2024-04-12 07:02:13,right,3184,22,6088,5,3184,22,6088,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2024-04-12 07:02:14,left,3484,31,2880,4,3484,31,2880,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2024-04-12 07:02:14,right,3352,24,1344,2,3352,24,1344,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
