Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-11 00:59:05,2,142,0.2,0.2,0,0.71 | 0.71 | 0.71,0.20 | 0.20 | 0.20,10.00 | 10.00 | 10.00
2024-04-11 00:59:05,3.072,142,0.2,0.2,0,0.10 | 0.40 | 0.71,0.20 | 0.57 | 0.94,2.13 | 3.51 | 10.00
2024-04-11 00:59:06,3.072,1904,0.8,0.2,0,0.10 | 0.40 | 0.71,0.20 | 0.57 | 0.94,2.13 | 3.51 | 10.00
2024-04-11 00:59:06,6.062,1904,0.8,0.2,0,0.07 | 0.24 | 0.71,0.20 | 0.43 | 0.94,2.13 | 4.66 | 10.00
2024-04-11 00:59:07,6.062,142,0.2,0.2,0,0.07 | 0.24 | 0.71,0.20 | 0.43 | 0.94,2.13 | 4.66 | 10.00
2024-04-11 00:59:07,4.987,142,0.2,0.2,0,0.07 | 0.24 | 0.71,0.20 | 0.43 | 0.94,2.13 | 4.66 | 10.00
2024-04-11 00:59:08,4.987,142,0.2,0.2,0,0.07 | 0.24 | 0.71,0.20 | 0.43 | 0.94,2.13 | 4.66 | 10.00
2024-04-11 00:59:08,10.103,142,0.2,0.2,0,0.06 | 0.07 | 0.09,0.18 | 0.21 | 0.26,7.58 | 9.39 | 10.99
2024-04-11 00:59:09,10.103,142,0.2,0.2,0,0.06 | 0.07 | 0.09,0.18 | 0.21 | 0.26,7.58 | 9.39 | 10.99
2024-04-11 00:59:09,15.139,142,0.2,0.2,0,0.06 | 0.06 | 0.07,0.16 | 0.19 | 0.22,9.22 | 10.32 | 12.58
2024-04-11 00:59:10,15.139,142,0.2,0.2,0,0.06 | 0.06 | 0.07,0.16 | 0.19 | 0.22,9.22 | 10.32 | 12.58
2024-04-11 00:59:10,18.069,142,0.2,0.2,0,0.06 | 0.09 | 0.20,0.08 | 0.21 | 0.37,5.46 | 9.71 | 24.39
2024-04-11 00:59:11,18.069,142,0.2,0.2,0,0.06 | 0.09 | 0.20,0.08 | 0.21 | 0.37,5.46 | 9.71 | 24.39
2024-04-11 00:59:11,21.014,142,0.2,0.2,0,0.06 | 0.24 | 0.45,0.08 | 0.27 | 0.37,5.46 | 7.55 | 24.39
2024-04-11 00:59:12,21.014,142,0.2,0.2,0,0.06 | 0.24 | 0.45,0.08 | 0.27 | 0.37,5.46 | 7.55 | 24.39
2024-04-11 00:59:12,20.219,142,0.2,0.2,0,0.06 | 0.24 | 0.45,0.08 | 0.27 | 0.37,5.46 | 7.55 | 24.39
2024-04-11 00:59:13,20.219,142,0.2,0.2,0,0.06 | 0.24 | 0.45,0.08 | 0.27 | 0.37,5.46 | 7.55 | 24.39
2024-04-11 00:59:13,23.065,142,0.2,0.2,0,0.04 | 0.23 | 0.45,0.29 | 0.66 | 1.32,1.52 | 3.05 | 6.85
2024-04-11 00:59:14,23.065,142,0.2,0.2,0,0.04 | 0.23 | 0.45,0.29 | 0.66 | 1.32,1.52 | 3.05 | 6.85
2024-04-11 00:59:14,24.095,142,0.2,0.2,0,0.04 | 0.15 | 0.23,0.29 | 0.75 | 1.32,1.52 | 2.67 | 6.85
2024-04-11 00:59:15,24.095,142,0.2,0.2,0,0.04 | 0.15 | 0.23,0.29 | 0.75 | 1.32,1.52 | 2.67 | 6.85
2024-04-11 00:59:15,25.029,142,0.2,0.2,0,0.03 | 0.10 | 0.19,0.30 | 0.75 | 1.32,1.52 | 2.67 | 6.64
2024-04-11 00:59:16,25.029,142,0.2,0.2,0,0.03 | 0.10 | 0.19,0.30 | 0.75 | 1.32,1.52 | 2.67 | 6.64
2024-04-11 00:59:16,28.234,142,0.2,0.2,0,0.03 | 0.20 | 0.56,0.30 | 0.47 | 0.69,2.91 | 4.27 | 6.64
2024-04-11 00:59:17,28.234,142,0.2,0.2,0,0.03 | 0.20 | 0.56,0.30 | 0.47 | 0.69,2.91 | 4.27 | 6.64
2024-04-11 00:59:17,31.074,142,0.2,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:18,31.074,142,0.2,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:18,30.111,1904,0.8,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:19,30.111,1904,0.8,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:19,29.048,1093,0.6,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:20,29.048,1093,0.6,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:20,27.988,1093,0.6,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:21,27.988,1093,0.6,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:21,27.191,1093,0.6,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:22,27.191,1093,0.6,0.2,0,0.11 | 0.27 | 0.56,0.31 | 0.44 | 0.57,3.51 | 4.53 | 6.37
2024-04-11 00:59:22,28.133,1093,0.6,0.2,0,0.04 | 0.14 | 0.29,0.31 | 0.79 | 1.96,1.02 | 2.54 | 6.37
2024-04-11 00:59:23,28.133,1093,0.6,0.2,0,0.04 | 0.14 | 0.29,0.31 | 0.79 | 1.96,1.02 | 2.54 | 6.37
2024-04-11 00:59:23,27.064,1093,0.6,0.2,0,0.04 | 0.14 | 0.29,0.31 | 0.79 | 1.96,1.02 | 2.54 | 6.37
2024-04-11 00:59:24,27.064,1093,0.6,0.2,0,0.04 | 0.14 | 0.29,0.31 | 0.79 | 1.96,1.02 | 2.54 | 6.37
2024-04-11 00:59:24,28.002,1093,0.6,0.2,0,0.04 | 0.12 | 0.29,0.41 | 1.15 | 1.96,1.02 | 1.73 | 4.88
2024-04-11 00:59:25,28.002,1093,0.6,0.2,0,0.04 | 0.12 | 0.29,0.41 | 1.15 | 1.96,1.02 | 1.73 | 4.88
2024-04-11 00:59:25,29.196,1093,0.6,0.2,0,0.03 | 0.10 | 0.29,0.47 | 1.41 | 1.96,1.02 | 1.42 | 4.23
2024-04-11 00:59:26,29.196,1093,0.6,0.2,0,0.03 | 0.10 | 0.29,0.47 | 1.41 | 1.96,1.02 | 1.42 | 4.23
2024-04-11 00:59:26,30.14,1093,0.6,0.2,0,0.02 | 0.03 | 0.04,0.53 | 1.42 | 1.96,1.02 | 1.41 | 3.76
2024-04-11 00:59:27,30.14,1093,0.6,0.2,0,0.02 | 0.03 | 0.04,0.53 | 1.42 | 1.96,1.02 | 1.41 | 3.76
2024-04-11 00:59:27,31.08,1093,0.6,0.2,0,0.02 | 0.03 | 0.04,0.43 | 1.04 | 1.77,1.13 | 1.92 | 4.62
