Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-11 01:22:56,0,1093,0.6,0.6,0,0.22 | 0.44 | 0.61,0.30 | 0.83 | 1.67,1.20 | 2.40 | 6.71
2024-04-11 01:23:15,15.665,647,0.4,0.2,0,0.07 | 0.16 | 0.27,0.23 | 0.63 | 1.06,1.88 | 3.17 | 8.81
2024-04-11 01:23:15,15.665,142,0.2,0.2,0,0.07 | 0.16 | 0.27,0.23 | 0.63 | 1.06,1.88 | 3.17 | 8.81
2024-04-11 01:23:16,16.595,142,0.2,0.2,0,0.04 | 0.16 | 0.27,0.43 | 1.25 | 2.69,0.74 | 1.60 | 4.63
2024-04-11 01:23:16,16.595,1904,0.8,0.2,0,0.04 | 0.16 | 0.27,0.43 | 1.25 | 2.69,0.74 | 1.60 | 4.63
2024-04-11 01:23:17,17.588,1093,0.6,0.2,0,0.04 | 0.13 | 0.26,0.59 | 1.29 | 2.69,0.74 | 1.55 | 3.37
2024-04-11 01:23:18,17.588,1093,0.6,0.2,0,0.04 | 0.13 | 0.26,0.59 | 1.29 | 2.69,0.74 | 1.55 | 3.37
2024-04-11 01:23:18,16.743,1093,0.6,0.2,0,0.04 | 0.13 | 0.26,0.59 | 1.29 | 2.69,0.74 | 1.55 | 3.37
2024-04-11 01:23:19,16.743,1093,0.6,0.2,0,0.04 | 0.13 | 0.26,0.59 | 1.29 | 2.69,0.74 | 1.55 | 3.37
2024-04-11 01:23:19,15.68,1093,0.6,0.2,0,0.04 | 0.13 | 0.26,0.59 | 1.29 | 2.69,0.74 | 1.55 | 3.37
2024-04-11 01:23:19,15.68,1093,0.6,0.2,0,0.04 | 0.13 | 0.26,0.59 | 1.29 | 2.69,0.74 | 1.55 | 3.37
2024-04-11 01:23:20,16.614,1093,0.6,0.2,0,0.04 | 0.17 | 0.26,0.59 | 1.66 | 2.69,0.74 | 1.20 | 3.37
2024-04-11 01:23:21,16.614,1093,0.6,0.2,0,0.04 | 0.17 | 0.26,0.59 | 1.66 | 2.69,0.74 | 1.20 | 3.37
2024-04-11 01:23:21,15.556,1093,0.6,0.2,0,0.04 | 0.17 | 0.26,0.59 | 1.66 | 2.69,0.74 | 1.20 | 3.37
2024-04-11 01:23:21,15.556,1093,0.6,0.2,0,0.04 | 0.17 | 0.26,0.59 | 1.66 | 2.69,0.74 | 1.20 | 3.37
2024-04-11 01:23:22,14.756,1093,0.6,0.2,0,0.04 | 0.17 | 0.26,0.59 | 1.66 | 2.69,0.74 | 1.20 | 3.37
2024-04-11 01:23:23,14.756,1093,0.6,0.2,0,0.04 | 0.17 | 0.26,0.59 | 1.66 | 2.69,0.74 | 1.20 | 3.37
2024-04-11 01:23:23,15.702,1093,0.6,0.2,0,0.03 | 0.11 | 0.20,0.59 | 2.08 | 2.69,0.74 | 0.96 | 3.37
2024-04-11 01:23:24,15.702,1093,0.6,0.2,0,0.03 | 0.11 | 0.20,0.59 | 2.08 | 2.69,0.74 | 0.96 | 3.37
2024-04-11 01:23:24,14.632,1093,0.6,0.2,0,0.03 | 0.11 | 0.20,0.59 | 2.08 | 2.69,0.74 | 0.96 | 3.37
2024-04-11 01:23:25,14.632,1093,0.6,0.2,0,0.03 | 0.11 | 0.20,0.59 | 2.08 | 2.69,0.74 | 0.96 | 3.37
2024-04-11 01:23:25,15.566,1093,0.6,0.2,0,0.02 | 0.11 | 0.20,0.59 | 1.94 | 2.57,0.78 | 1.03 | 3.37
2024-04-11 01:23:25,15.566,1093,0.6,0.2,0,0.02 | 0.11 | 0.20,0.59 | 1.94 | 2.57,0.78 | 1.03 | 3.37
2024-04-11 01:23:26,14.773,1093,0.6,0.2,0,0.02 | 0.11 | 0.20,0.59 | 1.94 | 2.57,0.78 | 1.03 | 3.37
2024-04-11 01:23:27,14.773,1093,0.6,0.2,0,0.02 | 0.11 | 0.20,0.59 | 1.94 | 2.57,0.78 | 1.03 | 3.37
2024-04-11 01:23:27,15.716,1093,0.6,0.2,0,0.02 | 0.07 | 0.20,1.76 | 2.23 | 2.57,0.78 | 0.90 | 1.14
2024-04-11 01:23:28,15.716,1093,0.6,0.2,0,0.02 | 0.07 | 0.20,1.76 | 2.23 | 2.57,0.78 | 0.90 | 1.14
2024-04-11 01:23:28,16.653,1093,0.6,0.2,0,0.02 | 0.02 | 0.03,1.48 | 1.96 | 2.46,0.81 | 1.02 | 1.35
2024-04-11 01:23:29,16.653,1093,0.6,0.2,0,0.02 | 0.02 | 0.03,1.48 | 1.96 | 2.46,0.81 | 1.02 | 1.35
2024-04-11 01:23:29,17.555,3886,1,0.2,0,0.02 | 0.03 | 0.04,1.31 | 1.67 | 2.13,0.94 | 1.20 | 1.53
2024-04-11 01:23:30,17.555,1904,0.8,0.2,0,0.02 | 0.03 | 0.04,1.31 | 1.67 | 2.13,0.94 | 1.20 | 1.53
2024-04-11 01:23:30,16.609,1904,0.8,0.2,0,0.02 | 0.03 | 0.04,1.31 | 1.67 | 2.13,0.94 | 1.20 | 1.53
2024-04-11 01:23:31,16.609,1904,0.8,0.4,0,0.02 | 0.03 | 0.04,1.31 | 1.67 | 2.13,0.94 | 1.20 | 1.53
2024-04-11 01:23:31,15.733,1904,0.8,0.4,0,0.02 | 0.03 | 0.04,1.31 | 1.67 | 2.13,0.94 | 1.20 | 1.53
2024-04-11 01:23:31,15.733,1904,0.8,0.4,0,0.02 | 0.03 | 0.04,1.31 | 1.67 | 2.13,0.94 | 1.20 | 1.53
2024-04-11 01:23:32,16.671,1904,0.8,0.4,0,0.02 | 0.02 | 0.04,1.31 | 1.59 | 1.80,1.11 | 1.26 | 1.53
2024-04-11 01:23:32,16.671,1904,0.8,0.4,0,0.02 | 0.02 | 0.04,1.31 | 1.59 | 1.80,1.11 | 1.26 | 1.53
2024-04-11 01:23:33,19.556,1904,0.8,0.2,0,0.02 | 0.03 | 0.04,0.70 | 1.15 | 1.80,1.11 | 1.74 | 2.84
2024-04-11 01:23:34,19.556,1904,0.8,0.2,0,0.02 | 0.03 | 0.04,0.70 | 1.15 | 1.80,1.11 | 1.74 | 2.84
2024-04-11 01:23:34,18.547,1904,0.8,0.2,0,0.02 | 0.03 | 0.04,0.70 | 1.15 | 1.80,1.11 | 1.74 | 2.84
2024-04-11 01:23:34,18.547,1904,0.8,0.2,0,0.02 | 0.03 | 0.04,0.70 | 1.15 | 1.80,1.11 | 1.74 | 2.84
2024-04-11 01:23:35,19.552,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,0.70 | 1.11 | 1.80,1.11 | 1.80 | 2.84
2024-04-11 01:23:35,19.552,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,0.70 | 1.11 | 1.80,1.11 | 1.80 | 2.84
2024-04-11 01:23:36,20.681,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,0.70 | 1.05 | 1.57,1.28 | 1.90 | 2.84
2024-04-11 01:23:37,20.681,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,0.70 | 1.05 | 1.57,1.28 | 1.90 | 2.84
2024-04-11 01:23:37,19.614,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,0.70 | 1.05 | 1.57,1.28 | 1.90 | 2.84
2024-04-11 01:23:37,19.614,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,0.70 | 1.05 | 1.57,1.28 | 1.90 | 2.84
2024-04-11 01:23:38,20.557,1904,0.8,0.6,0,0.02 | 0.02 | 0.02,0.70 | 1.22 | 1.57,1.28 | 1.64 | 2.84
2024-04-11 01:23:39,20.557,1904,0.8,0.6,0,0.02 | 0.02 | 0.02,0.70 | 1.22 | 1.57,1.28 | 1.64 | 2.84
2024-04-11 01:23:39,21.604,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,1.16 | 1.42 | 1.57,1.28 | 1.41 | 1.73
2024-04-11 01:23:39,21.604,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,1.16 | 1.42 | 1.57,1.28 | 1.41 | 1.73
2024-04-11 01:23:40,22.562,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,1.19 | 1.43 | 1.57,1.28 | 1.40 | 1.68
2024-04-11 01:23:41,22.562,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,1.19 | 1.43 | 1.57,1.28 | 1.40 | 1.68
2024-04-11 01:23:41,23.623,1904,0.8,0.6,0,0.02 | 0.03 | 0.03,0.91 | 1.26 | 1.50,1.33 | 1.59 | 2.21
2024-04-11 01:23:42,23.623,1904,0.8,0.6,0,0.02 | 0.03 | 0.03,0.91 | 1.26 | 1.50,1.33 | 1.59 | 2.21
2024-04-11 01:23:42,24.575,1904,0.8,0.6,0,0.02 | 0.03 | 0.03,0.86 | 1.11 | 1.50,1.33 | 1.80 | 2.34
2024-04-11 01:23:42,24.575,1904,0.8,0.6,0,0.02 | 0.03 | 0.03,0.86 | 1.11 | 1.50,1.33 | 1.80 | 2.34
2024-04-11 01:23:43,25.636,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,0.86 | 0.96 | 1.19,1.68 | 2.07 | 2.34
2024-04-11 01:23:43,25.636,1904,0.8,0.6,0,0.02 | 0.02 | 0.03,0.86 | 0.96 | 1.19,1.68 | 2.07 | 2.34
2024-04-11 01:23:44,28.557,1904,0.8,0.6,0,0.02 | 0.02 | 0.02,0.53 | 0.74 | 0.91,2.20 | 2.69 | 3.80
2024-04-11 01:23:44,28.557,1904,0.8,0.6,0,0.02 | 0.02 | 0.02,0.53 | 0.74 | 0.91,2.20 | 2.69 | 3.80
2024-04-11 01:23:45,29.654,1904,0.8,0.6,0,0.02 | 0.03 | 0.07,0.53 | 0.68 | 0.91,2.20 | 2.94 | 3.80
2024-04-11 01:23:45,29.654,1904,0.8,0.6,0,0.02 | 0.03 | 0.07,0.53 | 0.68 | 0.91,2.20 | 2.94 | 3.80
2024-04-11 01:23:46,30.587,1904,0.8,0.6,0,0.02 | 0.03 | 0.07,0.53 | 0.62 | 0.68,2.93 | 3.22 | 3.80
2024-04-11 01:23:47,30.587,1904,0.8,0.6,0,0.02 | 0.03 | 0.07,0.53 | 0.62 | 0.68,2.93 | 3.22 | 3.80
2024-04-11 01:23:47,29.627,3886,1,0.8,0,0.02 | 0.03 | 0.07,0.53 | 0.62 | 0.68,2.93 | 3.22 | 3.80
2024-04-11 01:23:47,29.627,3886,1,0.8,0,0.02 | 0.03 | 0.07,0.53 | 0.62 | 0.68,2.93 | 3.22 | 3.80
2024-04-11 01:23:48,28.732,3886,1,0.8,0,0.02 | 0.03 | 0.07,0.53 | 0.62 | 0.68,2.93 | 3.22 | 3.80
2024-04-11 01:23:49,28.732,3886,1,0.8,0,0.02 | 0.03 | 0.07,0.53 | 0.62 | 0.68,2.93 | 3.22 | 3.80
2024-04-11 01:23:49,29.663,3886,1,0.8,0,0.02 | 0.03 | 0.07,0.53 | 0.74 | 1.17,1.71 | 2.69 | 3.80
2024-04-11 01:23:49,29.663,3886,1,0.8,0,0.02 | 0.03 | 0.07,0.53 | 0.74 | 1.17,1.71 | 2.69 | 3.80
2024-04-11 01:23:50,28.604,3886,1,0.8,0,0.02 | 0.03 | 0.07,0.53 | 0.74 | 1.17,1.71 | 2.69 | 3.80
2024-04-11 01:23:51,28.604,3886,1,0.8,0,0.02 | 0.03 | 0.07,0.53 | 0.74 | 1.17,1.71 | 2.69 | 3.80
2024-04-11 01:23:51,29.542,1904,0.8,0.8,0,0.02 | 0.03 | 0.07,0.60 | 1.05 | 1.74,1.15 | 1.91 | 3.32
2024-04-11 01:23:51,29.542,1904,0.8,0.8,0,0.02 | 0.03 | 0.07,0.60 | 1.05 | 1.74,1.15 | 1.91 | 3.32
2024-04-11 01:23:52,30.566,1904,0.8,0.8,0,0.02 | 0.02 | 0.03,0.68 | 1.12 | 1.74,1.15 | 1.79 | 2.96
2024-04-11 01:23:52,30.566,1904,0.8,0.8,0,0.02 | 0.02 | 0.03,0.68 | 1.12 | 1.74,1.15 | 1.79 | 2.96
2024-04-11 01:23:53,29.682,3886,1,0.8,0,0.02 | 0.02 | 0.03,0.68 | 1.12 | 1.74,1.15 | 1.79 | 2.96
2024-04-11 01:23:53,29.682,3886,1,0.8,0,0.02 | 0.02 | 0.03,0.68 | 1.12 | 1.74,1.15 | 1.79 | 2.96
2024-04-11 01:23:54,28.596,3886,1,0.8,0,0.02 | 0.02 | 0.03,0.68 | 1.12 | 1.74,1.15 | 1.79 | 2.96
2024-04-11 01:23:54,28.596,3886,1,0.8,0,0.02 | 0.02 | 0.03,0.68 | 1.12 | 1.74,1.15 | 1.79 | 2.96
2024-04-11 01:23:55,29.557,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.38 | 1.74,1.15 | 1.45 | 2.30
2024-04-11 01:23:55,29.557,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.38 | 1.74,1.15 | 1.45 | 2.30
2024-04-11 01:23:56,28.761,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.38 | 1.74,1.15 | 1.45 | 2.30
2024-04-11 01:23:56,28.761,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.38 | 1.74,1.15 | 1.45 | 2.30
2024-04-11 01:23:57,29.7,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.58 | 1.98,1.01 | 1.27 | 2.30
2024-04-11 01:23:58,29.7,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.58 | 1.98,1.01 | 1.27 | 2.30
2024-04-11 01:23:58,28.636,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.58 | 1.98,1.01 | 1.27 | 2.30
2024-04-11 01:23:59,28.636,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.58 | 1.98,1.01 | 1.27 | 2.30
2024-04-11 01:23:59,29.568,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.53 | 1.98,1.01 | 1.31 | 2.30
2024-04-11 01:24:00,29.568,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.53 | 1.98,1.01 | 1.31 | 2.30
2024-04-11 01:24:00,28.776,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.53 | 1.98,1.01 | 1.31 | 2.30
2024-04-11 01:24:01,28.776,3886,1,0.8,0,0.01 | 0.02 | 0.02,0.87 | 1.53 | 1.98,1.01 | 1.31 | 2.30
2024-04-11 01:24:01,29.55,3886,1,0.8,0,0.01 | 0.02 | 0.02,1.54 | 1.76 | 1.98,1.01 | 1.14 | 1.30
2024-04-11 01:24:02,29.55,3886,1,0.8,0,0.01 | 0.02 | 0.02,1.54 | 1.76 | 1.98,1.01 | 1.14 | 1.30
2024-04-11 01:24:02,28.644,3886,1,0.8,0,0.01 | 0.02 | 0.02,1.54 | 1.76 | 1.98,1.01 | 1.14 | 1.30
2024-04-11 01:24:03,28.644,3886,1,0.8,0,0.01 | 0.02 | 0.02,1.54 | 1.76 | 1.98,1.01 | 1.14 | 1.30
2024-04-11 01:24:03,29.568,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.54 | 1.81 | 1.98,1.01 | 1.11 | 1.30
2024-04-11 01:24:04,29.568,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.54 | 1.81 | 1.98,1.01 | 1.11 | 1.30
2024-04-11 01:24:04,28.596,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.54 | 1.81 | 1.98,1.01 | 1.11 | 1.30
2024-04-11 01:24:05,28.596,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.54 | 1.81 | 1.98,1.01 | 1.11 | 1.30
2024-04-11 01:24:05,29.572,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.54 | 1.75 | 1.91,1.05 | 1.15 | 1.30
2024-04-11 01:24:06,29.572,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.54 | 1.75 | 1.91,1.05 | 1.15 | 1.30
2024-04-11 01:24:06,28.664,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.54 | 1.75 | 1.91,1.05 | 1.15 | 1.30
2024-04-11 01:24:07,28.664,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.54 | 1.75 | 1.91,1.05 | 1.15 | 1.30
2024-04-11 01:24:07,29.586,3886,1,0.8,0,0.02 | 0.03 | 0.06,1.74 | 1.91 | 2.19,0.91 | 1.05 | 1.15
2024-04-11 01:24:07,29.586,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 1.91 | 2.19,0.91 | 1.05 | 1.15
2024-04-11 01:24:08,28.695,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 1.91 | 2.19,0.91 | 1.05 | 1.15
2024-04-11 01:24:08,28.695,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 1.91 | 2.19,0.91 | 1.05 | 1.15
2024-04-11 01:24:09,27.741,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 1.91 | 2.19,0.91 | 1.05 | 1.15
2024-04-11 01:24:09,27.741,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 1.91 | 2.19,0.91 | 1.05 | 1.15
2024-04-11 01:24:10,26.679,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 1.91 | 2.19,0.91 | 1.05 | 1.15
2024-04-11 01:24:11,26.679,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 1.91 | 2.19,0.91 | 1.05 | 1.15
2024-04-11 01:24:11,27.62,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 2.22 | 3.05,0.66 | 0.90 | 1.15
2024-04-11 01:24:11,27.62,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 2.22 | 3.05,0.66 | 0.90 | 1.15
2024-04-11 01:24:12,26.559,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 2.22 | 3.05,0.66 | 0.90 | 1.15
2024-04-11 01:24:12,26.559,1904,0.8,0.8,0,0.02 | 0.03 | 0.06,1.74 | 2.22 | 3.05,0.66 | 0.90 | 1.15
2024-04-11 01:24:13,27.616,1904,0.8,0.8,0,0.02 | 0.02 | 0.03,1.74 | 2.31 | 3.05,0.66 | 0.86 | 1.15
2024-04-11 01:24:14,27.616,1904,0.8,0.8,0,0.02 | 0.02 | 0.03,1.74 | 2.31 | 3.05,0.66 | 0.86 | 1.15
2024-04-11 01:24:14,26.574,1904,0.8,0.8,0,0.02 | 0.02 | 0.03,1.74 | 2.31 | 3.05,0.66 | 0.86 | 1.15
2024-04-11 01:24:15,26.574,1904,0.8,0.8,0,0.02 | 0.02 | 0.03,1.74 | 2.31 | 3.05,0.66 | 0.86 | 1.15
2024-04-11 01:24:15,27.641,1904,0.8,0.8,0,0.02 | 0.02 | 0.03,1.49 | 2.25 | 3.05,0.66 | 0.89 | 1.34
2024-04-11 01:24:15,27.641,1904,0.8,0.8,0,0.02 | 0.02 | 0.03,1.49 | 2.25 | 3.05,0.66 | 0.89 | 1.34
2024-04-11 01:24:16,28.574,1904,0.8,0.8,0,0.02 | 0.02 | 0.02,1.49 | 2.08 | 3.05,0.66 | 0.96 | 1.34
2024-04-11 01:24:17,28.574,1904,0.8,0.8,0,0.02 | 0.02 | 0.02,1.49 | 2.08 | 3.05,0.66 | 0.96 | 1.34
2024-04-11 01:24:17,27.704,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.49 | 2.08 | 3.05,0.66 | 0.96 | 1.34
2024-04-11 01:24:18,27.704,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.49 | 2.08 | 3.05,0.66 | 0.96 | 1.34
2024-04-11 01:24:18,28.712,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 1.63 | 2.27,0.88 | 1.22 | 1.58
2024-04-11 01:24:19,28.712,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 1.63 | 2.27,0.88 | 1.22 | 1.58
2024-04-11 01:24:19,27.548,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 1.63 | 2.27,0.88 | 1.22 | 1.58
2024-04-11 01:24:20,27.548,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 1.63 | 2.27,0.88 | 1.22 | 1.58
2024-04-11 01:24:20,28.586,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 1.56 | 1.99,1.01 | 1.28 | 1.58
2024-04-11 01:24:21,28.586,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 1.56 | 1.99,1.01 | 1.28 | 1.58
2024-04-11 01:24:21,27.791,1904,0.8,0.8,0,0.02 | 0.02 | 0.02,1.27 | 1.56 | 1.99,1.01 | 1.28 | 1.58
2024-04-11 01:24:22,27.791,1904,0.8,0.8,0,0.02 | 0.02 | 0.02,1.27 | 1.56 | 1.99,1.01 | 1.28 | 1.58
2024-04-11 01:24:22,26.729,1904,0.8,0.8,0,0.02 | 0.02 | 0.02,1.27 | 1.56 | 1.99,1.01 | 1.28 | 1.58
2024-04-11 01:24:23,26.729,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 1.56 | 1.99,1.01 | 1.28 | 1.58
2024-04-11 01:24:23,27.586,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 2.04 | 3.39,0.59 | 0.98 | 1.58
2024-04-11 01:24:24,27.586,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 2.04 | 3.39,0.59 | 0.98 | 1.58
2024-04-11 01:24:24,26.593,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 2.04 | 3.39,0.59 | 0.98 | 1.58
2024-04-11 01:24:24,26.593,1904,0.8,1,0,0.02 | 0.02 | 0.02,1.27 | 2.04 | 3.39,0.59 | 0.98 | 1.58
