Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-11 01:58:57,0,142,0.2,0.6,0,0.07 | 0.21 | 0.35,0.73 | 0.98 | 1.22,1.64 | 2.03 | 2.72
2024-04-11 01:58:58,0,142,0.2,0.4,0,0.07 | 0.21 | 0.35,0.73 | 0.98 | 1.22,1.64 | 2.03 | 2.72
2024-04-11 01:58:58,3.277,142,0.2,0.4,0,0.10 | 0.52 | 0.95,0.41 | 0.82 | 1.23,1.62 | 2.44 | 4.87
2024-04-11 01:58:59,3.277,142,0.2,0.4,0,0.10 | 0.52 | 0.95,0.41 | 0.82 | 1.23,1.62 | 2.44 | 4.87
2024-04-11 01:58:59,2.222,142,0.2,0.4,0,0.10 | 0.52 | 0.95,0.41 | 0.82 | 1.23,1.62 | 2.44 | 4.87
2024-04-11 01:59:00,2.222,142,0.2,0.2,0,0.10 | 0.52 | 0.95,0.41 | 0.82 | 1.23,1.62 | 2.44 | 4.87
2024-04-11 01:59:00,3.417,142,0.2,0.2,0,0.10 | 0.56 | 0.95,0.41 | 0.79 | 1.23,1.62 | 2.53 | 4.87
2024-04-11 01:59:01,3.417,142,0.2,0.2,0,0.10 | 0.56 | 0.95,0.41 | 0.79 | 1.23,1.62 | 2.53 | 4.87
2024-04-11 01:59:01,4.363,142,0.2,0.2,0,0.10 | 0.61 | 0.95,0.41 | 0.71 | 1.23,1.62 | 2.81 | 4.87
2024-04-11 01:59:02,4.363,647,0.4,0.2,0,0.10 | 0.61 | 0.95,0.41 | 0.71 | 1.23,1.62 | 2.81 | 4.87
2024-04-11 01:59:02,5.292,647,0.4,0.2,0,0.10 | 0.55 | 0.75,0.41 | 0.51 | 0.73,2.72 | 3.93 | 4.87
2024-04-11 01:59:03,5.292,647,0.4,0.2,0,0.10 | 0.55 | 0.75,0.41 | 0.51 | 0.73,2.72 | 3.93 | 4.87
2024-04-11 01:59:03,4.237,647,0.4,0.2,0,0.10 | 0.55 | 0.75,0.41 | 0.51 | 0.73,2.72 | 3.93 | 4.87
2024-04-11 01:59:04,4.237,647,0.4,0.2,0,0.10 | 0.55 | 0.75,0.41 | 0.51 | 0.73,2.72 | 3.93 | 4.87
2024-04-11 01:59:04,3.435,647,0.4,0.2,0,0.10 | 0.55 | 0.75,0.41 | 0.51 | 0.73,2.72 | 3.93 | 4.87
2024-04-11 01:59:05,3.435,142,0.2,0.2,0,0.10 | 0.55 | 0.75,0.41 | 0.51 | 0.73,2.72 | 3.93 | 4.87
2024-04-11 01:59:05,6.365,1904,0.8,0.2,0,0.07 | 0.57 | 0.75,0.24 | 0.65 | 1.47,1.36 | 3.08 | 8.37
2024-04-11 01:59:06,6.365,1904,0.8,0.2,0,0.07 | 0.57 | 0.75,0.24 | 0.65 | 1.47,1.36 | 3.08 | 8.37
2024-04-11 01:59:06,5.304,142,0.2,0.2,0,0.07 | 0.57 | 0.75,0.24 | 0.65 | 1.47,1.36 | 3.08 | 8.37
2024-04-11 01:59:07,5.304,142,0.2,0.2,0,0.07 | 0.57 | 0.75,0.24 | 0.65 | 1.47,1.36 | 3.08 | 8.37
2024-04-11 01:59:07,6.253,142,0.2,0.2,0,0.07 | 0.48 | 0.73,0.23 | 0.59 | 1.47,1.36 | 3.39 | 8.81
2024-04-11 01:59:08,6.253,142,0.2,0.4,0,0.07 | 0.48 | 0.73,0.23 | 0.59 | 1.47,1.36 | 3.39 | 8.81
2024-04-11 01:59:08,9.235,142,0.2,0.4,0,0.07 | 0.25 | 0.45,0.23 | 0.26 | 0.33,6.08 | 7.79 | 8.81
2024-04-11 01:59:09,9.235,142,0.2,0.4,0,0.07 | 0.25 | 0.45,0.23 | 0.26 | 0.33,6.08 | 7.79 | 8.81
2024-04-11 01:59:09,8.382,142,0.2,0.4,0,0.07 | 0.25 | 0.45,0.23 | 0.26 | 0.33,6.08 | 7.79 | 8.81
