Time,Buffer,BandWidth,BitrateLevel,Clientnum
1712863130.4059834,2,456.46206115515287,1,1
1712863130.8756948,4,462.32866083921806,0,1
1712863131.261617,5.626253,469.6960835767771,0,1
1712863131.598924,7.291668,476.75428703088056,0,1
1712863131.9831533,9.000001,481.84551046351027,0,1
1712863132.2547514,10.666668,589.2025250576124,0,1
1712863132.541488,12.375001,613.7171478438836,0,1
1712863132.856598,14.041668,635.4437832107067,0,1
1712863133.1557267,15.750001000000001,642.467394469451,0,1
1712863133.3995395,17.499207,670.2097241410596,0,1
1712863133.6236856,19.290291,678.4098964782415,0,1
1712863133.7928002,21.083334,690.9593867345557,0,1
1712863134.0674167,22.833334,706.7912052409285,0,1
1712863134.4647596,24.416668,739.3150164828534,0,1
1712863135.5457892,25.375001,760.5236553176733,0,1
1712863136.426536,26.458334,790.870970001359,0,1
1712863137.100156,27.791668,813.8973494541518,0,1
1712863138.655044,28.250001,870.7211286704876,1,1
1712863140.6552255,28.250000999999997,948.9697525390244,1,1
1712863142.750128,28.166668,1065.589049887651,1,1
1712863144.2875364,28.625000999999997,1169.937161156818,1,1
1712863145.5679767,29.333334,1253.3558029954038,1,1
1712863147.1466558,29.875001,1383.082475292287,1,1
1712863149.604183,29.416668,1554.59216239703,1,1
1712863151.316531,29.791668,1706.3055600960217,1,1
1712863153.2421608,29.666668,1896.086462731646,3,1
1712863155.0426116,29.999353,2100.506912128303,3,1
1712863157.3453312,29.541668,2454.907651263931,4,1
1712863160.3533192,28.541668,2803.642935718171,5,1
1712863161.8545618,29.041668,2962.756173235365,3,1
1712863164.6327138,28.250000999999997,3181.7888628772557,4,1
1712863166.8529723,28.041668,3343.0336727176827,5,1
1712863168.621916,28.290726,3562.6625048567844,5,1
1712863170.2951205,28.584434,3785.464949840428,5,1
1712863172.0726902,28.831812999999997,3930.8139761026655,5,1
1712863173.3548617,29.541668,4109.071855645401,5,1
1712863174.4865284,30.416668,4239.748478573566,5,1
1712863175.5975058,31.291668,4338.3892033012135,5,1
1712863176.8728101,32.041668,4426.619882491042,5,1
1712863178.0882263,32.791668,4507.716427846994,5,1
1712863179.8837774,33.000001,4573.7124608828335,5,1
1712863181.5351124,33.375001,4622.851827187913,5,1
1712863183.3173044,33.584683,4660.934987198386,5,1
1712863185.358353,33.541421,4687.801461845842,5,1
1712863186.9086027,34.000001,4700.066282311187,5,1
1712863188.7883177,34.125001,4701.440084247781,5,1
1712863190.7321355,34.166668,4681.1328422465485,5,1
1712863192.5082858,34.375001,4643.340571590342,5,1
1712863194.7617195,34.127533,4582.720850204576,5,1
1712863200.951587,29.958333999999994,4350.366241744271,5,1
1712863205.9030678,26.999377999999993,4081.8986110103947,5,1
1712863209.4403036,25.458333999999994,3838.2322573819392,5,1
1712863213.5415628,23.375000999999997,3520.778387313202,5,1
1712863217.5047884,21.375000999999997,3161.7747021659684,5,1
1712863225.966451,14.916668000000001,2293.748068132942,5,1
1712863257.93159,2.3333339999999936,850.4756502239134,5,1
1712863258.9201026,3.499775999999997,811.3148781278098,0,1
1712863262.65806,2.2500009999999975,785.7309584202362,1,1
1712863266.8906915,2.2500009999999975,778.932760847768,1,1
1712863283.4552574,2.2916680000000014,895.3317585800794,5,1
1712863284.604431,3.2496990000000068,2065.9971752369265,1,1
1712863290.5787168,2.4583339999999936,2346.5218178037617,5,1
1712863296.2807927,2.4596149999999994,2856.436040340521,5,1
1712863303.3944736,2.2500009999999975,3421.774146772749,5,1
1712863313.3743467,2.2916680000000014,4433.002276430281,5,1
1712863322.7513993,2.416667999999987,4372.293521798515,5,1
1712863336.4565535,2.208334000000008,3865.70220611403,5,1
1712863368.9053786,2.333334000000008,1569.2216971233613,5,1
1712863369.5576975,4.0000009999999975,1438.775226283108,0,1
1712863373.0957005,2.417207999999988,1194.5572485091834,1,1
1712863376.7250035,2.373908,1021.8606986566332,1,1
1712863379.3771336,2.416667999999987,843.7174196292711,1,1
1712863381.755357,2.416667999999987,737.2517908197769,1,1
1712863390.1142037,2.210895999999991,983.8891444494933,5,1
1712863391.4575713,2.9445770000000095,1202.2887610659925,1,1
1712863391.541507,4.864213000000007,1436.8660545041569,5,1
1712863392.9950342,5.416667999999987,1648.32155068745,5,1
1712863394.6548827,5.7500009999999975,1858.3052487801408,5,1
1712863396.2378263,6.166667999999987,2276.3925259918265,5,1
1712863397.9146528,6.5000009999999975,2422.579395452296,5,1
1712863399.0899742,7.333334000000008,2752.7613299629106,5,1
1712863400.0219474,8.376109000000014,2879.678093801906,5,1
1712863400.9115586,9.500000999999997,3030.962909541658,5,1
1712863402.1057222,10.291667999999987,3186.4923875349727,5,1
1712863403.8740826,10.542701999999991,3373.92630949705,5,1
1712863404.681195,11.708334000000008,3480.7147983280206,5,1
