Timestamp,CPU_Usage,Original_Data_Size,Total_Data_Size
1712931843071,3.91,117991,140031
1712931843118,4.18,117991,140031
1712931843235,3.99,117991,140031
1712931843318,3.79,117991,140031
1712931843417,4.08,117991,140031
1712931843518,4.22,117991,140031
1712931843618,4.08,117991,140031
1712931843718,4.21,117991,140031
1712931843818,4.23,117991,140031
1712931843920,3.81,117991,140031
1712931844127,4.14,354219,420339
1712931844195,4.42,460582,546462
1712931844272,4.37,460582,546462
1712931844372,4.10,460582,546462
1712931844471,3.82,460582,546462
1712931844570,4.47,460582,546462
1712931844671,3.93,460582,546462
1712931844772,4.07,460582,546462
1712931844871,4.18,460582,546462
1712931844972,4.58,460582,546462
1712931845221,5.38,922928,1094688
1712931845272,5.96,1033698,1225978
1712931845327,6.10,1033698,1225978
1712931845447,5.88,1033698,1225978
1712931845530,5.47,1033698,1225978
1712931845629,5.60,1033698,1225978
1712931845730,5.73,1033698,1225978
1712931845829,5.72,1033698,1225978
1712931845930,5.47,1033698,1225978
1712931846096,5.16,1144468,1357268
1712931846222,3.35,1144468,1357268
1712931846323,2.67,1144468,1357268
1712931846422,2.80,1144468,1357268
1712931846523,3.05,1144468,1357268
1712931846622,3.06,1144468,1357268
1712931846723,2.90,1144468,1357268
1712931846822,2.86,1144468,1357268
1712931846923,2.85,1144468,1357268
1712931847095,2.75,1292250,1532410
1712931847170,3.74,1456068,1726628
1712931847260,4.70,1775914,2105754
1712931847361,4.43,1775914,2105754
1712931847461,4.98,1775914,2105754
1712931847561,4.62,1775914,2105754
1712931847661,4.76,1775914,2105754
1712931847777,5.74,1968878,2334438
1712931847919,6.96,2428754,2879434
1712931847962,7.35,2514862,2981502
1712931848115,6.99,2543590,3015550
1712931848233,5.65,2543590,3015550
1712931848338,6.91,2756884,3268364
1712931848457,7.90,2900448,3438528
1712931848535,8.74,3064532,3633012
1712931848635,9.34,3212200,3808040
1712931848782,9.07,3240586,3841746
1712931848922,9.23,3532008,4187128
1712931849024,9.31,3585322,4250322
1712931849124,9.26,3585322,4250322
1712931849223,9.39,3585322,4250322
1712931849340,9.10,3696092,4381612
1712931849438,8.53,3696092,4381612
1712931849539,7.22,3696092,4381612
1712931849640,6.32,3696092,4381612
1712931849739,6.18,3696092,4381612
1712931849840,5.72,3696092,4381612
1712931849938,4.22,3696092,4381612
1712931850098,5.13,3823322,4532402
1712931850145,6.12,3964004,4698924
1712931850239,6.09,3964004,4698924
1712931850340,5.85,4054786,4806426
1712931850441,5.63,4054786,4806426
1712931850543,5.48,4054786,4806426
1712931850642,5.91,4054786,4806426
1712931850742,5.91,4054786,4806426
1712931850858,5.81,4087808,4845528
1712931850960,7.34,4120830,4884630
1712931851115,6.59,4124782,4889342
1712931851199,5.59,4124782,4889342
1712931851322,5.57,4124782,4889342
1712931851438,7.19,4535524,5375324
1712931851556,8.71,5066308,6003388
1712931851623,9.73,5202918,6165078
1712931851721,10.47,5227732,6194452
1712931851868,11.10,5401696,6400336
1712931851944,11.00,5455390,6463910
1712931852022,10.33,5455390,6463910
1712931852122,10.07,5455390,6463910
1712931852221,10.36,5455390,6463910
