Timestamp,CPU_Usage,Original_Data_Size,Total_Data_Size
1712931249970,5.86,185527,219727
1712931250070,6.01,185527,219727
1712931250176,6.85,248056,293776
1712931250288,7.50,248056,293776
1712931250369,8.49,248056,293776
1712931250469,9.05,248056,293776
1712931250569,9.29,248056,293776
1712931250670,7.63,248056,293776
1712931250769,7.76,248056,293776
1712931250883,6.99,272502,322722
1712931250983,6.00,272502,322722
1712931251083,6.15,272502,322722
1712931251185,5.28,272502,322722
1712931251284,4.85,272502,322722
1712931251403,4.49,442668,524208
1712931251485,4.03,442668,524208
1712931251585,4.32,442668,524208
1712931251703,5.44,442668,524208
1712931251802,5.95,540539,640079
1712931251887,5.64,540539,640079
1712931251987,5.92,540539,640079
1712931252087,5.63,541474,641194
1712931252187,5.63,541474,641194
1712931252287,6.17,541474,641194
1712931252386,5.28,541474,641194
1712931252488,5.28,541474,641194
1712931252587,5.29,541474,641194
1712931252688,4.46,541474,641194
1712931252802,3.44,541474,641194
1712931252903,3.00,541474,641194
1712931253002,2.73,541474,641194
1712931253123,3.51,561065,664385
1712931253203,3.18,561065,664385
1712931253304,3.04,561065,664385
1712931253404,2.75,561065,664385
1712931253504,2.73,561065,664385
1712931253604,2.59,561065,664385
1712931253704,2.72,561065,664385
1712931253843,3.20,592461,701541
1712931253904,3.40,592461,701541
1712931254024,3.27,592461,701541
1712931254124,2.39,592461,701541
1712931254223,2.94,609966,722286
1712931254324,2.67,609966,722286
1712931254424,2.82,609966,722286
1712931254544,2.96,609966,722286
1712931254624,2.96,609966,722286
1712931254723,4.37,685201,811381
1712931254843,3.84,685201,811381
1712931254944,3.68,685201,811381
1712931255067,3.60,685201,811381
1712931255144,4.10,706734,836874
1712931255243,3.68,706734,836874
1712931255344,3.53,706734,836874
1712931255444,3.53,706734,836874
1712931255544,3.69,726325,860065
1712931255646,3.96,726325,860065
1712931255744,2.16,726325,860065
1712931255845,2.29,726325,860065
1712931255945,2.73,726325,860065
1712931256107,3.03,726325,860065
1712931256185,3.03,726325,860065
1712931256284,3.61,726325,860065
1712931256384,3.61,726325,860065
1712931256485,3.34,742023,878643
1712931256583,3.78,777168,920268
1712931256683,3.77,790888,936508
1712931256784,3.91,790888,936508
1712931256885,3.62,790888,936508
1712931256984,3.18,790888,936508
1712931257084,3.06,790888,936508
1712931257184,2.91,790888,936508
1712931257285,3.21,861529,1020109
1712931257388,3.05,861529,1020109
1712931257489,2.89,861529,1020109
1712931257589,2.59,861529,1020109
1712931257691,2.72,869350,1029370
1712931257789,3.27,877171,1038631
1712931257908,3.40,877171,1038631
1712931257990,3.54,877171,1038631
1712931258090,3.53,877171,1038631
1712931258189,3.81,877171,1038631
1712931258291,4.08,970186,1148746
1712931258411,4.69,970186,1148746
1712931258490,4.96,970186,1148746
1712931258591,5.08,970186,1148746
1712931258715,4.25,970186,1148746
1712931258792,4.27,970186,1148746
1712931258892,4.55,983920,1165000
1712931258992,4.42,983920,1165000
1712931259091,4.57,983920,1165000
1712931259193,4.16,983920,1165000
1712931259312,3.43,984856,1166116
1712931259418,2.85,984856,1166116
1712931259517,2.28,984856,1166116
1712931259617,2.70,985792,1167232
1712931259718,2.57,985792,1167232
1712931259816,2.58,985792,1167232
1712931259943,2.92,1035625,1226245
1712931260017,3.01,1035625,1226245
1712931260117,3.29,1035625,1226245
1712931260217,3.28,1035625,1226245
1712931260317,3.54,1035625,1226245
1712931260417,3.56,1035625,1226245
1712931260517,3.55,1035625,1226245
1712931260618,3.51,1035625,1226245
1712931260717,3.54,1035625,1226245
1712931260818,3.53,1035625,1226245
1712931260966,3.90,1088581,1288921
1712931261044,4.03,1088581,1288921
1712931261145,3.63,1088581,1288921
1712931261244,3.64,1088581,1288921
1712931261345,3.80,1088581,1288921
1712931261445,4.36,1088581,1288921
1712931261544,4.69,1091461,1292341
1712931261644,5.56,1125796,1332976
1712931261744,5.13,1125796,1332976
1712931261845,5.56,1125796,1332976
1712931261964,4.60,1125796,1332976
1712931262045,4.18,1125796,1332976
1712931262151,4.15,1125796,1332976
1712931262244,4.32,1125796,1332976
1712931262345,4.31,1126732,1334092
1712931262443,3.87,1126732,1334092
1712931262545,3.58,1126732,1334092
1712931262644,2.58,1126732,1334092
1712931262743,2.58,1126732,1334092
1712931262844,2.16,1134553,1343353
1712931262969,2.83,1202161,1423381
1712931263043,3.61,1202161,1423381
1712931263169,4.52,1325767,1569667
1712931263243,4.62,1340455,1587055
1712931263344,4.33,1340455,1587055
1712931263467,4.22,1340455,1587055
1712931263546,4.51,1340455,1587055
1712931263645,4.66,1340455,1587055
1712931263767,4.66,1340455,1587055
1712931263845,5.07,1340455,1587055
1712931263969,4.45,1340455,1587055
1712931264088,4.02,1340455,1587055
1712931264175,2.86,1340455,1587055
1712931264274,2.59,1340455,1587055
1712931264375,2.43,1340455,1587055
1712931264474,2.43,1340455,1587055
1712931264591,2.10,1340455,1587055
1712931264674,1.86,1340455,1587055
1712931264774,1.99,1340455,1587055
1712931264874,1.29,1340455,1587055
1712931264991,1.27,1340455,1587055
1712931265091,1.69,1402177,1660117
1712931265175,2.01,1402177,1660117
1712931265295,2.37,1402177,1660117
1712931265375,2.43,1402177,1660117
1712931265474,2.57,1402177,1660117
1712931265591,2.30,1402177,1660117
1712931265674,2.44,1402177,1660117
1712931265797,2.39,1402177,1660117
1712931265874,2.44,1402177,1660117
1712931265993,2.43,1402177,1660117
1712931266091,2.57,1476427,1748047
1712931266174,2.99,1476427,1748047
1712931266296,2.71,1476427,1748047
1712931266374,2.71,1476427,1748047
1712931266475,2.86,1484284,1757344
1712931266575,3.00,1484284,1757344
1712931266674,3.13,1484284,1757344
1712931266795,4.58,1528249,1809409
1712931266874,4.72,1528249,1809409
1712931266992,5.38,1543891,1827931
1712931267077,4.82,1543891,1827931
1712931267174,5.05,1543891,1827931
1712931267301,4.97,1543891,1827931
1712931267374,5.03,1543891,1827931
1712931267474,4.72,1543891,1827931
1712931267573,4.72,1543891,1827931
1712931267674,4.58,1543891,1827931
1712931267775,4.12,1543891,1827931
1712931267899,3.77,1578190,1868530
1712931267975,3.76,1578190,1868530
1712931268076,3.48,1578190,1868530
1712931268177,2.68,1578190,1868530
1712931268300,2.83,1578190,1868530
1712931268395,2.84,1578190,1868530
1712931268500,3.46,1620346,1918426
1712931268577,3.69,1620346,1918426
1712931268677,4.11,1625206,1924186
1712931268776,3.83,1625206,1924186
1712931268899,4.38,1685002,1994962
1712931269019,4.41,1685002,1994962
1712931269099,4.22,1685002,1994962
1712931269200,3.94,1685002,1994962
1712931269300,4.10,1685002,1994962
1712931269400,4.69,1693759,2005339
1712931269519,4.56,1715296,2030836
1712931269600,4.29,1715296,2030836
1712931269700,4.30,1715296,2030836
1712931269800,4.04,1715296,2030836
1712931269901,3.18,1715296,2030836
1712931270019,2.77,1715296,2030836
1712931270119,2.90,1715296,2030836
1712931270219,3.65,1794757,2124877
1712931270343,3.63,1794757,2124877
1712931270444,3.20,1794757,2124877
1712931270523,3.18,1794757,2124877
1712931270622,3.48,1802650,2134210
1712931270723,3.31,1802650,2134210
1712931270823,3.86,1802650,2134210
1712931270922,3.59,1815394,2149294
1712931271022,4.02,1815394,2149294
1712931271141,3.76,1815394,2149294
1712931271239,3.25,1815394,2149294
1712931271322,2.88,1815394,2149294
1712931271429,3.84,1880059,2225839
1712931271522,4.43,1880059,2225839
1712931271622,4.02,1880059,2225839
1712931271722,4.62,1944724,2302384
1712931271822,4.09,1944724,2302384
1712931271955,4.78,1973146,2336026
1712931272022,4.93,2004511,2373151
1712931272140,5.06,2004511,2373151
1712931272263,5.33,2004511,2373151
1712931272322,6.13,2012332,2382412
1712931272429,5.17,2012332,2382412
1712931272529,4.61,2012332,2382412
1712931272630,4.58,2012332,2382412
1712931272728,4.39,2012332,2382412
1712931272829,4.52,2012332,2382412
1712931272956,4.08,2012332,2382412
1712931273075,4.31,2098678,2484598
1712931273157,4.78,2157556,2554276
1712931273287,4.05,2160418,2557678
1712931273365,3.62,2160418,2557678
1712931273464,4.37,2239771,2651611
1712931273583,4.99,2307442,2731702
1712931273664,5.54,2357419,2790859
1712931273766,5.40,2357419,2790859
1712931273865,5.41,2357419,2790859
1712931273983,5.25,2357419,2790859
1712931274076,5.12,2431966,2879086
1712931274176,5.69,2479036,2934796
1712931274277,5.64,2479036,2934796
1712931274377,5.64,2479036,2934796
1712931274477,4.89,2479036,2934796
1712931274630,4.23,2565040,3036640
1712931274710,4.31,2565040,3036640
1712931274827,4.17,2565040,3036640
1712931274910,4.02,2565040,3036640
1712931275060,3.74,2565040,3036640
1712931275175,3.23,2565040,3036640
1712931275256,2.85,2565040,3036640
1712931275356,3.12,2565040,3036640
1712931275455,3.27,2565976,3037756
1712931275556,3.39,2565976,3037756
1712931275679,3.44,2630605,3114265
1712931275757,4.05,2630605,3114265
1712931275872,5.10,2689402,3183862
1712931275975,5.08,2690338,3184978
1712931276058,4.89,2690338,3184978
1712931276175,4.91,2690338,3184978
1712931276276,5.34,2705026,3202366
1712931276376,4.82,2705026,3202366
1712931276495,4.87,2713819,3212779
1712931276577,5.97,2749108,3254548
1712931276683,5.00,2750044,3255664
1712931276783,4.58,2750044,3255664
1712931276903,3.51,2750044,3255664
1712931276982,3.30,2750044,3255664
1712931277083,3.29,2750044,3255664
1712931277182,3.00,2750044,3255664
1712931277284,2.41,2750044,3255664
1712931277383,2.38,2750044,3255664
1712931277519,2.23,2750044,3255664
1712931277619,1.66,2750044,3255664
1712931277739,1.89,2750044,3255664
1712931277818,1.93,2750044,3255664
1712931277939,2.41,2750044,3255664
1712931278018,2.46,2750044,3255664
1712931278120,2.47,2750044,3255664
1712931278218,2.74,2750044,3255664
1712931278319,2.90,2750044,3255664
1712931278419,2.91,2750044,3255664
1712931278520,2.90,2750044,3255664
1712931278619,2.91,2750044,3255664
1712931278740,2.37,2750044,3255664
1712931278840,2.52,2750044,3255664
1712931278940,2.11,2750044,3255664
1712931279040,1.84,2750044,3255664
1712931279141,1.98,2750044,3255664
1712931279239,1.56,2750044,3255664
1712931279341,1.42,2750044,3255664
1712931279440,1.28,2750044,3255664
1712931279541,1.00,2750044,3255664
1712931279640,1.13,2750044,3255664
1712931279759,1.69,2750044,3255664
1712931279840,1.41,2750044,3255664
1712931279959,1.55,2750044,3255664
1712931280059,2.35,2810821,3327601
1712931280142,2.54,2810821,3327601
1712931280248,2.67,2831422,3351982
1712931280342,2.99,2832358,3353098
1712931280442,3.28,2832358,3353098
1712931280543,3.82,2832358,3353098
1712931280642,3.55,2832358,3353098
1712931280743,3.56,2846038,3369298
1712931280842,3.56,2846038,3369298
1712931280944,3.99,2846038,3369298
1712931281059,4.13,2943094,3484174
1712931281159,3.85,2943094,3484174
1712931281280,3.52,2943094,3484174
1712931281362,4.21,2962669,3507349
1712931281479,3.69,2962669,3507349
1712931281562,3.29,2962669,3507349
1712931281683,3.09,2962669,3507349
1712931281762,3.00,2962669,3507349
1712931281862,3.14,2962669,3507349
1712931281963,2.73,2962669,3507349
1712931282099,1.83,2972452,3518932
1712931282162,3.58,3034318,3592138
1712931282262,3.72,3034318,3592138
1712931282362,3.01,3034318,3592138
1712931282479,3.63,3034318,3592138
1712931282562,3.69,3034318,3592138
1712931282683,3.96,3034318,3592138
1712931282762,3.69,3034318,3592138
1712931282865,4.67,3054883,3616483
1712931282983,4.72,3054883,3616483
1712931283062,4.80,3054883,3616483
1712931283163,3.27,3054883,3616483
1712931283261,3.70,3054883,3616483
1712931283361,3.98,3054883,3616483
1712931283480,4.14,3054883,3616483
1712931283562,4.27,3054883,3616483
1712931283662,4.41,3054883,3616483
1712931283762,4.80,3054883,3616483
1712931283865,3.51,3054883,3616483
1712931284007,3.92,3055819,3617599
1712931284107,4.24,3082261,3648901
1712931284184,4.20,3082261,3648901
1712931284284,3.77,3082261,3648901
1712931284385,3.62,3082261,3648901
1712931284503,3.42,3082261,3648901
1712931284584,3.36,3082261,3648901
1712931284684,3.08,3082261,3648901
1712931284803,3.02,3082261,3648901
1712931284884,3.24,3082261,3648901
1712931284986,2.83,3082261,3648901
1712931285127,2.51,3082261,3648901
1712931285185,2.84,3083197,3650017
1712931285284,2.57,3083197,3650017
1712931285384,2.42,3083197,3650017
1712931285503,3.42,3098839,3668539
1712931285583,3.43,3098839,3668539
1712931285683,3.69,3098839,3668539
1712931285803,3.15,3098839,3668539
1712931285883,3.44,3098839,3668539
1712931285994,3.98,3182971,3768151
1712931286107,4.02,3196633,3784333
1712931286185,3.72,3196633,3784333
1712931286286,4.41,3196633,3784333
1712931286403,5.07,3237835,3833095
1712931286484,4.16,3237835,3833095
1712931286607,4.15,3237835,3833095
1712931286684,4.02,3237835,3833095
1712931286807,4.20,3237835,3833095
1712931286884,4.01,3237835,3833095
1712931287016,3.85,3237835,3833095
1712931287094,3.56,3237835,3833095
1712931287195,3.44,3237835,3833095
1712931287315,2.95,3237835,3833095
1712931287405,2.87,3269119,3870139
1712931287504,3.01,3269119,3870139
1712931287604,3.30,3269119,3870139
1712931287705,3.43,3269119,3870139
1712931287810,3.17,3270055,3871255
1712931287909,3.17,3270055,3871255
1712931288027,3.26,3270055,3871255
1712931288110,3.31,3270055,3871255
1712931288209,3.03,3270055,3871255
1712931288315,3.30,3270055,3871255
1712931288439,3.09,3332623,3945343
1712931288535,3.30,3333559,3946459
1712931288659,3.09,3333559,3946459
1712931288716,3.74,3384490,4006750
1712931288816,3.87,3384490,4006750
1712931288916,4.02,3384490,4006750
1712931289028,3.74,3389350,4012510
1712931289129,3.60,3389350,4012510
1712931289228,3.76,3389350,4012510
1712931289328,3.49,3389350,4012510
1712931289439,3.03,3389350,4012510
1712931289539,2.89,3389350,4012510
1712931289660,2.61,3389350,4012510
1712931289783,1.99,3424702,4054342
1712931289862,1.60,3424702,4054342
1712931289962,1.60,3424702,4054342
1712931290063,1.74,3424702,4054342
1712931290161,2.02,3424702,4054342
1712931290262,2.02,3424702,4054342
1712931290414,3.66,3541432,4192492
1712931290461,3.70,3541432,4192492
1712931290561,3.43,3541432,4192492
1712931290662,3.55,3541432,4192492
1712931290784,3.13,3541432,4192492
1712931290884,3.40,3541432,4192492
1712931290986,3.38,3541432,4192492
1712931291085,3.79,3541432,4192492
1712931291186,3.94,3595306,4256266
1712931291286,4.23,3595306,4256266
1712931291455,2.88,3595306,4256266
1712931291515,2.81,3595306,4256266
1712931291615,2.94,3595306,4256266
1712931291715,3.76,3635482,4303822
1712931291832,3.47,3635482,4303822
1712931291915,3.62,3635482,4303822
1712931292015,3.64,3635482,4303822
1712931292115,3.37,3635482,4303822
1712931292216,2.78,3635482,4303822
1712931292333,2.90,3649216,4320076
1712931292431,3.49,3662950,4336330
1712931292516,3.86,3662950,4336330
1712931292615,3.87,3662950,4336330
1712931292715,3.43,3662950,4336330
1712931292815,3.72,3662950,4336330
1712931292915,3.56,3662950,4336330
1712931293015,4.11,3678592,4354852
1712931293116,3.85,3678592,4354852
1712931293215,3.85,3678592,4354852
1712931293331,3.69,3678592,4354852
1712931293445,4.90,3905194,4623034
1712931293515,5.10,4024876,4764676
1712931293615,5.08,4024876,4764676
1712931293714,4.94,4024876,4764676
1712931293839,5.39,4071955,4820395
1712931293914,5.37,4071955,4820395
1712931294015,5.63,4071955,4820395
1712931294116,5.59,4071955,4820395
1712931294215,5.17,4071955,4820395
1712931294315,6.00,4071955,4820395
1712931294427,5.12,4071955,4820395
1712931294526,4.04,4071955,4820395
1712931294626,3.93,4071955,4820395
1712931294776,4.26,4154296,4917856
1712931294853,4.51,4214146,4988686
1712931294955,3.97,4214146,4988686
1712931295053,3.85,4214146,4988686
1712931295154,3.71,4214146,4988686
1712931295254,3.72,4214146,4988686
1712931295354,3.15,4214146,4988686
1712931295453,2.88,4214146,4988686
1712931295555,2.87,4219006,4994446
1712931295654,2.88,4219006,4994446
1712931295799,3.91,4415980,5227600
1712931295881,3.97,4523908,5355328
1712931295996,4.27,4523908,5355328
1712931296096,4.40,4523908,5355328
1712931296176,4.14,4523908,5355328
1712931296276,3.74,4523908,5355328
1712931296378,4.29,4523908,5355328
1712931296476,4.29,4523908,5355328
1712931296577,4.42,4523908,5355328
1712931296685,6.12,4690723,5552743
1712931296823,4.31,4694647,5557387
1712931296900,4.02,4694647,5557387
1712931297000,4.03,4694647,5557387
1712931297123,3.88,4694647,5557387
1712931297200,4.15,4694647,5557387
1712931297300,4.15,4694647,5557387
1712931297399,4.01,4694647,5557387
1712931297500,3.86,4694647,5557387
1712931297631,2.84,4694647,5557387
1712931297751,3.20,4849429,5740609
1712931297847,3.36,4868986,5763766
1712931297930,3.15,4868986,5763766
1712931298029,4.13,4918972,5822932
1712931298130,4.42,4918972,5822932
1712931298230,4.42,4918972,5822932
1712931298329,4.14,4918972,5822932
1712931298429,3.87,4918972,5822932
1712931298530,4.46,4932706,5839186
1712931298629,4.46,4932706,5839186
1712931298735,3.44,4932706,5839186
1712931298848,3.02,4932706,5839186
1712931298970,3.88,4967041,5879821
1712931299067,3.52,4967041,5879821
1712931299147,3.30,4967041,5879821
1712931299249,3.44,4973908,5887948
1712931299348,3.44,4973908,5887948
1712931299447,4.18,5049184,5977084
