Timestamp,CPU_Usage,Original_Data_Size,Total_Data_Size
1712930654852,1.71,105794,125434
1712930654953,1.57,105794,125434
1712930655054,1.70,105794,125434
1712930655173,2.49,105794,125434
1712930655252,2.25,105794,125434
1712930655353,2.12,105794,125434
1712930655452,2.13,105794,125434
1712930655552,2.12,105794,125434
1712930655652,1.70,105794,125434
1712930655753,2.09,105794,125434
1712930655871,2.29,105794,125434
1712930655951,2.17,105794,125434
1712930656052,2.30,105794,125434
1712930656172,2.03,105794,125434
1712930656252,2.30,105794,125434
1712930656371,2.77,105794,125434
1712930656453,3.49,107973,128013
1712930656551,3.76,107973,128013
1712930656652,4.03,107973,128013
1712930656753,4.07,107973,128013
1712930656871,3.86,107973,128013
1712930656953,4.03,107973,128013
1712930657054,3.78,107973,128013
1712930657153,3.65,107973,128013
1712930657253,3.37,107973,128013
1712930657372,2.69,107973,128013
1712930657471,1.70,107973,128013
1712930657572,1.68,107973,128013
1712930657672,1.66,107973,128013
1712930657773,1.51,107973,128013
1712930657873,2.33,128902,152782
1712930657971,2.20,128902,152782
1712930658073,2.20,128902,152782
1712930658172,2.07,128902,152782
1712930658272,2.08,128902,152782
1712930658373,2.34,128902,152782
1712930658491,2.21,128902,152782
1712930658573,2.09,128902,152782
1712930658674,2.10,128902,152782
1712930658792,2.13,128902,152782
1712930658874,1.41,128902,152782
1712930658973,1.96,128902,152782
1712930659074,2.36,128902,152782
1712930659174,2.21,128902,152782
1712930659273,2.34,128902,152782
1712930659374,2.47,128902,152782
1712930659473,2.59,128902,152782
1712930659573,2.45,128902,152782
1712930659674,2.33,128902,152782
1712930659773,2.61,128902,152782
1712930659874,2.47,128902,152782
1712930659973,2.22,128902,152782
1712930660074,1.68,128902,152782
1712930660174,1.69,128902,152782
1712930660291,1.68,128902,152782
1712930660375,1.26,128902,152782
1712930660475,1.11,128902,152782
1712930660592,1.38,128902,152782
1712930660692,1.10,128902,152782
1712930660773,1.38,128902,152782
1712930660875,1.92,135866,161026
1712930660974,1.77,140099,166039
1712930661075,1.90,140099,166039
1712930661175,2.16,143151,169651
1712930661275,2.04,143151,169651
1712930661373,2.60,143151,169651
1712930661475,2.76,143151,169651
1712930661575,2.79,143151,169651
1712930661675,2.68,143151,169651
1712930661775,2.53,143151,169651
1712930661876,2.10,143151,169651
1712930662032,2.59,157098,186158
1712930662076,2.56,158737,188097
1712930662176,2.57,158737,188097
1712930662276,2.58,158737,188097
1712930662376,2.29,158737,188097
1712930662477,2.29,158737,188097
1712930662575,2.28,158737,188097
1712930662676,2.39,158737,188097
1712930662776,2.54,158737,188097
1712930662877,2.39,158737,188097
1712930662976,2.39,158737,188097
1712930663077,2.11,168570,199730
1712930663175,2.39,185878,220218
1712930663276,2.52,185878,220218
1712930663399,2.44,185878,220218
1712930663476,2.35,185878,220218
1712930663596,2.35,185878,220218
1712930663677,2.77,185878,220218
1712930663777,2.62,185878,220218
1712930663877,2.78,185878,220218
1712930663978,3.04,185878,220218
1712930664078,2.90,185878,220218
1712930664178,2.49,189354,224334
1712930664295,2.59,189354,224334
1712930664400,2.39,189354,224334
1712930664500,2.68,189354,224334
1712930664607,2.39,189354,224334
1712930664709,1.83,189354,224334
1712930664809,1.69,189354,224334
1712930664909,1.96,190766,226006
1712930665009,2.23,190766,226006
1712930665108,1.94,190766,226006
1712930665210,2.07,190766,226006
1712930665351,1.75,190766,226006
1712930665409,1.65,190766,226006
1712930665509,1.50,190766,226006
1712930665609,1.49,190766,226006
1712930665710,1.62,190766,226006
1712930665832,2.17,199353,236173
1712930665927,1.86,199353,236173
1712930666010,1.63,199353,236173
1712930666129,2.30,199353,236173
1712930666211,2.04,199353,236173
1712930666311,2.05,199353,236173
1712930666410,2.60,199353,236173
1712930666512,2.62,199353,236173
1712930666611,2.64,199353,236173
1712930666712,2.53,199353,236173
1712930666810,2.24,199353,236173
1712930666912,2.37,199353,236173
1712930667011,2.24,199353,236173
1712930667133,2.23,199353,236173
1712930667212,2.66,204574,242354
1712930667309,3.65,204574,242354
1712930667409,3.53,204574,242354
1712930667510,3.81,204574,242354
1712930667610,4.37,204574,242354
1712930667711,4.64,204574,242354
1712930667809,4.38,204574,242354
1712930667911,4.10,204574,242354
1712930668011,4.23,204574,242354
1712930668132,3.96,204574,242354
1712930668213,3.81,204574,242354
1712930668336,2.55,204574,242354
1712930668411,2.54,204574,242354
1712930668512,1.98,204574,242354
1712930668612,1.69,204574,242354
1712930668731,1.81,225288,266868
1712930668811,1.84,225288,266868
1712930668912,1.97,225288,266868
1712930669011,1.97,225288,266868
1712930669111,1.97,225288,266868
1712930669213,1.56,225288,266868
1712930669313,1.42,225288,266868
1712930669413,1.56,225288,266868
1712930669513,1.69,225288,266868
1712930669632,1.56,225288,266868
1712930669731,1.41,225288,266868
1712930669831,1.55,225288,266868
1712930669933,1.70,227130,269050
1712930670032,1.70,227130,269050
1712930670151,2.78,243471,288391
1712930670233,2.97,243471,288391
1712930670332,3.26,243471,288391
1712930670432,3.28,243471,288391
1712930670533,3.28,243471,288391
1712930670652,3.13,243471,288391
1712930670751,3.28,243471,288391
1712930670852,3.13,243471,288391
1712930670932,3.00,243471,288391
1712930671032,3.12,243471,288391
1712930671152,1.99,243471,288391
1712930671233,1.85,243471,288391
1712930671333,1.98,243471,288391
1712930671432,1.70,243471,288391
1712930671533,1.96,243471,288391
1712930671651,2.06,258241,305881
1712930671759,2.04,258241,305881
1712930671855,1.91,258241,305881
1712930671936,1.95,258241,305881
1712930672035,2.08,258241,305881
1712930672135,2.35,258241,305881
1712930672237,2.35,258241,305881
1712930672336,2.10,258241,305881
1712930672436,2.26,258241,305881
1712930672556,2.00,258241,305881
1712930672652,1.86,258241,305881
1712930672759,2.00,258241,305881
1712930672860,2.14,258241,305881
1712930672960,2.29,266634,315814
1712930673062,2.32,271975,322135
1712930673161,2.47,271975,322135
1712930673263,2.33,271975,322135
1712930673361,2.45,271975,322135
1712930673462,2.28,271975,322135
1712930673561,2.71,271975,322135
1712930673662,2.57,271975,322135
1712930673780,2.43,271975,322135
1712930673862,2.43,271975,322135
1712930673962,2.43,271975,322135
1712930674061,1.99,271975,322135
1712930674179,2.22,271975,322135
1712930674262,2.40,271975,322135
1712930674361,2.25,271975,322135
1712930674462,2.79,271975,322135
1712930674583,2.59,277520,328700
1712930674661,2.64,277520,328700
1712930674761,2.78,277520,328700
1712930674862,2.78,277520,328700
1712930674962,2.62,277520,328700
1712930675079,2.72,277520,328700
1712930675179,2.23,277520,328700
1712930675261,2.22,277520,328700
1712930675361,2.23,277520,328700
1712930675461,1.82,277520,328700
1712930675584,1.55,277520,328700
1712930675661,1.41,277520,328700
1712930675761,1.27,277520,328700
1712930675862,1.40,277520,328700
1712930675962,1.12,277520,328700
1712930676080,1.12,277520,328700
1712930676180,1.40,277520,328700
1712930676279,1.54,277520,328700
1712930676380,1.54,277520,328700
1712930676479,1.40,277520,328700
1712930676581,1.81,277520,328700
1712930676679,1.67,277520,328700
1712930676781,1.81,279362,330882
1712930676880,2.37,279362,330882
1712930676981,2.38,281651,333591
1712930677100,2.38,281651,333591
1712930677200,2.25,281651,333591
1712930677300,2.39,281651,333591
1712930677380,2.53,281651,333591
1712930677481,2.39,281651,333591
1712930677599,2.08,281651,333591
1712930677699,2.22,281651,333591
1712930677800,2.26,281651,333591
1712930677882,1.56,281651,333591
1712930677981,1.55,281651,333591
1712930678082,1.83,281651,333591
1712930678184,2.23,281651,333591
1712930678283,2.23,281651,333591
1712930678383,2.25,281651,333591
1712930678483,2.81,281651,333591
1712930678599,3.47,281651,333591
1712930678700,3.74,281651,333591
1712930678819,3.53,281651,333591
1712930678900,3.72,281651,333591
1712930679000,4.02,296991,351751
1712930679120,3.07,296991,351751
1712930679201,3.06,296991,351751
1712930679300,3.08,296991,351751
1712930679400,2.93,296991,351751
1712930679501,2.50,296991,351751
1712930679601,2.10,296991,351751
1712930679700,1.96,296991,351751
1712930679820,2.51,296991,351751
1712930679920,2.51,296991,351751
1712930680019,2.22,296991,351751
1712930680121,2.35,296991,351751
1712930680222,2.49,296991,351751
1712930680322,2.50,296991,351751
1712930680422,2.09,296991,351751
1712930680522,2.23,296991,351751
1712930680623,2.10,296991,351751
1712930680722,1.83,296991,351751
1712930680823,1.69,296991,351751
1712930680943,1.95,296991,351751
1712930681023,2.12,298520,353560
1712930681124,1.99,298520,353560
1712930681224,2.26,298520,353560
1712930681344,2.39,298520,353560
1712930681444,2.38,298520,353560
1712930681523,1.97,298520,353560
1712930681624,2.24,298520,353560
1712930681744,1.96,298520,353560
1712930681824,1.96,298520,353560
1712930681943,1.54,298520,353560
1712930682044,1.94,298520,353560
1712930682143,1.68,298520,353560
1712930682244,1.54,298520,353560
1712930682344,1.40,298520,353560
1712930682445,1.40,298520,353560
1712930682545,1.13,298520,353560
1712930682646,1.26,298520,353560
1712930682764,1.13,298520,353560
1712930682844,1.26,298520,353560
1712930682944,1.83,302548,358328
1712930683045,1.27,302548,358328
1712930683145,1.55,302548,358328
1712930683246,1.69,302548,358328
1712930683364,2.10,302548,358328
1712930683446,2.24,302548,358328
1712930683546,2.50,302548,358328
1712930683663,2.38,302548,358328
1712930683746,2.45,302548,358328
1712930683847,2.44,302548,358328
1712930683947,1.87,302548,358328
1712930684046,2.29,302548,358328
1712930684147,2.02,302548,358328
1712930684246,2.03,302548,358328
1712930684347,1.75,302548,358328
1712930684447,1.60,302548,358328
1712930684547,1.46,302548,358328
1712930684664,1.43,302548,358328
1712930684764,1.42,302548,358328
1712930684864,1.56,306796,363356
1712930684964,2.12,309085,366065
1712930685083,2.20,309085,366065
1712930685163,2.09,309085,366065
1712930685264,2.22,309085,366065
1712930685365,2.07,309085,366065
1712930685464,2.05,309085,366065
1712930685565,2.06,309085,366065
1712930685683,2.05,309085,366065
1712930685784,2.03,309085,366065
1712930685864,1.88,309085,366065
1712930685984,1.33,309085,366065
1712930686085,1.06,309085,366065
1712930686184,1.45,309085,366065
1712930686285,1.45,309085,366065
1712930686384,1.72,309085,366065
1712930686485,1.87,309085,366065
1712930686587,1.87,309085,366065
1712930686686,2.02,309085,366065
1712930686787,2.04,309848,366968
1712930686931,2.39,309848,366968
1712930687004,2.47,309848,366968
1712930687127,2.72,309848,366968
1712930687187,2.67,309848,366968
1712930687286,2.68,309848,366968
1712930687386,2.54,309848,366968
1712930687487,2.27,309848,366968
1712930687586,2.27,309848,366968
1712930687686,1.99,309848,366968
1712930687786,2.12,309848,366968
1712930687886,1.85,309848,366968
1712930687986,1.85,309848,366968
1712930688086,1.43,309848,366968
1712930688188,1.28,309848,366968
1712930688303,1.26,309848,366968
1712930688386,1.28,309848,366968
1712930688487,1.27,309848,366968
1712930688604,1.80,309848,366968
1712930688707,2.05,309848,366968
1712930688786,1.81,309848,366968
1712930688887,1.95,309848,366968
1712930688988,2.36,327996,388456
1712930689086,2.92,335487,397327
1712930689186,3.22,335487,397327
1712930689303,3.34,335487,397327
1712930689385,4.33,335487,397327
1712930689487,4.74,335487,397327
1712930689603,4.48,335487,397327
1712930689685,4.48,335487,397327
1712930689787,4.23,335487,397327
1712930689885,3.95,335487,397327
1712930689987,3.39,335487,397327
1712930690088,3.10,344639,408159
1712930690208,2.54,344639,408159
1712930690289,2.68,344639,408159
1712930690389,1.96,344639,408159
1712930690491,1.95,344639,408159
1712930690589,1.82,344639,408159
1712930690689,1.82,344639,408159
1712930690807,1.79,344639,408159
1712930690889,1.96,344639,408159
1712930690989,1.82,344639,408159
1712930691090,2.09,344639,408159
1712930691189,2.36,344639,408159
1712930691290,2.47,344639,408159
1712930691389,2.20,344639,408159
1712930691490,1.93,344639,408159
1712930691589,2.05,344639,408159
1712930691709,2.02,344639,408159
1712930691808,2.32,344639,408159
1712930691889,2.31,344639,408159
1712930691989,2.44,344639,408159
1712930692089,1.90,344639,408159
1712930692190,1.90,344639,408159
1712930692290,1.92,344639,408159
1712930692389,2.05,344639,408159
1712930692490,2.34,344639,408159
1712930692588,1.95,349217,413577
1712930692708,2.09,349217,413577
1712930692788,1.83,349217,413577
1712930692889,1.69,349217,413577
1712930692990,1.97,349217,413577
1712930693089,2.11,349217,413577
1712930693190,2.12,349217,413577
1712930693289,1.98,349217,413577
1712930693389,2.12,349217,413577
1712930693488,1.69,349217,413577
1712930693589,2.10,349217,413577
1712930693690,1.96,349217,413577
1712930693789,1.96,349217,413577
1712930693908,2.10,349217,413577
1712930694007,1.96,349217,413577
1712930694092,1.96,349217,413577
1712930694191,1.96,349217,413577
1712930694292,1.83,349217,413577
1712930694391,1.69,349217,413577
1712930694491,1.83,349217,413577
1712930694591,1.97,349217,413577
1712930694691,2.26,360111,426471
1712930694791,2.67,360111,426471
1712930694891,2.54,360111,426471
1712930694992,2.35,360111,426471
1712930695091,2.20,360111,426471
1712930695192,2.05,360111,426471
1712930695291,1.90,360111,426471
1712930695392,2.02,360111,426471
1712930695491,2.14,360111,426471
1712930695607,1.84,360111,426471
1712930695691,1.85,360111,426471
1712930695791,1.96,360111,426471
1712930695892,1.82,360111,426471
1712930695991,1.84,360111,426471
1712930696091,1.97,360111,426471
1712930696191,2.12,360215,426595
1712930696291,2.12,360215,426595
1712930696412,1.85,360215,426595
1712930696494,1.85,360215,426595
1712930696608,1.74,360215,426595
1712930696708,1.61,360215,426595
1712930696827,1.60,362504,429304
1712930696932,1.91,362504,429304
1712930697008,1.92,362504,429304
1712930697108,1.66,362504,429304
1712930697208,1.66,362504,429304
1712930697308,1.67,362504,429304
1712930697409,1.83,362504,429304
1712930697507,1.83,362504,429304
1712930697608,2.11,362504,429304
1712930697728,1.83,362504,429304
1712930697853,1.54,362504,429304
1712930697927,1.27,362504,429304
1712930698028,1.26,362504,429304
1712930698127,1.67,362504,429304
1712930698228,1.52,362504,429304
1712930698328,1.37,362504,429304
1712930698428,1.36,362504,429304
1712930698528,1.63,362504,429304
1712930698628,1.23,362504,429304
1712930698729,1.37,362504,429304
1712930698871,1.60,368376,436256
1712930698929,1.50,368376,436256
1712930699029,1.50,368376,436256
1712930699130,1.24,368376,436256
1712930699229,1.66,368376,436256
1712930699329,1.80,368376,436256
1712930699431,1.68,368376,436256
1712930699529,1.53,368376,436256
1712930699652,1.75,368376,436256
1712930699747,1.76,368376,436256
1712930699830,1.77,368376,436256
1712930699929,1.77,368376,436256
1712930700030,1.89,368376,436256
1712930700128,2.29,368376,436256
1712930700247,2.12,368376,436256
1712930700329,2.30,368376,436256
1712930700429,2.71,368376,436256
1712930700529,2.87,368376,436256
1712930700651,3.01,368376,436256
1712930700728,3.31,368376,436256
1712930700830,3.44,368376,436256
1712930700929,3.32,382865,453405
1712930701031,3.31,382865,453405
1712930701130,2.87,382865,453405
1712930701248,2.89,382865,453405
1712930701347,2.48,382865,453405
1712930701448,2.34,382865,453405
1712930701549,1.79,382865,453405
1712930701649,1.65,382865,453405
1712930701748,1.64,382865,453405
1712930701849,1.50,382865,453405
1712930701947,1.64,382865,453405
1712930702049,1.63,382865,453405
1712930702148,1.63,382865,453405
1712930702248,1.76,382865,453405
1712930702368,1.76,382865,453405
1712930702449,1.62,382865,453405
1712930702549,1.49,382865,453405
1712930702667,2.01,407394,482434
1712930702750,2.04,407394,482434
1712930702850,2.33,407394,482434
1712930702950,2.08,407394,482434
1712930703050,1.97,407394,482434
1712930703168,1.83,407394,482434
1712930703250,1.69,407394,482434
1712930703350,1.69,407394,482434
1712930703450,1.97,407394,482434
1712930703550,1.97,407394,482434
1712930703688,1.83,407394,482434
1712930703769,1.55,407394,482434
1712930703870,1.27,407394,482434
1712930703969,1.42,407394,482434
1712930704070,1.42,407394,482434
1712930704169,1.56,407394,482434
1712930704270,1.43,407394,482434
1712930704369,1.85,407394,482434
1712930704469,1.99,407394,482434
1712930704570,1.98,407394,482434
1712930704691,2.05,407394,482434
1712930704787,2.06,414685,491065
1712930704870,2.50,414685,491065
1712930704987,2.30,414685,491065
1712930705068,2.31,414685,491065
1712930705168,2.04,414685,491065
1712930705270,2.17,414685,491065
1712930705368,1.90,414685,491065
1712930705469,1.50,414685,491065
1712930705570,1.77,414685,491065
1712930705691,1.79,414685,491065
1712930705789,1.91,414685,491065
1712930705889,1.51,414685,491065
1712930705988,1.52,414685,491065
1712930706089,1.68,414685,491065
1712930706188,1.67,414685,491065
1712930706288,1.81,414685,491065
1712930706387,1.68,414685,491065
1712930706488,2.09,414685,491065
1712930706589,1.81,414685,491065
1712930706688,1.68,414685,491065
1712930706789,1.40,414685,491065
1712930706890,1.38,414685,491065
1712930706989,1.92,414685,491065
1712930707108,1.93,414685,491065
1712930707188,1.93,414685,491065
1712930707307,2.18,422182,499942
1712930707408,2.28,422182,499942
1712930707489,1.88,422182,499942
1712930707589,2.29,430900,510260
1712930707708,2.96,430900,510260
1712930707790,2.96,430900,510260
1712930707891,3.27,430900,510260
1712930707990,2.75,430900,510260
1712930708091,2.76,430900,510260
1712930708190,3.02,430900,510260
1712930708290,2.61,430900,510260
1712930708390,2.90,434923,515023
1712930708507,3.35,434923,515023
1712930708612,2.93,434923,515023
1712930708691,2.78,434923,515023
1712930708790,2.38,434923,515023
1712930708891,2.39,434923,515023
1712930708992,2.38,434923,515023
1712930709092,2.51,434923,515023
1712930709212,2.66,434923,515023
1712930709292,2.80,434923,515023
1712930709392,2.25,434923,515023
1712930709491,2.11,434923,515023
1712930709592,1.97,434923,515023
1712930709692,1.83,434923,515023
1712930709792,1.82,434923,515023
1712930709893,1.96,434923,515023
1712930709992,1.83,434923,515023
1712930710131,2.60,434923,515023
1712930710194,2.52,434923,515023
1712930710311,1.93,434923,515023
1712930710392,1.97,434923,515023
1712930710493,2.25,437530,518110
1712930710592,2.39,438293,519013
1712930710692,2.39,438293,519013
1712930710792,2.12,438293,519013
1712930710894,1.97,438293,519013
1712930710994,2.25,438293,519013
1712930711094,1.82,438293,519013
1712930711194,1.55,438293,519013
1712930711311,2.24,438293,519013
1712930711412,2.51,438293,519013
1712930711513,2.49,438293,519013
1712930711631,2.44,438293,519013
1712930711711,2.48,438293,519013
1712930711812,2.60,438293,519013
1712930711912,2.75,442871,524431
1712930712011,2.62,442871,524431
1712930712131,2.83,446686,528946
1712930712212,2.91,446686,528946
1712930712313,2.36,446686,528946
1712930712432,1.95,446686,528946
1712930712514,2.24,446686,528946
1712930712632,2.10,446686,528946
1712930712732,2.24,446686,528946
1712930712832,2.10,446686,528946
1712930712951,2.05,446686,528946
1712930713032,1.82,446686,528946
1712930713131,1.82,447555,529975
1712930713232,1.95,450056,532936
1712930713332,1.96,450056,532936
1712930713433,2.10,450056,532936
1712930713533,1.68,450056,532936
1712930713652,2.09,450056,532936
1712930713732,1.96,450056,532936
1712930713851,2.09,450056,532936
1712930713952,2.08,450056,532936
1712930714072,2.35,450056,532936
1712930714152,2.21,450056,532936
1712930714252,1.94,450056,532936
1712930714352,1.93,450056,532936
1712930714451,1.66,450056,532936
1712930714552,2.33,450056,532936
1712930714652,2.34,450056,532936
1712930714753,2.07,450056,532936
1712930714872,1.95,450056,532936
1712930714953,1.96,450056,532936
1712930715052,1.83,452998,536418
1712930715153,1.97,452998,536418
1712930715272,2.11,452998,536418
1712930715353,1.97,452998,536418
1712930715452,1.98,452998,536418
1712930715553,1.29,452998,536418
1712930715654,1.14,452998,536418
1712930715754,1.28,452998,536418
