CPU_Usage,Original_Data_Size,File
2.0779771200290535,1605.831668785182,1.0
4.347933273622928,18315.54545454544,10.0
4.840013913043479,37829.39652173914,20.0
3.3503828747284574,8971.45057929037,5.0
5.640013913043479,97715.54545454544,50
