Time,Throughput_kbps
0.0,5612.375
0.10010212066164055,10787.25
0.2002042413232811,10683.625
0.30030636198492167,9853.375
0.4004084826465622,10808.625
0.5005106033082027,10769.25
0.6006127239698433,10790.625
0.7007148446314838,10705.0
0.8008169652931244,10778.25
0.900919085954765,10787.25
1.0010212066164055,10787.25
1.101123327278046,10692.625
1.2012254479396867,10145.4375
1.3013275686013273,1324.75
1.4014296892629676,0.0
1.5015318099246082,163.0
1.6016339305862488,9389.5625
1.7017360512478894,2271.0
1.80183817190953,0.0
1.9019402925711704,567.75
2.002042413232811,6245.25
2.1021445338944518,5015.125
2.202246654556092,2868.25
2.3023487752177325,10692.625
2.4024508958793733,10778.25
2.5025530165410137,10787.25
2.6026551372026545,10790.625
2.702757257864295,10787.25
2.8028593785259353,9371.25
2.902961499187576,7475.375
3.0030636198492164,7661.25
3.1031657405108573,10790.625
3.2032678611724976,10692.625
3.303369981834138,10787.25
3.403472102495779,10787.25
3.503574223157419,10729.75
3.60367634381906,10763.625
3.7037784644807004,10503.375
3.8038805851423407,10260.3125
3.9039827058039815,5015.125
4.004084826465622,0.0
4.104186947127262,0.0
4.2042890677889035,0.0
4.304391188450544,0.0
4.404493309112184,0.0
4.504595429773825,0.0
4.604697550435465,0.0
4.704799671097106,0.0
4.804901791758747,0.0
4.905003912420387,0.0
5.005106033082027,0.0
5.105208153743668,0.0
5.205310274405309,0.0
5.305412395066949,0.0
5.40551451572859,0.0
5.50561663639023,0.0
5.6057187570518705,0.0
5.705820877713512,0.0
5.805922998375152,0.0
5.9060251190367925,967.875
6.006127239698433,9105.625
6.106229360360073,9246.0
6.2063314810217145,10781.625
6.306433601683355,10683.375
6.406535722344995,10598.0
6.506637843006636,10790.625
6.606739963668276,10787.25
6.706842084329917,10729.75
6.806944204991558,10787.25
6.907046325653198,10669.0
7.007148446314838,10787.25
7.107250566976479,10696.0
7.20735268763812,10787.25
7.30745480829976,10790.625
7.407556928961401,10787.25
7.507659049623041,10696.0
7.6077611702846815,10601.375
7.707863290946323,10976.5
7.807965411607963,10222.875
7.9080675322696035,10598.0
8.008169652931244,10812.0
8.108271773592884,10760.25
8.208373894254525,10799.625
8.308476014916165,10696.0
8.408578135577807,10787.25
8.508680256239447,10790.625
8.608782376901088,10787.25
8.708884497562728,10696.0
8.808986618224369,10808.375
8.909088738886009,7475.375
9.00919085954765,0.0
9.10929298020929,0.0
9.20939510087093,0.0
9.30949722153257,0.0
9.409599342194213,0.0
9.509701462855853,0.0
9.609803583517493,0.0
9.709905704179134,0.0
9.810007824840774,0.0
9.910109945502414,0.0
10.010212066164055,0.0
10.110314186825695,0.0
10.210416307487336,0.0
10.310518428148976,0.0
10.410620548810618,0.0
10.510722669472258,0.0
10.610824790133899,0.0
10.71092691079554,0.0
10.81102903145718,0.0
10.91113115211882,0.0
11.01123327278046,0.0
11.1113353934421,0.0
11.211437514103741,0.0
11.311539634765381,0.0
11.411641755427024,0.0
11.511743876088664,0.0
11.611845996750304,0.0
11.711948117411945,0.0
11.812050238073585,0.0
11.912152358735225,0.0
12.012254479396866,0.0
12.112356600058506,0.0
12.212458720720146,0.0
12.312560841381787,0.0
12.412662962043429,0.0
12.51276508270507,0.0
12.61286720336671,0.0
12.71296932402835,0.0
12.81307144468999,0.0
12.91317356535163,0.0
13.013275686013271,0.0
13.113377806674912,0.0
13.213479927336552,0.0
13.313582047998194,0.0
13.413684168659834,0.0
13.513786289321475,0.0
13.613888409983115,0.0
13.713990530644756,0.0
13.814092651306396,0.0
13.914194771968036,0.0
14.014296892629677,0.0
14.114399013291317,0.0
14.214501133952957,0.0
14.3146032546146,0.0
14.41470537527624,0.0
14.51480749593788,0.0
14.61490961659952,0.0
14.715011737261161,0.0
14.815113857922801,0.0
14.915215978584442,0.0
15.015318099246082,0.0
15.115420219907723,0.0
15.215522340569363,0.0
15.315624461231005,0.0
15.415726581892645,0.0
15.515828702554286,0.0
15.615930823215926,0.0
15.716032943877567,0.0
15.816135064539207,0.0
15.916237185200847,0.0
16.016339305862488,0.0
16.11644142652413,0.0
16.21654354718577,0.0
16.31664566784741,0.0
16.41674778850905,0.0
16.51684990917069,0.0
16.61695202983233,0.0
16.717054150493972,0.0
16.817156271155614,0.0
16.917258391817253,8916.4375
17.017360512478895,10787.25
17.117462633140534,10696.0
17.217564753802176,10787.25
17.317666874463814,10772.625
17.417768995125456,10059.8125
17.517871115787095,10787.25
17.617973236448737,10787.25
17.718075357110376,6529.125
17.818177477772018,4920.5
17.91827959843366,9462.5
18.0183817190953,10787.25
18.11848383975694,10696.0
18.21858596041858,10314.125
18.31868808108022,10030.25
18.41879020174186,10692.625
18.518892322403502,10787.25
18.61899444306514,10787.25
18.719096563726783,10692.625
18.819198684388425,10692.625
18.919300805050064,10790.625
19.019402925711706,9273.25
19.119505046373344,2829.75
19.219607167034987,9380.25
19.319709287696625,10787.25
19.419811408358267,10787.25
19.519913529019906,10790.625
19.620015649681548,10787.25
19.72011777034319,10696.0
19.82021989100483,10787.25
19.92032201166647,9749.75
20.02042413232811,10787.25
20.12052625298975,10692.625
20.22062837365139,10787.25
20.320730494313032,10790.625
20.42083261497467,10787.25
20.520934735636313,10692.625
20.621036856297952,10222.875
20.721138976959594,10598.0
20.821241097621236,10787.25
20.921343218282875,9939.0
21.021445338944517,10598.0
21.121547459606155,10790.625
21.221649580267798,10787.25
21.321751700929436,10696.0
21.42185382159108,10787.25
21.521955942252717,10787.25
21.62205806291436,10778.25
21.722160183576,10799.625
21.82226230423764,10692.625
21.922364424899282,10787.25
22.02246654556092,10790.625
22.122568666222563,10787.25
22.2226707868842,10696.0
22.322772907545843,10408.75
22.422875028207482,9651.75
22.522977148869124,10778.25
22.623079269530763,10717.375
22.723181390192405,6718.375
22.823283510854047,10024.625
22.923385631515686,10787.25
23.023487752177328,10696.0
23.123589872838966,10760.25
23.22369199350061,10781.625
23.323794114162247,10821.0
23.42389623482389,10717.375
23.523998355485528,10403.125
23.62410047614717,10672.375
23.724202596808812,10790.625
23.82430471747045,5488.25
23.924406838132093,0.0
24.02450895879373,0.0
24.124611079455374,3785.0
24.224713200117012,1230.125
24.324815320778654,0.0
24.424917441440293,0.0
24.525019562101935,0.0
24.625121682763574,0.0
24.725223803425216,5668.5
24.825325924086858,10799.625
24.925428044748497,10692.625
25.02553016541014,9844.375
25.125632286071777,10787.25
25.22573440673342,10769.25
25.325836527395058,10714.0
25.4259386480567,10787.25
25.52604076871834,10326.5
25.62614288937998,10778.25
25.726245010041623,4056.3125
25.82634713070326,0.0
25.926449251364904,0.0
26.026551372026542,0.0
26.126653492688185,0.0
26.226755613349823,4059.5625
26.326857734011465,0.0
26.426959854673104,0.0
26.527061975334746,0.0
26.62716409599639,0.0
26.727266216658027,0.0
26.82736833731967,4752.875
26.927470457981308,8327.0
27.02757257864295,94.625
27.12767469930459,0.0
27.22777681996623,2176.375
27.32787894062787,7289.5
27.42798106128951,1324.75
27.52808318195115,0.0
27.628185302612792,0.0
27.728287423274434,0.0
27.828389543936073,0.0
27.928491664597715,0.0
28.028593785259353,473.125
28.128695905920996,597.25
28.228798026582634,3217.25
28.328900147244276,10314.125
28.429002267905915,10787.25
28.529104388567557,10601.375
28.6292065092292,10787.25
28.729308629890838,10790.625
28.82941075055248,10787.25
28.92951287121412,10678.0
29.02961499187576,9957.0
29.1297171125374,9557.125
29.22981923319904,5769.625
29.32992135386068,7434.625
29.430023474522322,1419.375
29.53012559518396,0.0
29.630227715845603,0.0
29.730329836507245,0.0
29.830431957168884,0.0
29.930534077830526,0.0
30.030636198492164,0.0
30.130738319153807,0.0
30.230840439815445,0.0
30.330942560477087,0.0
30.431044681138726,0.0
30.531146801800368,0.0
30.63124892246201,0.0
30.73135104312365,1157.125
30.83145316378529,10808.875
30.93155528444693,10769.25
31.03165740510857,10769.0
31.13175952577021,10683.375
31.231861646431852,10787.25
31.33196376709349,10790.625
31.432065887755133,10799.625
31.53216800841677,10687.0
31.632270129078414,10769.25
31.732372249740056,10808.625
31.832474370401695,10783.875
31.932576491063337,9557.125
32.032678611724975,5677.5
32.132780732386614,0.0
32.23288285304826,0.0
32.3329849737099,0.0
32.43308709437154,0.0
32.53318921503318,0.0
32.63329133569482,0.0
32.73339345635646,0.0
32.8334955770181,0.0
32.933597697679744,0.0
33.03369981834138,0.0
33.13380193900302,0.0
33.23390405966466,0.0
33.334006180326305,0.0
33.434108300987944,0.0
33.53421042164958,0.0
33.63431254231123,3883.0
33.73441466297287,10787.25
33.834516783634506,10692.625
33.934618904296144,4825.875
34.03472102495779,7380.75
34.13482314561943,10696.0
34.23492526628107,10787.25
34.335027386942706,10790.625
34.43512950760435,10790.625
34.53523162826599,10787.25
34.63533374892763,10692.625
34.735435869589274,10583.375
34.83553799025091,10714.0
34.93564011091255,10787.25
35.03574223157419,369.875
35.135844352235836,0.0
35.235946472897474,0.0
35.33604859355911,0.0
35.43615071422075,0.0
35.5362528348824,4851.0625
35.636354955544036,0.0
35.736457076205674,0.0
35.83655919686732,0.0
35.93666131752896,0.0
36.0367634381906,0.0
36.136865558852236,0.0
36.23696767951388,0.0
36.33706980017552,0.0
36.43717192083716,0.0
36.537274041498804,0.0
36.63737616216044,0.0
36.73747828282208,0.0
36.83758040348372,0.0
36.937682524145366,0.0
37.037784644807004,0.0
37.13788676546864,0.0
37.23798888613028,0.0
37.33809100679193,0.0
37.438193127453566,0.0
37.538295248115205,0.0
37.63839736877685,0.0
37.73849948943849,0.0
37.83860161010013,0.0
37.938703730761766,0.0
38.03880585142341,0.0
38.13890797208505,0.0
38.23901009274669,0.0
38.33911221340833,0.0
38.43921433406997,0.0
38.53931645473161,0.0
38.63941857539325,0.0
38.739520696054896,0.0
38.839622816716535,0.0
38.93972493737817,0.0
39.03982705803981,0.0
39.13992917870146,941.625
39.240031299363096,9462.5
39.340133420024735,2930.0
39.44023554068638,8705.5
39.54033766134802,10790.625
39.64043978200966,10787.25
39.740541902671296,9557.125
39.84064402333294,10601.375
39.94074614399458,10790.625
40.04084826465622,10787.25
40.14095038531786,10790.625
40.2410525059795,10692.625
40.34115462664114,10790.625
40.44125674730278,10787.25
40.541358867964426,10790.625
40.641460988626065,10696.0
40.7415631092877,10787.25
40.84166522994934,10790.625
40.94176735061099,5661.25
41.041869471272626,0.0
41.141971591934265,2103.125
41.242073712595904,1214.4375
41.34217583325755,0.0
41.44227795391919,0.0
41.54238007458083,0.0
41.64248219524247,0.0
41.74258431590411,0.0
41.84268643656575,0.0
41.94278855722739,0.0
42.042890677889034,0.0
42.14299279855067,0.0
42.24309491921231,0.0
42.34319703987395,0.0
42.443299160535595,0.0
42.543401281197234,0.0
42.64350340185887,0.0
42.74360552252052,0.0
42.84370764318216,0.0
42.943809763843795,0.0
43.043911884505434,0.0
43.14401400516708,0.0
43.24411612582872,0.0
43.34421824649036,0.0
43.444320367152,0.0
43.54442248781364,10330.125
43.64452460847528,10692.625
43.74462672913692,10781.625
43.844728849798564,10778.0
43.9448309704602,10787.25
44.04493309112184,10729.75
44.14503521178348,10769.25
44.245137332445125,10778.25
44.345239453106764,10790.625
44.4453415737684,10787.25
44.54544369443005,10683.625
