Time,Throughput_kbps
0,7603.75
0.100071111,10913.125
0.200142221,10787.25
0.300213332,10692.625
0.400284442,10787.25
0.500355553,10790.625
0.600426664,10124.875
0.700497774,10790.625
0.800568885,10787.25
0.900639995,10781.625
1.000711106,10787.25
1.100782217,10717.375
1.200853327,10769.25
1.300924438,10799.625
1.400995548,10696
1.501066659,10787.25
1.601137769,10790.625
1.70120888,10787.25
1.801279991,10696
1.901351101,10787.25
2.001422212,10790.625
2.101493322,10790.625
2.201564433,10601.375
2.301635544,10281.5
2.401706654,11355
2.501777765,10781.625
2.601848875,10787.25
2.701919986,10741
2.801991097,10790.625
2.902062207,10787.25
3.002133318,8110.3125
3.102204428,9552.5625
3.202275539,9948
3.30234665,11089.375
3.40241776,10790.625
3.502488871,10787.25
3.602559981,10772.625
3.702631092,10692.625
3.802702203,10808.625
3.902773313,10790.625
4.002844424,10787.25
4.102915534,10692.625
4.202986645,10812
4.303057756,10692.625
4.403128866,10769.25
4.503199977,10778.25
4.603271087,10799.625
4.703342198,10790.625
4.803413308,10692.625
4.903484419,10790.625
5.00355553,10787.25
5.10362664,10790.625
5.203697751,10696
5.303768861,10787.25
5.403839972,10787.25
5.503911083,10790.625
5.603982193,10787.25
5.704053304,10696
5.804124414,10769.25
5.904195525,10799.625
6.004266636,10787.25
6.104337746,10705
6.204408857,9548.125
6.304479967,10705
6.404551078,10790.625
6.504622189,10787.25
6.604693299,10790.625
6.70476441,10598
6.80483552,10787.25
6.904906631,10787.25
7.004977742,10790.625
7.105048852,10787.25
7.205119963,10787.25
7.305191073,10696
7.405262184,10787.25
7.505333295,10790.625
7.605404405,10787.25
7.705475516,10754.625
7.805546626,10533.75
7.905617737,10988.875
8.005688847,10787.25
8.105759958,10692.625
8.205831069,10717.375
8.305902179,10881.875
8.40597329,10772.625
8.5060444,10696
8.606115511,10845.875
8.706186622,10687
8.806257732,10787.25
8.906328843,10741
9.006399953,10778.25
9.106471064,10799.625
9.206542175,10787.25
9.306613285,10692.625
9.406684396,10790.625
9.506755506,10787.25
9.606826617,10787.25
9.706897728,10787.25
9.806968838,10692.625
9.907039949,10506.75
10.00711106,10787.25
10.10718217,10787.25
10.20725328,10696
10.30732439,10408.75
10.4073955,10790.625
10.50746661,10787.25
10.60753772,10781.625
10.70760883,10787.25
10.80767994,10705
10.90775105,6091.6875
11.00782217,10692.625
11.10789328,10836.625
11.20796439,8040.125
11.3080355,9956.0625
11.40810661,10798.625
11.50817772,9939
11.60824883,10769.1875
11.70831994,10765.9375
11.80839105,10745.5
11.90846216,7990.9375
12.00853327,7990.9375
12.10860438,189.25
12.20867549,8537.875
12.3087466,10598
12.40881771,10976.5
12.50888882,10799.625
12.60895993,10687
12.70903105,10787.25
12.80910216,10790.625
12.90917327,10723
13.00924438,10760.25
13.10931549,10778.25
13.2093866,10781.625
13.30945771,10541.9375
13.40952882,8727
13.50959993,10194.9375
13.60967104,10787.25
13.70974215,10692.625
13.80981326,10790.625
13.90988437,10787.25
14.00995548,10790.625
14.11002659,10692.625
14.2100977,10842.375
14.31016881,10733.25
14.41023993,10799.625
14.51031104,10696
14.61038215,10787.25
14.71045326,10790.625
14.81052437,10787.25
14.91059548,10696
15.01066659,10769.25
15.1107377,10808.625
15.21080881,10787.25
15.31087992,10696
15.41095103,10790.625
15.51102214,10692.625
15.61109325,10885.25
15.71116436,10787.25
15.81123547,10696
15.91130658,10787.25
16.01137769,10790.625
16.11144881,10692.625
16.21151992,10778.25
16.31159103,10787.25
16.41166214,10799.625
16.51173325,10787.25
16.61180436,8533.4375
16.71187547,10781.625
16.81194658,10769
16.91201769,10787.25
17.0120888,10787.25
17.11215991,10787.25
17.21223102,10595.75
17.31230213,10881.875
17.41237324,10799.625
17.51244435,10769.25
17.61251546,10714
17.71258658,10787.25
17.81265769,10790.625
17.9127288,10714
18.01279991,10772.625
18.11287102,10760.25
18.21294213,8907.8125
18.31301324,10733.5
18.41308435,10799
18.51315546,10790.625
18.61322657,10692.625
18.71329768,10787.25
18.81336879,10787.25
18.9134399,10790.625
19.01351101,10692.625
19.11358212,10790.625
19.21365323,10790.625
19.31372434,10787.25
19.41379546,10696
19.51386657,10787.25
19.61393768,10790.625
19.71400879,10799.625
19.8140799,10683.625
19.91415101,10790.625
20.01422212,10790.625
20.11429323,10787.25
20.21436434,10696
20.31443545,10787.25
20.41450656,10790.625
20.51457767,10790.625
20.61464878,10692.625
20.71471989,10790.625
20.814791,10787.25
20.91486211,10790.625
21.01493322,10787.25
21.11500434,10696
21.21507545,10799.625
21.31514656,10781.625
21.41521767,10692.625
21.51528878,10790.625
21.61535989,10787.25
21.715431,10754.625
21.81550211,10732
21.91557322,10787.25
22.01564433,10790.625
22.11571544,10769.25
22.21578655,8771.1875
22.31585766,9316.5
22.41592877,10760
22.51599988,10769
22.61607099,10787.25
22.7161421,10787.25
22.81621322,10790.625
22.91628433,10674.625
23.01635544,10839
23.11642655,10760.25
23.21649766,10787.25
23.31656877,10696
23.41663988,10787.25
23.51671099,10812
23.6167821,10760.25
23.71685321,10717.375
23.81692432,10769.25
23.91699543,10799.625
