Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 23:09:36,6.695,1904,0.8,0.8,0,0.03 | 0.03 | 0.04,0.02 | 0.29 | 0.59,3.38 | 6.80 | 100.00
2024-04-10 23:09:47,20.6,3886,1,1,0,0.03 | 0.03 | 0.03,0.69 | 1.26 | 1.79,1.12 | 1.58 | 2.89
2024-04-10 23:09:47,19.803,3886,1,1,0,0.03 | 0.03 | 0.03,0.69 | 1.26 | 1.79,1.12 | 1.58 | 2.89
2024-04-10 23:09:48,19.803,3886,1,1,0,0.03 | 0.03 | 0.03,0.69 | 1.26 | 1.79,1.12 | 1.58 | 2.89
2024-04-10 23:09:48,20.725,3886,1,1,0,0.03 | 0.03 | 0.03,0.69 | 1.42 | 1.79,1.12 | 1.41 | 2.89
2024-04-10 23:09:49,20.725,3886,1,1,0,0.03 | 0.03 | 0.03,0.69 | 1.42 | 1.79,1.12 | 1.41 | 2.89
2024-04-10 23:09:49,21.658,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.50 | 1.79,1.12 | 1.33 | 1.99
2024-04-10 23:09:50,21.658,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.50 | 1.79,1.12 | 1.33 | 1.99
2024-04-10 23:09:50,20.605,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.50 | 1.79,1.12 | 1.33 | 1.99
2024-04-10 23:09:51,20.605,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.50 | 1.79,1.12 | 1.33 | 1.99
2024-04-10 23:09:51,21.735,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.59 | 1.96,1.02 | 1.26 | 1.99
2024-04-10 23:09:52,21.735,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.59 | 1.96,1.02 | 1.26 | 1.99
2024-04-10 23:09:52,20.742,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.59 | 1.96,1.02 | 1.26 | 1.99
2024-04-10 23:09:53,20.742,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.59 | 1.96,1.02 | 1.26 | 1.99
2024-04-10 23:09:53,21.571,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.64 | 1.97,1.01 | 1.22 | 1.99
2024-04-10 23:09:54,21.571,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.64 | 1.97,1.01 | 1.22 | 1.99
2024-04-10 23:09:54,20.62,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.64 | 1.97,1.01 | 1.22 | 1.99
2024-04-10 23:09:55,20.62,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.64 | 1.97,1.01 | 1.22 | 1.99
2024-04-10 23:09:55,21.557,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.67 | 1.97,1.01 | 1.20 | 1.99
2024-04-10 23:09:56,21.557,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.67 | 1.97,1.01 | 1.20 | 1.99
2024-04-10 23:09:56,22.662,3886,1,1,0,0.03 | 0.03 | 0.03,1.44 | 1.78 | 1.97,1.01 | 1.12 | 1.39
2024-04-10 23:09:57,22.662,3886,1,1,0,0.03 | 0.03 | 0.03,1.44 | 1.78 | 1.97,1.01 | 1.12 | 1.39
2024-04-10 23:09:57,23.579,3886,1,1,0,0.03 | 0.03 | 0.03,1.22 | 1.59 | 1.97,1.01 | 1.26 | 1.64
2024-04-10 23:09:58,23.579,3886,1,1,0,0.03 | 0.03 | 0.03,1.22 | 1.59 | 1.97,1.01 | 1.26 | 1.64
2024-04-10 23:09:58,24.632,3886,1,1,0,0.03 | 0.03 | 0.03,0.98 | 1.35 | 1.74,1.15 | 1.49 | 2.04
2024-04-10 23:09:59,24.632,3886,1,1,0,0.03 | 0.03 | 0.03,0.98 | 1.35 | 1.74,1.15 | 1.49 | 2.04
2024-04-10 23:09:59,25.565,3886,1,1,0,0.03 | 0.03 | 0.04,0.98 | 1.18 | 1.44,1.39 | 1.69 | 2.04
2024-04-10 23:10:00,25.565,3886,1,1,0,0.03 | 0.03 | 0.04,0.98 | 1.18 | 1.44,1.39 | 1.69 | 2.04
2024-04-10 23:10:00,26.695,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.95 | 1.22,1.64 | 2.10 | 3.80
2024-04-10 23:10:01,26.695,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.95 | 1.22,1.64 | 2.10 | 3.80
2024-04-10 23:10:01,29.59,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.75 | 1.08,1.84 | 2.65 | 3.80
2024-04-10 23:10:02,29.59,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.75 | 1.08,1.84 | 2.65 | 3.80
2024-04-10 23:10:02,30.596,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.72 | 0.94,2.12 | 2.78 | 3.80
2024-04-10 23:10:03,30.596,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.72 | 0.94,2.12 | 2.78 | 3.80
2024-04-10 23:10:03,29.586,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.72 | 0.94,2.12 | 2.78 | 3.80
2024-04-10 23:10:04,29.586,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.72 | 0.94,2.12 | 2.78 | 3.80
2024-04-10 23:10:04,28.783,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.72 | 0.94,2.12 | 2.78 | 3.80
2024-04-10 23:10:05,28.783,3886,1,1,0,0.03 | 0.03 | 0.04,0.53 | 0.72 | 0.94,2.12 | 2.78 | 3.80
2024-04-10 23:10:05,29.715,3886,1,1,0,0.03 | 0.03 | 0.04,0.62 | 0.85 | 1.05,1.91 | 2.36 | 3.21
2024-04-10 23:10:06,29.715,3886,1,1,0,0.03 | 0.03 | 0.04,0.62 | 0.85 | 1.05,1.91 | 2.36 | 3.21
2024-04-10 23:10:06,28.668,3886,1,1,0,0.03 | 0.03 | 0.04,0.62 | 0.85 | 1.05,1.91 | 2.36 | 3.21
2024-04-10 23:10:07,28.668,3886,1,1,0,0.03 | 0.03 | 0.04,0.62 | 0.85 | 1.05,1.91 | 2.36 | 3.21
2024-04-10 23:10:07,29.605,3886,1,1,0,0.03 | 0.03 | 0.04,0.78 | 0.97 | 1.11,1.81 | 2.06 | 2.56
2024-04-10 23:10:08,29.605,3886,1,1,0,0.03 | 0.03 | 0.04,0.78 | 0.97 | 1.11,1.81 | 2.06 | 2.56
2024-04-10 23:10:08,30.744,3886,1,1,0,0.03 | 0.03 | 0.04,0.94 | 1.02 | 1.11,1.81 | 1.97 | 2.12
2024-04-10 23:10:09,30.744,3886,1,1,0,0.03 | 0.03 | 0.04,0.94 | 1.02 | 1.11,1.81 | 1.97 | 2.12
2024-04-10 23:10:09,29.75,3886,1,1,0,0.03 | 0.03 | 0.04,0.94 | 1.02 | 1.11,1.81 | 1.97 | 2.12
2024-04-10 23:10:10,29.75,3886,1,1,0,0.03 | 0.03 | 0.04,0.94 | 1.02 | 1.11,1.81 | 1.97 | 2.12
2024-04-10 23:10:10,28.689,3886,1,1,0,0.03 | 0.03 | 0.04,0.94 | 1.02 | 1.11,1.81 | 1.97 | 2.12
2024-04-10 23:10:11,28.689,3886,1,1,0,0.03 | 0.03 | 0.04,0.94 | 1.02 | 1.11,1.81 | 1.97 | 2.12
2024-04-10 23:10:11,29.611,3886,1,1,0,0.03 | 0.03 | 0.03,0.96 | 1.02 | 1.11,1.81 | 1.95 | 2.07
2024-04-10 23:10:12,29.611,3886,1,1,0,0.03 | 0.03 | 0.03,0.96 | 1.02 | 1.11,1.81 | 1.95 | 2.07
2024-04-10 23:10:12,30.559,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.96 | 1.11,1.81 | 2.08 | 2.51
2024-04-10 23:10:13,30.559,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.96 | 1.11,1.81 | 2.08 | 2.51
2024-04-10 23:10:13,29.766,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.96 | 1.11,1.81 | 2.08 | 2.51
2024-04-10 23:10:14,29.766,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.96 | 1.11,1.81 | 2.08 | 2.51
2024-04-10 23:10:14,30.563,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.88 | 0.98,2.04 | 2.26 | 2.51
2024-04-10 23:10:15,30.563,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.88 | 0.98,2.04 | 2.26 | 2.51
2024-04-10 23:10:15,29.623,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.88 | 0.98,2.04 | 2.26 | 2.51
2024-04-10 23:10:16,29.623,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.88 | 0.98,2.04 | 2.26 | 2.51
2024-04-10 23:10:16,30.569,3886,1,1,0,0.03 | 0.03 | 0.03,0.57 | 0.79 | 0.98,2.04 | 2.54 | 3.49
2024-04-10 23:10:17,30.569,3886,1,1,0,0.03 | 0.03 | 0.03,0.57 | 0.79 | 0.98,2.04 | 2.54 | 3.49
2024-04-10 23:10:17,29.772,3886,1,1,0,0.03 | 0.03 | 0.03,0.57 | 0.79 | 0.98,2.04 | 2.54 | 3.49
2024-04-10 23:10:18,29.772,3886,1,1,0,0.03 | 0.03 | 0.03,0.57 | 0.79 | 0.98,2.04 | 2.54 | 3.49
2024-04-10 23:10:18,30.705,3886,1,1,0,0.03 | 0.03 | 0.03,0.57 | 0.70 | 0.80,2.51 | 2.88 | 3.49
2024-04-10 23:10:19,30.705,3886,1,1,0,0.03 | 0.03 | 0.03,0.57 | 0.70 | 0.80,2.51 | 2.88 | 3.49
2024-04-10 23:10:19,29.651,3886,1,1,0,0.03 | 0.03 | 0.03,0.57 | 0.70 | 0.80,2.51 | 2.88 | 3.49
2024-04-10 23:10:20,29.651,3886,1,1,0,0.03 | 0.03 | 0.03,0.57 | 0.70 | 0.80,2.51 | 2.88 | 3.49
2024-04-10 23:10:20,30.583,3886,1,1,0,0.03 | 0.03 | 0.04,0.50 | 0.62 | 0.80,2.51 | 3.22 | 4.02
2024-04-10 23:10:21,30.583,3886,1,1,0,0.03 | 0.03 | 0.04,0.50 | 0.62 | 0.80,2.51 | 3.22 | 4.02
2024-04-10 23:10:21,29.787,3886,1,1,0,0.03 | 0.03 | 0.04,0.50 | 0.62 | 0.80,2.51 | 3.22 | 4.02
2024-04-10 23:10:22,29.787,3886,1,1,0,0.03 | 0.03 | 0.04,0.50 | 0.62 | 0.80,2.51 | 3.22 | 4.02
2024-04-10 23:10:22,30.718,3886,1,1,0,0.03 | 0.03 | 0.04,0.50 | 0.58 | 0.62,3.21 | 3.47 | 4.02
2024-04-10 23:10:23,30.718,3886,1,1,0,0.03 | 0.03 | 0.04,0.50 | 0.58 | 0.62,3.21 | 3.47 | 4.02
2024-04-10 23:10:23,29.665,3886,1,1,0,0.03 | 0.03 | 0.04,0.50 | 0.58 | 0.62,3.21 | 3.47 | 4.02
2024-04-10 23:10:24,29.665,3886,1,1,0,0.03 | 0.03 | 0.04,0.50 | 0.58 | 0.62,3.21 | 3.47 | 4.02
2024-04-10 23:10:24,30.598,3886,1,1,0,0.03 | 0.04 | 0.04,0.50 | 0.60 | 0.66,3.03 | 3.34 | 4.02
2024-04-10 23:10:25,30.598,3886,1,1,0,0.03 | 0.04 | 0.04,0.50 | 0.60 | 0.66,3.03 | 3.34 | 4.02
2024-04-10 23:10:25,29.806,3886,1,1,0,0.03 | 0.04 | 0.04,0.50 | 0.60 | 0.66,3.03 | 3.34 | 4.02
2024-04-10 23:10:26,29.806,3886,1,1,0,0.03 | 0.04 | 0.04,0.50 | 0.60 | 0.66,3.03 | 3.34 | 4.02
2024-04-10 23:10:26,30.704,3886,1,1,0,0.03 | 0.04 | 0.04,0.50 | 0.71 | 1.06,1.89 | 2.82 | 4.02
2024-04-10 23:10:27,30.704,3886,1,1,0,0.03 | 0.04 | 0.04,0.50 | 0.71 | 1.06,1.89 | 2.82 | 4.02
2024-04-10 23:10:27,29.683,3886,1,1,0,0.03 | 0.04 | 0.04,0.50 | 0.71 | 1.06,1.89 | 2.82 | 4.02
2024-04-10 23:10:28,29.683,3886,1,1,0,0.03 | 0.04 | 0.04,0.50 | 0.71 | 1.06,1.89 | 2.82 | 4.02
2024-04-10 23:10:28,30.627,3886,1,1,0,0.03 | 0.03 | 0.04,0.62 | 0.81 | 1.06,1.89 | 2.46 | 3.21
2024-04-10 23:10:29,30.627,3886,1,1,0,0.03 | 0.03 | 0.04,0.62 | 0.81 | 1.06,1.89 | 2.46 | 3.21
2024-04-10 23:10:29,29.559,3886,1,1,0,0.03 | 0.03 | 0.04,0.62 | 0.81 | 1.06,1.89 | 2.46 | 3.21
2024-04-10 23:10:30,29.559,3886,1,1,0,0.03 | 0.03 | 0.04,0.62 | 0.81 | 1.06,1.89 | 2.46 | 3.21
2024-04-10 23:10:30,30.702,3886,1,1,0,0.03 | 0.03 | 0.04,0.66 | 0.91 | 1.06,1.89 | 2.21 | 3.03
2024-04-10 23:10:31,30.702,3886,1,1,0,0.03 | 0.03 | 0.04,0.66 | 0.91 | 1.06,1.89 | 2.21 | 3.03
2024-04-10 23:10:31,29.691,3886,1,1,0,0.03 | 0.03 | 0.04,0.66 | 0.91 | 1.06,1.89 | 2.21 | 3.03
2024-04-10 23:10:32,29.691,3886,1,1,0,0.03 | 0.03 | 0.04,0.66 | 0.91 | 1.06,1.89 | 2.21 | 3.03
2024-04-10 23:10:32,28.637,3886,1,1,0,0.03 | 0.03 | 0.04,0.66 | 0.91 | 1.06,1.89 | 2.21 | 3.03
2024-04-10 23:10:33,28.637,3886,1,1,0,0.03 | 0.03 | 0.04,0.66 | 0.91 | 1.06,1.89 | 2.21 | 3.03
2024-04-10 23:10:33,29.572,3886,1,1,0,0.03 | 0.03 | 0.03,0.91 | 1.02 | 1.11,1.80 | 1.97 | 2.20
2024-04-10 23:10:34,29.572,3886,1,1,0,0.03 | 0.03 | 0.03,0.91 | 1.02 | 1.11,1.80 | 1.97 | 2.20
2024-04-10 23:10:34,30.569,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.95 | 1.11,1.80 | 2.10 | 2.49
2024-04-10 23:10:35,30.569,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.95 | 1.11,1.80 | 2.10 | 2.49
2024-04-10 23:10:35,29.713,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.95 | 1.11,1.80 | 2.10 | 2.49
2024-04-10 23:10:36,29.713,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.95 | 1.11,1.80 | 2.10 | 2.49
2024-04-10 23:10:36,28.65,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.95 | 1.11,1.80 | 2.10 | 2.49
2024-04-10 23:10:37,28.65,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 0.95 | 1.11,1.80 | 2.10 | 2.49
2024-04-10 23:10:37,29.593,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 1.01 | 1.12,1.79 | 1.99 | 2.49
2024-04-10 23:10:38,29.593,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 1.01 | 1.12,1.79 | 1.99 | 2.49
2024-04-10 23:10:38,28.791,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 1.01 | 1.12,1.79 | 1.99 | 2.49
2024-04-10 23:10:39,28.791,3886,1,1,0,0.03 | 0.03 | 0.03,0.80 | 1.01 | 1.12,1.79 | 1.99 | 2.49
2024-04-10 23:10:39,29.728,3886,1,1,0,0.03 | 0.03 | 0.04,0.80 | 1.01 | 1.12,1.79 | 1.97 | 2.49
2024-04-10 23:10:40,29.728,3886,1,1,0,0.03 | 0.03 | 0.04,0.80 | 1.01 | 1.12,1.79 | 1.97 | 2.49
2024-04-10 23:10:40,30.659,3886,1,1,0,0.03 | 0.03 | 0.04,0.80 | 0.97 | 1.12,1.79 | 2.05 | 2.49
2024-04-10 23:10:41,30.659,3886,1,1,0,0.03 | 0.03 | 0.04,0.80 | 0.97 | 1.12,1.79 | 2.05 | 2.49
2024-04-10 23:10:41,29.602,3886,1,1,0,0.03 | 0.03 | 0.04,0.80 | 0.97 | 1.12,1.79 | 2.05 | 2.49
2024-04-10 23:10:42,29.602,3886,1,1,0,0.03 | 0.03 | 0.04,0.80 | 0.97 | 1.12,1.79 | 2.05 | 2.49
2024-04-10 23:10:42,28.808,3886,1,1,0,0.03 | 0.03 | 0.04,0.80 | 0.97 | 1.12,1.79 | 2.05 | 2.49
2024-04-10 23:10:43,28.808,3886,1,1,0,0.03 | 0.03 | 0.04,0.80 | 0.97 | 1.12,1.79 | 2.05 | 2.49
2024-04-10 23:10:43,29.747,3886,1,1,0,0.03 | 0.03 | 0.04,0.95 | 1.04 | 1.12,1.79 | 1.93 | 2.11
2024-04-10 23:10:44,29.747,3886,1,1,0,0.03 | 0.03 | 0.04,0.95 | 1.04 | 1.12,1.79 | 1.93 | 2.11
2024-04-10 23:10:44,28.561,3886,1,1,0,0.03 | 0.03 | 0.04,0.95 | 1.04 | 1.12,1.79 | 1.93 | 2.11
