Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 22:52:14,6.698,3886,1,0.8,0,0.03 | 0.03 | 0.04,0.10 | 0.40 | 0.75,2.67 | 5.01 | 19.80
2024-04-10 22:52:14,6.698,3886,1,0.4,0,0.03 | 0.03 | 0.04,0.10 | 0.40 | 0.75,2.67 | 5.01 | 19.80
2024-04-10 22:52:15,9.632,3886,1,0.4,0,0.03 | 0.03 | 0.04,0.43 | 0.56 | 0.75,2.67 | 3.60 | 4.62
2024-04-10 22:52:15,9.632,3886,1,0.4,0,0.03 | 0.03 | 0.04,0.43 | 0.56 | 0.75,2.67 | 3.60 | 4.62
2024-04-10 22:52:16,12.574,3886,1,0.4,0,0.03 | 0.04 | 0.04,0.43 | 0.48 | 0.58,3.45 | 4.16 | 4.64
2024-04-10 22:52:16,12.574,3886,1,0.4,0,0.03 | 0.04 | 0.04,0.43 | 0.48 | 0.58,3.45 | 4.16 | 4.64
2024-04-10 22:52:17,13.638,3886,1,1,0,0.03 | 0.04 | 0.04,0.43 | 0.50 | 0.58,3.45 | 4.01 | 4.64
2024-04-10 22:52:17,13.638,3886,1,1,0,0.03 | 0.04 | 0.04,0.43 | 0.50 | 0.58,3.45 | 4.01 | 4.64
2024-04-10 22:52:18,16.718,3886,1,1,0,0.03 | 0.03 | 0.04,0.49 | 0.55 | 0.64,3.15 | 3.62 | 4.09
2024-04-10 22:52:18,16.718,3886,1,1,0,0.03 | 0.03 | 0.04,0.49 | 0.55 | 0.64,3.15 | 3.62 | 4.09
2024-04-10 22:52:19,19.65,3886,1,1,0,0.03 | 0.03 | 0.03,0.46 | 0.58 | 0.74,2.71 | 3.45 | 4.39
2024-04-10 22:52:19,19.65,3886,1,1,0,0.03 | 0.03 | 0.03,0.46 | 0.58 | 0.74,2.71 | 3.45 | 4.39
2024-04-10 22:52:20,20.584,3886,1,1,0,0.03 | 0.03 | 0.04,0.46 | 0.56 | 0.74,2.71 | 3.55 | 4.39
2024-04-10 22:52:20,20.584,3886,1,1,0,0.03 | 0.03 | 0.04,0.46 | 0.56 | 0.74,2.71 | 3.55 | 4.39
2024-04-10 22:52:21,21.63,3886,1,1,0,0.03 | 0.03 | 0.04,0.46 | 0.73 | 1.14,1.75 | 2.75 | 4.39
2024-04-10 22:52:21,21.63,3886,1,1,0,0.03 | 0.03 | 0.04,0.46 | 0.73 | 1.14,1.75 | 2.75 | 4.39
2024-04-10 22:52:22,22.732,3886,1,1,0,0.03 | 0.04 | 0.04,0.57 | 0.87 | 1.14,1.75 | 2.31 | 3.48
2024-04-10 22:52:22,22.732,3886,1,1,0,0.03 | 0.04 | 0.04,0.57 | 0.87 | 1.14,1.75 | 2.31 | 3.48
2024-04-10 22:52:23,23.668,3886,1,1,0,0.03 | 0.04 | 0.04,0.57 | 0.95 | 1.14,1.75 | 2.10 | 3.48
2024-04-10 22:52:23,23.668,3886,1,1,0,0.03 | 0.04 | 0.04,0.57 | 0.95 | 1.14,1.75 | 2.10 | 3.48
2024-04-10 22:52:24,24.606,3886,1,1,0,0.03 | 0.03 | 0.04,0.93 | 1.04 | 1.14,1.75 | 1.92 | 2.14
2024-04-10 22:52:24,24.606,3886,1,1,0,0.03 | 0.03 | 0.04,0.93 | 1.04 | 1.14,1.75 | 1.92 | 2.14
2024-04-10 22:52:25,25.649,3886,1,1,0,0.03 | 0.03 | 0.04,0.93 | 1.03 | 1.08,1.85 | 1.95 | 2.14
2024-04-10 22:52:25,25.649,3886,1,1,0,0.03 | 0.03 | 0.04,0.93 | 1.03 | 1.08,1.85 | 1.95 | 2.14
2024-04-10 22:52:26,24.593,3886,1,1,0,0.03 | 0.03 | 0.04,0.93 | 1.03 | 1.08,1.85 | 1.95 | 2.14
2024-04-10 22:52:26,24.593,3886,1,1,0,0.03 | 0.03 | 0.04,0.93 | 1.03 | 1.08,1.85 | 1.95 | 2.14
2024-04-10 22:52:27,25.688,3886,1,1,0,0.03 | 0.03 | 0.04,0.93 | 1.18 | 1.64,1.22 | 1.69 | 2.14
2024-04-10 22:52:27,25.688,3886,1,1,0,0.03 | 0.03 | 0.04,0.93 | 1.18 | 1.64,1.22 | 1.69 | 2.14
