Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 23:14:55,1.701,1904,1,1,0,0.04 | 0.04 | 0.04,0.52 | 0.52 | 0.52,3.87 | 3.87 | 3.87
2024-04-10 23:14:56,4.69,3886,1,1,0,0.04 | 0.04 | 0.05,0.52 | 0.61 | 0.74,2.71 | 3.27 | 3.87
2024-04-10 23:14:56,4.69,3886,1,1,0,0.04 | 0.04 | 0.05,0.52 | 0.61 | 0.74,2.71 | 3.27 | 3.87
2024-04-10 23:14:57,5.731,3886,1,1,0,0.03 | 0.04 | 0.05,0.52 | 0.63 | 0.74,2.71 | 3.19 | 3.87
2024-04-10 23:14:57,5.731,3886,1,1,0,0.03 | 0.04 | 0.05,0.52 | 0.63 | 0.74,2.71 | 3.19 | 3.87
2024-04-10 23:14:58,6.665,3886,1,1,0,0.03 | 0.03 | 0.05,0.58 | 0.69 | 0.76,2.64 | 2.91 | 3.46
2024-04-10 23:14:58,6.665,3886,1,1,0,0.03 | 0.03 | 0.05,0.58 | 0.69 | 0.76,2.64 | 2.91 | 3.46
2024-04-10 23:14:59,9.747,3886,1,1,0,0.03 | 0.03 | 0.04,0.59 | 0.66 | 0.76,2.64 | 3.05 | 3.37
2024-04-10 23:14:59,9.747,3886,1,1,0,0.03 | 0.03 | 0.04,0.59 | 0.66 | 0.76,2.64 | 3.05 | 3.37
2024-04-10 23:15:00,10.801,3886,1,1,0,0.03 | 0.03 | 0.04,0.59 | 0.70 | 0.84,2.38 | 2.87 | 3.37
2024-04-10 23:15:00,10.801,3886,1,1,0,0.03 | 0.03 | 0.04,0.59 | 0.70 | 0.84,2.38 | 2.87 | 3.37
2024-04-10 23:15:01,11.741,3886,1,1,0,0.03 | 0.03 | 0.04,0.59 | 0.71 | 0.84,2.38 | 2.82 | 3.37
2024-04-10 23:15:01,11.741,3886,1,1,0,0.03 | 0.03 | 0.04,0.59 | 0.71 | 0.84,2.38 | 2.82 | 3.37
2024-04-10 23:15:02,14.685,3886,1,1,0,0.03 | 0.03 | 0.04,0.65 | 0.74 | 0.84,2.38 | 2.72 | 3.08
2024-04-10 23:15:02,14.685,3886,1,1,0,0.03 | 0.03 | 0.04,0.65 | 0.74 | 0.84,2.38 | 2.72 | 3.08
2024-04-10 23:15:03,15.886,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.64 | 0.80,2.49 | 3.13 | 4.45
2024-04-10 23:15:03,15.886,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.64 | 0.80,2.49 | 3.13 | 4.45
2024-04-10 23:15:04,18.674,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.66 | 0.83,2.42 | 3.05 | 4.45
2024-04-10 23:15:04,18.674,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.66 | 0.83,2.42 | 3.05 | 4.45
2024-04-10 23:15:05,17.767,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.66 | 0.83,2.42 | 3.05 | 4.45
2024-04-10 23:15:05,17.767,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.66 | 0.83,2.42 | 3.05 | 4.45
2024-04-10 23:15:06,18.707,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.89 | 1.58,1.27 | 2.25 | 4.45
2024-04-10 23:15:06,18.707,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.89 | 1.58,1.27 | 2.25 | 4.45
2024-04-10 23:15:07,17.903,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.89 | 1.58,1.27 | 2.25 | 4.45
2024-04-10 23:15:07,17.903,3886,1,1,0,0.03 | 0.03 | 0.04,0.45 | 0.89 | 1.58,1.27 | 2.25 | 4.45
2024-04-10 23:15:08,18.845,3886,1,1,0,0.03 | 0.03 | 0.04,0.70 | 1.17 | 1.58,1.27 | 1.71 | 2.86
