Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 23:02:25,6.707,1904,1,0.8,0,0.03 | 0.03 | 0.03,0.09 | 0.35 | 0.57,3.48 | 5.68 | 22.22
2024-04-10 23:02:25,9.643,1093,1,0.2,0,0.03 | 0.03 | 0.03,0.52 | 0.55 | 0.57,3.48 | 3.62 | 3.83
2024-04-10 23:02:26,9.643,1904,1,0.2,0,0.03 | 0.03 | 0.03,0.52 | 0.55 | 0.57,3.48 | 3.62 | 3.83
2024-04-10 23:02:26,10.573,3886,1,0.2,0,0.03 | 0.03 | 0.03,0.52 | 0.55 | 0.57,3.49 | 3.64 | 3.83
2024-04-10 23:02:27,10.573,3886,1,0.2,0,0.03 | 0.03 | 0.03,0.52 | 0.55 | 0.57,3.49 | 3.64 | 3.83
2024-04-10 23:02:27,13.581,3886,1,1,0,0.03 | 0.03 | 0.03,0.56 | 0.60 | 0.68,2.96 | 3.33 | 3.57
2024-04-10 23:02:28,13.581,3886,1,1,0,0.03 | 0.03 | 0.03,0.56 | 0.60 | 0.68,2.96 | 3.33 | 3.57
2024-04-10 23:02:28,14.717,3886,1,1,0,0.03 | 0.03 | 0.03,0.56 | 0.69 | 0.92,2.17 | 2.91 | 3.57
2024-04-10 23:02:29,14.717,3886,1,1,0,0.03 | 0.03 | 0.03,0.56 | 0.69 | 0.92,2.17 | 2.91 | 3.57
2024-04-10 23:02:29,17.65,3886,1,1,0,0.03 | 0.03 | 0.03,0.51 | 0.66 | 0.92,2.17 | 3.01 | 3.91
2024-04-10 23:02:30,17.65,3886,1,1,0,0.03 | 0.03 | 0.03,0.51 | 0.66 | 0.92,2.17 | 3.01 | 3.91
2024-04-10 23:02:30,18.582,3886,1,1,0,0.03 | 0.03 | 0.03,0.51 | 0.70 | 0.92,2.17 | 2.86 | 3.91
2024-04-10 23:02:31,18.582,3886,1,1,0,0.03 | 0.03 | 0.03,0.51 | 0.70 | 0.92,2.17 | 2.86 | 3.91
2024-04-10 23:02:31,19.797,3886,1,1,0,0.03 | 0.03 | 0.03,0.51 | 0.61 | 0.73,2.73 | 3.29 | 3.91
2024-04-10 23:02:32,19.797,3886,1,1,0,0.03 | 0.03 | 0.03,0.51 | 0.61 | 0.73,2.73 | 3.29 | 3.91
2024-04-10 23:02:32,20.731,3886,1,1,0,0.03 | 0.03 | 0.04,0.51 | 0.84 | 1.58,1.27 | 2.37 | 3.91
2024-04-10 23:02:33,20.731,3886,1,1,0,0.03 | 0.03 | 0.04,0.51 | 0.84 | 1.58,1.27 | 2.37 | 3.91
2024-04-10 23:02:33,19.678,3886,1,1,0,0.03 | 0.03 | 0.04,0.51 | 0.84 | 1.58,1.27 | 2.37 | 3.91
2024-04-10 23:02:34,19.678,3886,1,1,0,0.03 | 0.03 | 0.04,0.51 | 0.84 | 1.58,1.27 | 2.37 | 3.91
2024-04-10 23:02:34,20.612,3886,1,1,0,0.03 | 0.03 | 0.04,0.55 | 1.01 | 1.58,1.27 | 1.97 | 3.61
2024-04-10 23:02:35,20.612,3886,1,1,0,0.03 | 0.03 | 0.04,0.55 | 1.01 | 1.58,1.27 | 1.97 | 3.61
2024-04-10 23:02:35,21.637,3886,1,1,0,0.03 | 0.03 | 0.04,0.55 | 1.26 | 1.70,1.17 | 1.59 | 3.61
2024-04-10 23:02:36,21.637,3886,1,1,0,0.03 | 0.03 | 0.04,0.55 | 1.26 | 1.70,1.17 | 1.59 | 3.61
2024-04-10 23:02:36,22.749,3886,1,1,0,0.03 | 0.03 | 0.04,0.88 | 1.34 | 1.70,1.17 | 1.49 | 2.27
2024-04-10 23:02:37,22.749,3886,1,1,0,0.03 | 0.03 | 0.04,0.88 | 1.34 | 1.70,1.17 | 1.49 | 2.27
2024-04-10 23:02:37,21.69,3886,1,1,0,0.03 | 0.03 | 0.04,0.88 | 1.34 | 1.70,1.17 | 1.49 | 2.27
2024-04-10 23:02:38,21.69,3886,1,1,0,0.03 | 0.03 | 0.04,0.88 | 1.34 | 1.70,1.17 | 1.49 | 2.27
2024-04-10 23:02:38,22.623,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 1.33 | 1.70,1.17 | 1.50 | 2.27
2024-04-10 23:02:39,22.623,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 1.33 | 1.70,1.17 | 1.50 | 2.27
2024-04-10 23:02:39,23.571,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 1.45 | 1.70,1.17 | 1.38 | 2.27
2024-04-10 23:02:40,23.571,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 1.45 | 1.70,1.17 | 1.38 | 2.27
2024-04-10 23:02:40,22.767,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 1.45 | 1.70,1.17 | 1.38 | 2.27
2024-04-10 23:02:41,22.767,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 1.45 | 1.70,1.17 | 1.38 | 2.27
2024-04-10 23:02:41,23.7,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 1.37 | 1.64,1.22 | 1.46 | 2.27
2024-04-10 23:02:42,23.7,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 1.37 | 1.64,1.22 | 1.46 | 2.27
2024-04-10 23:02:42,24.64,3886,1,1,0,0.03 | 0.03 | 0.03,1.27 | 1.46 | 1.64,1.22 | 1.37 | 1.57
2024-04-10 23:02:43,24.64,3886,1,1,0,0.03 | 0.03 | 0.03,1.27 | 1.46 | 1.64,1.22 | 1.37 | 1.57
2024-04-10 23:02:43,25.57,3886,1,1,0,0.03 | 0.03 | 0.03,1.25 | 1.39 | 1.64,1.22 | 1.44 | 1.59
2024-04-10 23:02:44,25.57,3886,1,1,0,0.03 | 0.03 | 0.03,1.25 | 1.39 | 1.64,1.22 | 1.44 | 1.59
2024-04-10 23:02:44,24.6,3886,1,1,0,0.03 | 0.03 | 0.03,1.25 | 1.39 | 1.64,1.22 | 1.44 | 1.59
2024-04-10 23:02:45,24.6,3886,1,1,0,0.03 | 0.03 | 0.03,1.25 | 1.39 | 1.64,1.22 | 1.44 | 1.59
2024-04-10 23:02:45,25.722,3886,1,1,0,0.03 | 0.03 | 0.04,1.25 | 1.31 | 1.38,1.45 | 1.53 | 1.59
2024-04-10 23:02:46,25.722,3886,1,1,0,0.03 | 0.03 | 0.04,1.25 | 1.31 | 1.38,1.45 | 1.53 | 1.59
2024-04-10 23:02:46,28.663,3886,1,1,0,0.03 | 0.03 | 0.04,0.47 | 1.01 | 1.33,1.50 | 1.98 | 4.26
2024-04-10 23:02:47,28.663,3886,1,1,0,0.03 | 0.03 | 0.04,0.47 | 1.01 | 1.33,1.50 | 1.98 | 4.26
2024-04-10 23:02:47,29.596,3886,1,1,0,0.03 | 0.03 | 0.04,0.41 | 0.80 | 1.33,1.50 | 2.50 | 4.89
2024-04-10 23:02:48,29.596,3886,1,1,0,0.03 | 0.03 | 0.04,0.41 | 0.80 | 1.33,1.50 | 2.50 | 4.89
2024-04-10 23:02:48,30.618,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.70 | 0.98,2.03 | 2.87 | 4.89
2024-04-10 23:02:49,30.618,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.70 | 0.98,2.03 | 2.87 | 4.89
2024-04-10 23:02:49,29.73,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.70 | 0.98,2.03 | 2.87 | 4.89
2024-04-10 23:02:50,29.73,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.70 | 0.98,2.03 | 2.87 | 4.89
2024-04-10 23:02:50,28.663,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.70 | 0.98,2.03 | 2.87 | 4.89
2024-04-10 23:02:51,28.663,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.70 | 0.98,2.03 | 2.87 | 4.89
2024-04-10 23:02:51,29.611,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.81 | 1.42,1.40 | 2.48 | 4.89
2024-04-10 23:02:52,29.611,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.81 | 1.42,1.40 | 2.48 | 4.89
2024-04-10 23:02:52,30.622,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.96 | 1.42,1.40 | 2.09 | 4.89
2024-04-10 23:02:53,30.622,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.96 | 1.42,1.40 | 2.09 | 4.89
2024-04-10 23:02:53,29.746,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.96 | 1.42,1.40 | 2.09 | 4.89
2024-04-10 23:02:54,29.746,3886,1,1,0,0.03 | 0.03 | 0.03,0.41 | 0.96 | 1.42,1.40 | 2.09 | 4.89
2024-04-10 23:02:54,30.626,3886,1,1,0,0.03 | 0.03 | 0.03,0.93 | 1.11 | 1.42,1.40 | 1.80 | 2.16
2024-04-10 23:02:55,30.626,3886,1,1,0,0.03 | 0.03 | 0.03,0.93 | 1.11 | 1.42,1.40 | 1.80 | 2.16
2024-04-10 23:02:55,29.627,3886,1,1,0,0.03 | 0.03 | 0.03,0.93 | 1.11 | 1.42,1.40 | 1.80 | 2.16
2024-04-10 23:02:56,29.627,3886,1,1,0,0.03 | 0.03 | 0.03,0.93 | 1.11 | 1.42,1.40 | 1.80 | 2.16
2024-04-10 23:02:56,28.561,3886,1,1,0,0.03 | 0.03 | 0.03,0.93 | 1.11 | 1.42,1.40 | 1.80 | 2.16
2024-04-10 23:02:57,28.561,3886,1,1,0,0.03 | 0.03 | 0.03,0.93 | 1.11 | 1.42,1.40 | 1.80 | 2.16
2024-04-10 23:02:57,29.767,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.14 | 1.42,1.40 | 1.76 | 1.97
2024-04-10 23:02:58,29.767,3886,1,1,0,0.03 | 0.03 | 0.03,1.01 | 1.14 | 1.42,1.40 | 1.76 | 1.97
2024-04-10 23:02:58,30.694,3886,1,1,0,0.03 | 0.03 | 0.03,0.71 | 0.96 | 1.07,1.87 | 2.08 | 2.81
2024-04-10 23:02:59,30.694,3886,1,1,0,0.03 | 0.03 | 0.03,0.71 | 0.96 | 1.07,1.87 | 2.08 | 2.81
2024-04-10 23:02:59,29.639,3886,1,1,0,0.03 | 0.03 | 0.03,0.71 | 0.96 | 1.07,1.87 | 2.08 | 2.81
2024-04-10 23:03:00,29.639,3886,1,1,0,0.03 | 0.03 | 0.03,0.71 | 0.96 | 1.07,1.87 | 2.08 | 2.81
2024-04-10 23:03:00,30.572,3886,1,1,0,0.03 | 0.03 | 0.03,0.71 | 0.87 | 1.04,1.91 | 2.29 | 2.81
2024-04-10 23:03:01,30.572,3886,1,1,0,0.03 | 0.03 | 0.03,0.71 | 0.87 | 1.04,1.91 | 2.29 | 2.81
2024-04-10 23:03:01,29.774,3886,1,1,0,0.03 | 0.03 | 0.03,0.71 | 0.87 | 1.04,1.91 | 2.29 | 2.81
2024-04-10 23:03:02,29.774,3886,1,1,0,0.03 | 0.03 | 0.03,0.71 | 0.87 | 1.04,1.91 | 2.29 | 2.81
2024-04-10 23:03:02,30.555,3886,1,1,0,0.03 | 0.03 | 0.04,0.71 | 0.82 | 1.04,1.91 | 2.44 | 2.81
2024-04-10 23:03:03,30.555,3886,1,1,0,0.03 | 0.03 | 0.04,0.71 | 0.82 | 1.04,1.91 | 2.44 | 2.81
2024-04-10 23:03:03,29.66,3886,1,1,0,0.03 | 0.03 | 0.04,0.71 | 0.82 | 1.04,1.91 | 2.44 | 2.81
2024-04-10 23:03:04,29.66,3886,1,1,0,0.03 | 0.03 | 0.04,0.71 | 0.82 | 1.04,1.91 | 2.44 | 2.81
2024-04-10 23:03:04,30.588,3886,1,1,0,0.03 | 0.03 | 0.04,0.71 | 0.74 | 0.81,2.48 | 2.69 | 2.81
2024-04-10 23:03:05,30.588,3886,1,1,0,0.03 | 0.03 | 0.04,0.71 | 0.74 | 0.81,2.48 | 2.69 | 2.81
2024-04-10 23:03:05,29.795,3886,1,1,0,0.03 | 0.03 | 0.04,0.71 | 0.74 | 0.81,2.48 | 2.69 | 2.81
2024-04-10 23:03:06,29.795,3886,1,1,0,0.03 | 0.03 | 0.04,0.71 | 0.74 | 0.81,2.48 | 2.69 | 2.81
2024-04-10 23:03:06,30.646,3886,1,1,0,0.03 | 0.03 | 0.04,0.65 | 0.73 | 0.81,2.48 | 2.75 | 3.09
2024-04-10 23:03:07,30.646,3886,1,1,0,0.03 | 0.03 | 0.04,0.65 | 0.73 | 0.81,2.48 | 2.75 | 3.09
2024-04-10 23:03:07,29.669,3886,1,1,0,0.03 | 0.03 | 0.04,0.65 | 0.73 | 0.81,2.48 | 2.75 | 3.09
2024-04-10 23:03:08,29.669,3886,1,1,0,0.03 | 0.03 | 0.04,0.65 | 0.73 | 0.81,2.48 | 2.75 | 3.09
2024-04-10 23:03:08,30.601,3886,1,1,0,0.03 | 0.03 | 0.04,0.55 | 0.69 | 0.81,2.48 | 2.92 | 3.64
2024-04-10 23:03:09,30.601,3886,1,1,0,0.03 | 0.03 | 0.04,0.55 | 0.69 | 0.81,2.48 | 2.92 | 3.64
2024-04-10 23:03:09,29.81,3886,1,1,0,0.03 | 0.03 | 0.04,0.55 | 0.69 | 0.81,2.48 | 2.92 | 3.64
2024-04-10 23:03:10,29.81,3886,1,1,0,0.03 | 0.03 | 0.04,0.55 | 0.69 | 0.81,2.48 | 2.92 | 3.64
2024-04-10 23:03:10,30.748,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.65 | 0.74,2.71 | 3.09 | 3.64
2024-04-10 23:03:11,30.748,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.65 | 0.74,2.71 | 3.09 | 3.64
2024-04-10 23:03:11,29.69,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.65 | 0.74,2.71 | 3.09 | 3.64
2024-04-10 23:03:12,29.69,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.65 | 0.74,2.71 | 3.09 | 3.64
2024-04-10 23:03:12,30.616,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.63 | 0.66,3.04 | 3.19 | 3.64
2024-04-10 23:03:13,30.616,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.63 | 0.66,3.04 | 3.19 | 3.64
2024-04-10 23:03:13,29.565,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.63 | 0.66,3.04 | 3.19 | 3.64
2024-04-10 23:03:14,29.565,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.63 | 0.66,3.04 | 3.19 | 3.64
2024-04-10 23:03:14,30.638,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.70 | 0.92,2.17 | 2.87 | 3.64
2024-04-10 23:03:15,30.638,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.70 | 0.92,2.17 | 2.87 | 3.64
2024-04-10 23:03:15,29.697,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.70 | 0.92,2.17 | 2.87 | 3.64
2024-04-10 23:03:16,29.697,3886,1,1,0,0.03 | 0.03 | 0.03,0.55 | 0.70 | 0.92,2.17 | 2.87 | 3.64
2024-04-10 23:03:16,30.563,3886,1,1,0,0.03 | 0.03 | 0.03,0.65 | 0.82 | 1.03,1.95 | 2.45 | 3.06
2024-04-10 23:03:17,30.563,3886,1,1,0,0.03 | 0.03 | 0.03,0.65 | 0.82 | 1.03,1.95 | 2.45 | 3.06
2024-04-10 23:03:17,29.577,3886,1,1,0,0.03 | 0.03 | 0.03,0.65 | 0.82 | 1.03,1.95 | 2.45 | 3.06
2024-04-10 23:03:18,29.577,3886,1,1,0,0.03 | 0.03 | 0.03,0.65 | 0.82 | 1.03,1.95 | 2.45 | 3.06
2024-04-10 23:03:18,28.786,3886,1,1,0,0.03 | 0.03 | 0.03,0.65 | 0.82 | 1.03,1.95 | 2.45 | 3.06
2024-04-10 23:03:19,28.786,3886,1,1,0,0.03 | 0.03 | 0.03,0.65 | 0.82 | 1.03,1.95 | 2.45 | 3.06
2024-04-10 23:03:19,29.724,3886,1,1,0,0.03 | 0.03 | 0.03,0.66 | 0.92 | 1.07,1.87 | 2.18 | 3.04
2024-04-10 23:03:20,29.724,3886,1,1,0,0.03 | 0.03 | 0.03,0.66 | 0.92 | 1.07,1.87 | 2.18 | 3.04
2024-04-10 23:03:20,30.587,3886,1,1,0,0.03 | 0.03 | 0.03,0.92 | 0.99 | 1.07,1.87 | 2.02 | 2.17
2024-04-10 23:03:21,30.587,3886,1,1,0,0.03 | 0.03 | 0.03,0.92 | 0.99 | 1.07,1.87 | 2.02 | 2.17
2024-04-10 23:03:21,29.594,3886,1,1,0,0.03 | 0.03 | 0.03,0.92 | 0.99 | 1.07,1.87 | 2.02 | 2.17
2024-04-10 23:03:22,29.594,3886,1,1,0,0.03 | 0.03 | 0.03,0.92 | 0.99 | 1.07,1.87 | 2.02 | 2.17
2024-04-10 23:03:22,28.557,3886,1,1,0,0.03 | 0.03 | 0.03,0.92 | 0.99 | 1.07,1.87 | 2.02 | 2.17
2024-04-10 23:03:23,28.557,3886,1,1,0,0.03 | 0.03 | 0.03,0.92 | 0.99 | 1.07,1.87 | 2.02 | 2.17
2024-04-10 23:03:23,29.689,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 0.98 | 1.07,1.87 | 2.04 | 2.28
2024-04-10 23:03:24,29.689,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 0.98 | 1.07,1.87 | 2.04 | 2.28
2024-04-10 23:03:24,28.681,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 0.98 | 1.07,1.87 | 2.04 | 2.28
2024-04-10 23:03:25,28.681,3886,1,1,0,0.03 | 0.03 | 0.03,0.88 | 0.98 | 1.07,1.87 | 2.04 | 2.28
