Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 03:33:46,30,3886,1,1,4,0.27 | 0.27 | 0.28,0.38 | 0.52 | 0.76,2.63 | 3.82 | 5.25
2024-04-10 03:33:46,29.023,3886,1,1,4,0.27 | 0.27 | 0.28,0.38 | 0.52 | 0.76,2.63 | 3.82 | 5.25
2024-04-10 03:33:47,29.023,3886,1,1,4,0.27 | 0.27 | 0.28,0.38 | 0.52 | 0.76,2.63 | 3.82 | 5.25
2024-04-10 03:33:47,27.969,3886,1,1,4,0.27 | 0.27 | 0.28,0.38 | 0.52 | 0.76,2.63 | 3.82 | 5.25
2024-04-10 03:33:48,27.969,3886,1,1,4,0.27 | 0.27 | 0.28,0.38 | 0.52 | 0.76,2.63 | 3.82 | 5.25
2024-04-10 03:33:48,30.902,3886,1,1,4,0.27 | 0.27 | 0.28,0.20 | 0.59 | 1.20,1.66 | 3.40 | 10.15
2024-04-10 03:33:49,30.902,3886,1,1,4,0.27 | 0.27 | 0.28,0.20 | 0.59 | 1.20,1.66 | 3.40 | 10.15
2024-04-10 03:33:49,30.103,3886,1,1,4,0.27 | 0.27 | 0.28,0.20 | 0.59 | 1.20,1.66 | 3.40 | 10.15
2024-04-10 03:33:50,30.103,3886,1,1,4,0.27 | 0.27 | 0.28,0.20 | 0.59 | 1.20,1.66 | 3.40 | 10.15
2024-04-10 03:33:50,29.037,1093,0.6,1,4,0.27 | 0.27 | 0.28,0.20 | 0.59 | 1.20,1.66 | 3.40 | 10.15
2024-04-10 03:33:51,29.037,1093,0.6,1,4,0.27 | 0.27 | 0.28,0.20 | 0.59 | 1.20,1.66 | 3.40 | 10.15
2024-04-10 03:33:51,27.986,1093,0.6,1,4,0.27 | 0.27 | 0.28,0.20 | 0.59 | 1.20,1.66 | 3.40 | 10.15
2024-04-10 03:33:52,27.986,1093,0.6,1,4,0.27 | 0.27 | 0.28,0.20 | 0.59 | 1.20,1.66 | 3.40 | 10.15
2024-04-10 03:33:52,30.92,1093,0.6,1,4,0.00 | 0.21 | 0.28,0.20 | 0.60 | 1.20,1.66 | 3.31 | 10.15
2024-04-10 03:33:53,30.92,1093,0.6,1,4,0.00 | 0.21 | 0.28,0.20 | 0.60 | 1.20,1.66 | 3.31 | 10.15
2024-04-10 03:33:53,30.122,1093,0.6,1,4,0.00 | 0.21 | 0.28,0.20 | 0.60 | 1.20,1.66 | 3.31 | 10.15
2024-04-10 03:33:54,30.122,1093,0.6,1,4,0.00 | 0.21 | 0.28,0.20 | 0.60 | 1.20,1.66 | 3.31 | 10.15
