Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-09 15:55:54,0,0,NaN,NaN,0,,,
2024-04-09 15:55:55,0,0,NaN,NaN,0,,,
2024-04-09 15:55:55,0,0,NaN,NaN,0,,,
2024-04-09 15:55:56,0,0,NaN,NaN,0,,,
2024-04-09 15:55:56,0,0,NaN,NaN,0,,,
2024-04-09 15:55:57,0,3886,1,NaN,0,,,
2024-04-09 15:55:57,0,3886,1,NaN,0,,,
2024-04-09 15:55:58,0,3886,1,NaN,0,,,
2024-04-09 15:55:58,0,142,0.2,1,0,,,
2024-04-09 15:55:59,0,3886,1,1,0,,,
2024-04-09 15:55:59,3.246,3886,1,1,0,0.00 | 0.10 | 0.21,0.21 | 0.52 | 0.82,2.43 | 3.88 | 9.71
2024-04-09 15:56:00,3.246,3886,1,1,0,0.00 | 0.10 | 0.21,0.21 | 0.52 | 0.82,2.43 | 3.88 | 9.71
2024-04-09 15:56:00,10.168,3886,1,0.2,0,0.21 | 0.21 | 0.21,0.04 | 0.10 | 0.23,8.55 | 20.25 | 48.78
2024-04-09 15:56:01,10.168,3886,1,0.2,0,0.21 | 0.21 | 0.21,0.04 | 0.10 | 0.23,8.55 | 20.25 | 48.78
2024-04-09 15:56:01,13.107,3886,1,0.2,0,0.21 | 0.21 | 0.21,0.04 | 0.19 | 0.61,3.26 | 10.61 | 48.78
2024-04-09 15:56:02,13.107,3886,1,0.2,0,0.21 | 0.21 | 0.21,0.04 | 0.19 | 0.61,3.26 | 10.61 | 48.78
2024-04-09 15:56:02,18.168,3886,1,1,0,0.20 | 0.21 | 0.21,0.04 | 0.23 | 0.61,3.26 | 8.73 | 46.51
2024-04-09 15:56:03,18.168,1904,0.8,1,0,0.20 | 0.21 | 0.21,0.04 | 0.23 | 0.61,3.26 | 8.73 | 46.51
2024-04-09 15:56:03,23.152,3886,1,1,0,0.21 | 0.22 | 0.24,0.04 | 0.04 | 0.05,37.74 | 45.98 | 54.05
2024-04-09 15:56:04,23.152,3886,1,1,0,0.21 | 0.22 | 0.24,0.04 | 0.04 | 0.05,37.74 | 45.98 | 54.05
2024-04-09 15:56:04,24.2,3886,1,1,0,0.21 | 0.22 | 0.24,0.04 | 0.10 | 0.29,6.94 | 19.09 | 54.05
2024-04-09 15:56:05,24.2,3886,1,1,0,0.21 | 0.22 | 0.24,0.04 | 0.10 | 0.29,6.94 | 19.09 | 54.05
2024-04-09 15:56:05,29.136,3886,1,1,0,0.21 | 0.21 | 0.21,0.09 | 0.16 | 0.29,6.94 | 12.68 | 21.98
2024-04-09 15:56:06,29.136,3886,1,1,0,0.21 | 0.21 | 0.21,0.09 | 0.16 | 0.29,6.94 | 12.68 | 21.98
2024-04-09 15:56:06,30.341,3886,1,1,0,0.21 | 0.22 | 0.23,0.09 | 0.13 | 0.17,11.98 | 15.69 | 21.98
2024-04-09 15:56:07,30.341,1093,0.6,1,0,0.21 | 0.22 | 0.23,0.09 | 0.13 | 0.17,11.98 | 15.69 | 21.98
2024-04-09 15:56:07,29.277,1093,0.6,1,0,0.21 | 0.22 | 0.23,0.09 | 0.13 | 0.17,11.98 | 15.69 | 21.98
2024-04-09 15:56:08,29.277,1093,0.6,1,0,0.21 | 0.22 | 0.23,0.09 | 0.13 | 0.17,11.98 | 15.69 | 21.98
2024-04-09 15:56:08,30.215,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.09 | 0.15 | 0.21,9.43 | 13.47 | 21.98
2024-04-09 15:56:09,30.215,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.09 | 0.15 | 0.21,9.43 | 13.47 | 21.98
2024-04-09 15:56:09,31.153,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.09 | 0.17 | 0.23,8.70 | 11.43 | 21.98
2024-04-09 15:56:10,31.153,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.09 | 0.17 | 0.23,8.70 | 11.43 | 21.98
2024-04-09 15:56:10,30.356,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.09 | 0.17 | 0.23,8.70 | 11.43 | 21.98
2024-04-09 15:56:11,30.356,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.09 | 0.17 | 0.23,8.70 | 11.43 | 21.98
2024-04-09 15:56:11,29.294,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.09 | 0.17 | 0.23,8.70 | 11.43 | 21.98
2024-04-09 15:56:12,29.294,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.09 | 0.17 | 0.23,8.70 | 11.43 | 21.98
2024-04-09 15:56:12,30.23,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.17 | 0.31 | 0.62,3.24 | 6.53 | 11.98
2024-04-09 15:56:13,30.23,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.17 | 0.31 | 0.62,3.24 | 6.53 | 11.98
2024-04-09 15:56:13,29.169,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.17 | 0.31 | 0.62,3.24 | 6.53 | 11.98
2024-04-09 15:56:14,29.169,1093,0.6,1,0,0.21 | 0.21 | 0.23,0.17 | 0.31 | 0.62,3.24 | 6.53 | 11.98
2024-04-09 15:56:14,30.106,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.37 | 0.62,3.24 | 5.44 | 9.43
2024-04-09 15:56:15,30.106,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.37 | 0.62,3.24 | 5.44 | 9.43
2024-04-09 15:56:15,29.31,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.37 | 0.62,3.24 | 5.44 | 9.43
2024-04-09 15:56:16,29.31,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.37 | 0.62,3.24 | 5.44 | 9.43
2024-04-09 15:56:16,30.247,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.23 | 0.47 | 0.62,3.24 | 4.29 | 8.70
2024-04-09 15:56:17,30.247,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.23 | 0.47 | 0.62,3.24 | 4.29 | 8.70
2024-04-09 15:56:17,29.184,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.23 | 0.47 | 0.62,3.24 | 4.29 | 8.70
2024-04-09 15:56:18,29.184,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.23 | 0.47 | 0.62,3.24 | 4.29 | 8.70
2024-04-09 15:56:18,30.122,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.40 | 0.51 | 0.62,3.24 | 3.93 | 4.95
2024-04-09 15:56:19,30.122,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.40 | 0.51 | 0.62,3.24 | 3.93 | 4.95
2024-04-09 15:56:19,31.11,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.91 | 9.66
2024-04-09 15:56:20,31.11,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.91 | 9.66
2024-04-09 15:56:20,30.263,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.91 | 9.66
2024-04-09 15:56:21,30.263,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.91 | 9.66
2024-04-09 15:56:21,29.2,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.91 | 9.66
2024-04-09 15:56:22,29.2,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.91 | 9.66
2024-04-09 15:56:22,30.138,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.94 | 9.66
2024-04-09 15:56:23,30.138,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.94 | 9.66
2024-04-09 15:56:23,29.341,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.94 | 9.66
2024-04-09 15:56:24,29.341,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.41 | 0.60,3.31 | 4.94 | 9.66
2024-04-09 15:56:24,30.278,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.21 | 0.46 | 0.81,2.48 | 4.39 | 9.66
2024-04-09 15:56:25,30.278,3886,1,0.8,0,0.21 | 0.21 | 0.21,0.21 | 0.46 | 0.81,2.48 | 4.39 | 9.66
2024-04-09 15:56:25,29.215,3886,1,0.8,0,0.21 | 0.21 | 0.21,0.21 | 0.46 | 0.81,2.48 | 4.39 | 9.66
2024-04-09 15:56:26,29.215,3886,1,0.8,0,0.21 | 0.21 | 0.21,0.21 | 0.46 | 0.81,2.48 | 4.39 | 9.66
2024-04-09 15:56:26,30.153,3886,1,1,0,0.20 | 0.21 | 0.21,0.21 | 0.56 | 0.82,2.44 | 3.58 | 9.66
2024-04-09 15:56:27,30.153,3886,1,1,0,0.20 | 0.21 | 0.21,0.21 | 0.56 | 0.82,2.44 | 3.58 | 9.66
2024-04-09 15:56:27,31.214,3886,1,1,0,0.20 | 0.21 | 0.21,0.25 | 0.57 | 0.82,2.44 | 3.51 | 7.97
2024-04-09 15:56:28,31.214,3886,1,1,0,0.20 | 0.21 | 0.21,0.25 | 0.57 | 0.82,2.44 | 3.51 | 7.97
2024-04-09 15:56:28,30.292,3886,1,1,0,0.20 | 0.21 | 0.21,0.25 | 0.57 | 0.82,2.44 | 3.51 | 7.97
2024-04-09 15:56:29,30.292,3886,1,1,0,0.20 | 0.21 | 0.21,0.25 | 0.57 | 0.82,2.44 | 3.51 | 7.97
2024-04-09 15:56:29,29.23,3886,1,1,0,0.20 | 0.21 | 0.21,0.25 | 0.57 | 0.82,2.44 | 3.51 | 7.97
2024-04-09 15:56:30,29.23,3886,1,1,0,0.20 | 0.21 | 0.21,0.25 | 0.57 | 0.82,2.44 | 3.51 | 7.97
2024-04-09 15:56:30,30.168,3886,1,1,0,0.20 | 0.21 | 0.21,0.25 | 0.62 | 0.82,2.44 | 3.22 | 7.97
2024-04-09 15:56:31,30.168,1904,0.8,1,0,0.20 | 0.21 | 0.21,0.25 | 0.62 | 0.82,2.44 | 3.22 | 7.97
2024-04-09 15:56:31,29.106,1904,0.8,1,0,0.20 | 0.21 | 0.21,0.25 | 0.62 | 0.82,2.44 | 3.22 | 7.97
2024-04-09 15:56:32,29.106,1904,0.8,1,0,0.20 | 0.21 | 0.21,0.25 | 0.62 | 0.82,2.44 | 3.22 | 7.97
2024-04-09 15:56:32,30.309,1904,0.8,1,0,0.20 | 0.22 | 0.24,0.25 | 0.52 | 0.82,2.44 | 3.84 | 7.97
2024-04-09 15:56:33,30.309,1904,0.8,1,0,0.20 | 0.22 | 0.24,0.25 | 0.52 | 0.82,2.44 | 3.84 | 7.97
2024-04-09 15:56:33,31.106,1904,0.8,1,0,0.21 | 0.22 | 0.24,0.22 | 0.37 | 0.61,3.29 | 5.40 | 9.13
2024-04-09 15:56:34,31.106,1904,0.8,1,0,0.21 | 0.22 | 0.24,0.22 | 0.37 | 0.61,3.29 | 5.40 | 9.13
2024-04-09 15:56:34,30.184,1904,0.8,1,0,0.21 | 0.22 | 0.24,0.22 | 0.37 | 0.61,3.29 | 5.40 | 9.13
2024-04-09 15:56:35,30.184,1904,0.8,1,0,0.21 | 0.22 | 0.24,0.22 | 0.37 | 0.61,3.29 | 5.40 | 9.13
2024-04-09 15:56:35,29.121,1904,0.8,1,0,0.21 | 0.22 | 0.24,0.22 | 0.37 | 0.61,3.29 | 5.40 | 9.13
2024-04-09 15:56:36,29.121,1904,0.8,1,0,0.21 | 0.22 | 0.24,0.22 | 0.37 | 0.61,3.29 | 5.40 | 9.13
2024-04-09 15:56:36,30.324,1904,0.8,0.6,0,0.21 | 0.22 | 0.24,0.22 | 0.41 | 0.61,3.29 | 4.85 | 9.13
2024-04-09 15:56:37,30.324,1904,0.8,0.6,0,0.21 | 0.22 | 0.24,0.22 | 0.41 | 0.61,3.29 | 4.85 | 9.13
2024-04-09 15:56:37,29.106,1904,0.8,0.6,0,0.21 | 0.22 | 0.24,0.22 | 0.41 | 0.61,3.29 | 4.85 | 9.13
2024-04-09 15:56:38,29.106,1904,0.8,0.6,0,0.21 | 0.22 | 0.24,0.22 | 0.41 | 0.61,3.29 | 4.85 | 9.13
2024-04-09 15:56:38,30.199,1904,0.8,0.6,0,0.21 | 0.22 | 0.24,0.22 | 0.41 | 0.60,3.31 | 4.86 | 9.13
2024-04-09 15:56:39,30.199,3886,1,0.6,0,0.21 | 0.22 | 0.24,0.22 | 0.41 | 0.60,3.31 | 4.86 | 9.13
2024-04-09 15:56:39,29.137,3886,1,0.6,0,0.21 | 0.22 | 0.24,0.22 | 0.41 | 0.60,3.31 | 4.86 | 9.13
2024-04-09 15:56:40,29.137,3886,1,0.6,0,0.21 | 0.22 | 0.24,0.22 | 0.41 | 0.60,3.31 | 4.86 | 9.13
2024-04-09 15:56:40,30.278,3886,1,0.6,0,0.21 | 0.21 | 0.21,0.22 | 0.42 | 0.60,3.31 | 4.79 | 9.13
2024-04-09 15:56:41,30.278,3886,1,0.6,0,0.21 | 0.21 | 0.21,0.22 | 0.42 | 0.60,3.31 | 4.79 | 9.13
2024-04-09 15:56:41,29.278,3886,1,0.6,0,0.21 | 0.21 | 0.21,0.22 | 0.42 | 0.60,3.31 | 4.79 | 9.13
2024-04-09 15:56:42,29.278,3886,1,0.6,0,0.21 | 0.21 | 0.21,0.22 | 0.42 | 0.60,3.31 | 4.79 | 9.13
2024-04-09 15:56:42,30.121,3886,1,0.6,0,0.21 | 0.23 | 0.31,0.42 | 0.52 | 0.63,3.19 | 3.85 | 4.78
2024-04-09 15:56:43,30.121,3886,1,0.6,0,0.21 | 0.23 | 0.31,0.42 | 0.52 | 0.63,3.19 | 3.85 | 4.78
2024-04-09 15:56:43,31.152,3886,1,0.6,0,0.21 | 0.23 | 0.31,0.22 | 0.47 | 0.63,3.19 | 4.25 | 8.93
2024-04-09 15:56:44,31.152,3886,1,0.6,0,0.21 | 0.23 | 0.31,0.22 | 0.47 | 0.63,3.19 | 4.25 | 8.93
2024-04-09 15:56:44,30.355,3886,1,0.6,0,0.21 | 0.23 | 0.31,0.22 | 0.47 | 0.63,3.19 | 4.25 | 8.93
2024-04-09 15:56:45,30.355,1904,0.8,0.6,0,0.21 | 0.23 | 0.31,0.22 | 0.47 | 0.63,3.19 | 4.25 | 8.93
