Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-09 15:51:22,0,0,NaN,NaN,0,,,
2024-04-09 15:51:22,0,0,NaN,NaN,0,,,
2024-04-09 15:51:23,0,0,NaN,NaN,0,,,
2024-04-09 15:51:23,0,0,NaN,NaN,0,,,
2024-04-09 15:51:24,0,3886,1,NaN,0,,,
2024-04-09 15:51:24,0,3886,1,NaN,0,,,
2024-04-09 15:51:25,0,3886,1,NaN,0,,,
2024-04-09 15:51:25,0,142,0.2,1,0,,,
2024-04-09 15:51:26,0,3886,1,1,0,,,
2024-04-09 15:51:26,3.314,3886,1,1,0,0.00 | 0.10 | 0.21,0.23 | 0.52 | 0.82,2.44 | 3.82 | 8.85
2024-04-09 15:51:27,3.314,3886,1,1,0,0.00 | 0.10 | 0.21,0.23 | 0.52 | 0.82,2.44 | 3.82 | 8.85
2024-04-09 15:51:27,10.229,3886,1,0.2,0,0.21 | 0.21 | 0.21,0.04 | 0.10 | 0.24,8.47 | 20.89 | 48.78
2024-04-09 15:51:28,10.229,3886,1,0.2,0,0.21 | 0.21 | 0.21,0.04 | 0.10 | 0.24,8.47 | 20.89 | 48.78
2024-04-09 15:51:28,17.175,3886,1,0.2,0,0.21 | 0.21 | 0.21,0.05 | 0.05 | 0.05,37.74 | 40.00 | 43.48
2024-04-09 15:51:29,17.175,3886,1,0.2,0,0.21 | 0.21 | 0.21,0.05 | 0.05 | 0.05,37.74 | 40.00 | 43.48
2024-04-09 15:51:29,22.384,3886,1,1,0,0.21 | 0.21 | 0.22,0.04 | 0.05 | 0.06,33.90 | 40.40 | 54.05
2024-04-09 15:51:30,22.384,3886,1,1,0,0.21 | 0.21 | 0.22,0.04 | 0.05 | 0.06,33.90 | 40.40 | 54.05
2024-04-09 15:51:30,27.28,3886,1,1,0,0.20 | 0.21 | 0.21,0.05 | 0.13 | 0.28,7.02 | 15.38 | 39.22
2024-04-09 15:51:31,27.28,3886,1,1,0,0.20 | 0.21 | 0.21,0.05 | 0.13 | 0.28,7.02 | 15.38 | 39.22
2024-04-09 15:51:31,30.267,3886,1,1,0,0.20 | 0.21 | 0.21,0.09 | 0.16 | 0.28,7.02 | 12.70 | 21.74
2024-04-09 15:51:32,30.267,1093,0.6,1,0,0.20 | 0.21 | 0.21,0.09 | 0.16 | 0.28,7.02 | 12.70 | 21.74
2024-04-09 15:51:32,29.205,1093,0.6,1,0,0.20 | 0.21 | 0.21,0.09 | 0.16 | 0.28,7.02 | 12.70 | 21.74
2024-04-09 15:51:33,29.205,1093,0.6,1,0,0.20 | 0.21 | 0.21,0.09 | 0.16 | 0.28,7.02 | 12.70 | 21.74
2024-04-09 15:51:33,30.408,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.09 | 0.24 | 0.62,3.22 | 8.27 | 21.74
2024-04-09 15:51:34,30.408,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.09 | 0.24 | 0.62,3.22 | 8.27 | 21.74
2024-04-09 15:51:34,29.346,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.09 | 0.24 | 0.62,3.22 | 8.27 | 21.74
2024-04-09 15:51:35,29.346,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.09 | 0.24 | 0.62,3.22 | 8.27 | 21.74
2024-04-09 15:51:35,30.283,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.09 | 0.31 | 0.62,3.22 | 6.39 | 21.74
2024-04-09 15:51:36,30.283,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.09 | 0.31 | 0.62,3.22 | 6.39 | 21.74
2024-04-09 15:51:36,31.221,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.09 | 0.39 | 0.62,3.22 | 5.17 | 21.74
2024-04-09 15:51:37,31.221,1093,0.6,1,0,0.21 | 0.21 | 0.21,0.09 | 0.39 | 0.62,3.22 | 5.17 | 21.74
2024-04-09 15:51:37,30.159,1904,0.8,1,0,0.21 | 0.21 | 0.21,0.09 | 0.39 | 0.62,3.22 | 5.17 | 21.74
2024-04-09 15:51:38,30.159,1904,0.8,1,0,0.21 | 0.21 | 0.21,0.09 | 0.39 | 0.62,3.22 | 5.17 | 21.74
2024-04-09 15:51:38,29.362,1904,0.8,1,0,0.21 | 0.21 | 0.21,0.09 | 0.39 | 0.62,3.22 | 5.17 | 21.74
2024-04-09 15:51:39,29.362,1904,0.8,1,0,0.21 | 0.21 | 0.21,0.09 | 0.39 | 0.62,3.22 | 5.17 | 21.74
2024-04-09 15:51:39,30.3,1904,0.8,1,0,0.21 | 0.21 | 0.21,0.42 | 0.52 | 0.63,3.15 | 3.83 | 4.81
