Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 17:25:45,0,0,NaN,NaN,0,,,
2024-04-10 17:25:46,0,0,NaN,NaN,0,,,
2024-04-10 17:25:46,0,0,NaN,NaN,0,,,
2024-04-10 17:25:47,0,0,NaN,NaN,0,,,
2024-04-10 17:25:47,0,0,NaN,NaN,0,,,
2024-04-10 17:25:48,0,0,NaN,NaN,0,,,
2024-04-10 17:25:48,0,0,NaN,NaN,0,,,
2024-04-10 17:25:49,0,0,NaN,NaN,0,,,
2024-04-10 17:25:49,0,0,NaN,NaN,0,,,
2024-04-10 17:25:50,0,0,NaN,NaN,0,,,
2024-04-10 17:25:50,0,0,NaN,NaN,0,,,
2024-04-10 17:25:51,0,0,NaN,NaN,0,,,
2024-04-10 17:25:51,0,0,NaN,NaN,0,,,
2024-04-10 17:25:52,0,1904,0.8,NaN,0,,,
2024-04-10 17:25:52,0,1904,0.8,NaN,0,,,
2024-04-10 17:25:53,3.978,647,0.4,0.8,0,0.02 | 0.03 | 0.04,0.07 | 0.44 | 0.82,2.44 | 4.52 | 30.30
2024-04-10 17:25:53,3.978,647,0.4,0.8,0,0.02 | 0.03 | 0.04,0.07 | 0.44 | 0.82,2.44 | 4.52 | 30.30
2024-04-10 17:25:54,6.988,647,0.4,0.8,0,0.01 | 0.02 | 0.04,0.07 | 0.46 | 0.82,2.44 | 4.34 | 30.30
2024-04-10 17:25:54,6.988,647,0.4,0.8,0,0.01 | 0.02 | 0.04,0.07 | 0.46 | 0.82,2.44 | 4.34 | 30.30
2024-04-10 17:25:55,9.983,647,0.4,0.2,0,0.01 | 0.02 | 0.02,0.46 | 0.48 | 0.51,3.96 | 4.15 | 4.39
2024-04-10 17:25:55,9.983,1093,0.6,0.2,0,0.01 | 0.02 | 0.02,0.46 | 0.48 | 0.51,3.96 | 4.15 | 4.39
2024-04-10 17:25:56,10.983,1093,0.6,0.2,0,0.01 | 0.02 | 0.02,0.30 | 0.43 | 0.50,4.01 | 4.63 | 6.58
2024-04-10 17:25:56,10.983,1093,0.6,0.2,0,0.01 | 0.02 | 0.02,0.30 | 0.43 | 0.50,4.01 | 4.63 | 6.58
2024-04-10 17:25:57,14.183,1093,0.6,0.4,0,0.02 | 0.02 | 0.03,0.30 | 0.55 | 0.82,2.44 | 3.64 | 6.58
2024-04-10 17:25:57,14.183,1904,0.8,0.4,0,0.02 | 0.02 | 0.03,0.30 | 0.55 | 0.82,2.44 | 3.64 | 6.58
2024-04-10 17:25:58,17.122,1904,0.8,0.4,0,0.01 | 0.02 | 0.03,0.27 | 0.54 | 0.82,2.44 | 3.73 | 7.33
2024-04-10 17:25:58,17.122,1904,0.8,0.4,0,0.01 | 0.02 | 0.03,0.27 | 0.54 | 0.82,2.44 | 3.73 | 7.33
2024-04-10 17:25:59,18.061,1904,0.8,0.4,0,0.01 | 0.02 | 0.02,0.27 | 0.52 | 0.77,2.60 | 3.82 | 7.33
2024-04-10 17:25:59,18.061,1904,0.8,0.4,0,0.01 | 0.02 | 0.02,0.27 | 0.52 | 0.77,2.60 | 3.82 | 7.33
2024-04-10 17:26:00,18.998,1904,0.8,0.4,0,0.01 | 0.02 | 0.02,0.27 | 0.64 | 1.04,1.91 | 3.12 | 7.33
2024-04-10 17:26:00,18.998,1904,0.8,0.4,0,0.01 | 0.02 | 0.02,0.27 | 0.64 | 1.04,1.91 | 3.12 | 7.33
2024-04-10 17:26:01,19.966,1904,0.8,0.4,0,0.01 | 0.01 | 0.02,0.27 | 0.72 | 1.04,1.91 | 2.78 | 7.33
