Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 00:41:49,3.267,3886,1,1,0,0.00 | 0.20 | 0.40,0.46 | 0.55 | 0.64,3.12 | 3.65 | 4.40
2024-04-10 00:41:50,4.203,3886,1,0.4,0,0.00 | 0.22 | 0.40,0.34 | 0.48 | 0.64,3.12 | 4.18 | 5.92
2024-04-10 00:41:50,4.203,3886,1,0.4,0,0.00 | 0.22 | 0.40,0.34 | 0.48 | 0.64,3.12 | 4.18 | 5.92
2024-04-10 00:41:51,9.135,1093,0.6,0.4,0,0.00 | 0.14 | 0.28,0.01 | 0.23 | 0.34,5.92 | 8.57 | 285.71
2024-04-10 00:41:51,9.135,1904,0.8,0.4,0,0.00 | 0.14 | 0.28,0.01 | 0.23 | 0.34,5.92 | 8.57 | 285.71
2024-04-10 00:41:52,10.145,1904,0.8,0.4,0,0.00 | 0.07 | 0.28,0.01 | 0.24 | 0.35,5.68 | 8.44 | 285.71
2024-04-10 00:41:52,10.145,3886,1,1,0,0.00 | 0.07 | 0.28,0.01 | 0.24 | 0.35,5.68 | 8.44 | 285.71
2024-04-10 00:41:53,13.235,3886,1,1,0,0.00 | 0.00 | 0.00,0.29 | 0.34 | 0.39,5.12 | 5.87 | 6.87
2024-04-10 00:41:53,13.235,1904,0.8,1,0,0.00 | 0.00 | 0.00,0.29 | 0.34 | 0.39,5.12 | 5.87 | 6.87
2024-04-10 00:41:54,14.21,1904,0.8,1,0,0.00 | 0.00 | 0.00,0.31 | 0.35 | 0.39,5.12 | 5.79 | 6.47
2024-04-10 00:41:54,14.21,3886,1,1,0,0.00 | 0.00 | 0.00,0.31 | 0.35 | 0.39,5.12 | 5.79 | 6.47
2024-04-10 00:41:55,17.151,3886,1,1,0,0.00 | 0.20 | 0.42,0.05 | 0.22 | 0.33,6.06 | 8.92 | 37.04
2024-04-10 00:41:55,17.151,3886,1,1,0,0.00 | 0.20 | 0.42,0.05 | 0.22 | 0.33,6.06 | 8.92 | 37.04
2024-04-10 00:41:56,20.36,3886,1,1,0,0.00 | 0.20 | 0.42,0.05 | 0.21 | 0.30,6.67 | 9.40 | 37.04
2024-04-10 00:41:56,20.36,3886,1,1,0,0.00 | 0.20 | 0.42,0.05 | 0.21 | 0.30,6.67 | 9.40 | 37.04
2024-04-10 00:41:57,21.285,3886,1,1,0,0.00 | 0.17 | 0.39,0.05 | 0.20 | 0.30,6.67 | 9.78 | 37.04
2024-04-10 00:41:57,21.285,3886,1,1,0,0.00 | 0.17 | 0.39,0.05 | 0.20 | 0.30,6.67 | 9.78 | 37.04
2024-04-10 00:41:58,24.234,3886,1,1,0,0.00 | 0.24 | 0.40,0.17 | 0.37 | 0.85,2.36 | 5.38 | 11.90
2024-04-10 00:41:58,24.234,3886,1,1,0,0.00 | 0.24 | 0.40,0.17 | 0.37 | 0.85,2.36 | 5.38 | 11.90
2024-04-10 00:41:59,27.149,3886,1,1,0,0.28 | 0.37 | 0.41,0.09 | 0.35 | 0.85,2.36 | 5.69 | 22.73
2024-04-10 00:41:59,27.149,3886,1,1,0,0.28 | 0.37 | 0.41,0.09 | 0.35 | 0.85,2.36 | 5.69 | 22.73
2024-04-10 00:42:00,30.117,3886,1,1,0,0.31 | 0.37 | 0.41,0.05 | 0.13 | 0.30,6.64 | 15.97 | 40.00
2024-04-10 00:42:00,30.117,3886,1,0.6,0,0.31 | 0.37 | 0.41,0.05 | 0.13 | 0.30,6.64 | 15.97 | 40.00
2024-04-10 00:42:01,29.307,3886,1,0.6,0,0.31 | 0.37 | 0.41,0.05 | 0.13 | 0.30,6.64 | 15.97 | 40.00
2024-04-10 00:42:01,29.307,3886,1,0.6,0,0.31 | 0.37 | 0.41,0.05 | 0.13 | 0.30,6.64 | 15.97 | 40.00
2024-04-10 00:42:02,30.242,3886,1,0.8,0,0.31 | 0.40 | 0.50,0.05 | 0.15 | 0.39,5.18 | 13.65 | 40.00
2024-04-10 00:42:02,30.242,3886,1,0.8,0,0.31 | 0.40 | 0.50,0.05 | 0.15 | 0.39,5.18 | 13.65 | 40.00
2024-04-10 00:42:03,31.148,3886,1,0.8,0,0.29 | 0.37 | 0.50,0.05 | 0.21 | 0.39,5.18 | 9.43 | 40.00
2024-04-10 00:42:03,31.148,3886,1,0.8,0,0.29 | 0.37 | 0.50,0.05 | 0.21 | 0.39,5.18 | 9.43 | 40.00
2024-04-10 00:42:04,30.383,3886,1,0.8,0,0.29 | 0.37 | 0.50,0.05 | 0.21 | 0.39,5.18 | 9.43 | 40.00
2024-04-10 00:42:04,30.383,3886,1,0.8,0,0.29 | 0.37 | 0.50,0.05 | 0.21 | 0.39,5.18 | 9.43 | 40.00
2024-04-10 00:42:05,29.324,3886,1,0.8,3,0.29 | 0.37 | 0.50,0.05 | 0.21 | 0.39,5.18 | 9.43 | 40.00
2024-04-10 00:42:05,29.324,3886,1,0.8,3,0.29 | 0.37 | 0.50,0.05 | 0.21 | 0.39,5.18 | 9.43 | 40.00
2024-04-10 00:42:06,30.253,3886,1,1,3,0.29 | 0.37 | 0.50,0.05 | 0.29 | 0.39,5.13 | 6.80 | 40.00
2024-04-10 00:42:06,30.253,3886,1,1,3,0.29 | 0.37 | 0.50,0.05 | 0.29 | 0.39,5.13 | 6.80 | 40.00
2024-04-10 00:42:07,29.202,3886,1,1,5,0.29 | 0.37 | 0.50,0.05 | 0.29 | 0.39,5.13 | 6.80 | 40.00
2024-04-10 00:42:07,29.202,3886,1,1,5,0.29 | 0.37 | 0.50,0.05 | 0.29 | 0.39,5.13 | 6.80 | 40.00
2024-04-10 00:42:08,30.137,3886,1,1,5,0.29 | 0.35 | 0.50,0.35 | 0.38 | 0.40,5.04 | 5.25 | 5.71
2024-04-10 00:42:08,30.137,3886,1,0.8,5,0.29 | 0.35 | 0.50,0.35 | 0.38 | 0.40,5.04 | 5.25 | 5.71
2024-04-10 00:42:09,31.192,3886,1,0.8,5,0.28 | 0.29 | 0.32,0.15 | 0.32 | 0.40,5.04 | 6.23 | 13.61
2024-04-10 00:42:09,31.192,3886,1,0.8,5,0.28 | 0.29 | 0.32,0.15 | 0.32 | 0.40,5.04 | 6.23 | 13.61
2024-04-10 00:42:10,30.282,3886,1,0.8,5,0.28 | 0.29 | 0.32,0.15 | 0.32 | 0.40,5.04 | 6.23 | 13.61
2024-04-10 00:42:10,30.282,3886,1,1,5,0.28 | 0.29 | 0.32,0.15 | 0.32 | 0.40,5.04 | 6.23 | 13.61
2024-04-10 00:42:11,29.21,3886,1,1,5,0.28 | 0.29 | 0.32,0.15 | 0.32 | 0.40,5.04 | 6.23 | 13.61
2024-04-10 00:42:11,29.21,3886,1,1,5,0.28 | 0.29 | 0.32,0.15 | 0.32 | 0.40,5.04 | 6.23 | 13.61
2024-04-10 00:42:12,30.145,3886,1,1,5,0.26 | 0.28 | 0.32,0.15 | 0.38 | 0.57,3.51 | 5.32 | 13.61
2024-04-10 00:42:12,30.145,3886,1,1,5,0.26 | 0.28 | 0.32,0.15 | 0.38 | 0.57,3.51 | 5.32 | 13.61
2024-04-10 00:42:13,29.348,3886,1,1,5,0.26 | 0.28 | 0.32,0.15 | 0.38 | 0.57,3.51 | 5.32 | 13.61
2024-04-10 00:42:13,29.348,3886,1,1,5,0.26 | 0.28 | 0.32,0.15 | 0.38 | 0.57,3.51 | 5.32 | 13.61
2024-04-10 00:42:14,30.298,3886,1,1,5,0.26 | 0.27 | 0.29,0.15 | 0.41 | 0.57,3.51 | 4.84 | 13.61
