Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 00:39:57,3.182,647,0.4,1,0,0.00 | 0.19 | 0.38,0.53 | 0.61 | 0.69,2.92 | 3.30 | 3.79
2024-04-10 00:39:57,3.182,1904,0.8,1,0,0.00 | 0.19 | 0.38,0.53 | 0.61 | 0.69,2.92 | 3.30 | 3.79
2024-04-10 00:39:58,4.237,1904,0.8,1,0,0.00 | 0.26 | 0.38,0.05 | 0.42 | 0.69,2.92 | 4.75 | 39.22
2024-04-10 00:39:58,4.237,3886,1,0.4,0,0.00 | 0.26 | 0.38,0.05 | 0.42 | 0.69,2.92 | 4.75 | 39.22
2024-04-10 00:39:59,5.17,3886,1,0.4,0,0.00 | 0.26 | 0.38,0.05 | 0.35 | 0.69,2.92 | 5.68 | 39.22
2024-04-10 00:39:59,5.17,3886,1,0.4,0,0.00 | 0.26 | 0.38,0.05 | 0.35 | 0.69,2.92 | 5.68 | 39.22
2024-04-10 00:40:00,10.3,3886,1,0.4,0,0.00 | 0.14 | 0.29,0.14 | 0.29 | 0.39,5.18 | 6.83 | 13.79
2024-04-10 00:40:00,10.3,3886,1,0.4,0,0.00 | 0.14 | 0.29,0.14 | 0.29 | 0.39,5.18 | 6.83 | 13.79
2024-04-10 00:40:01,11.202,3886,1,0.4,0,0.00 | 0.17 | 0.39,0.29 | 0.38 | 0.49,4.09 | 5.28 | 6.94
2024-04-10 00:40:01,11.202,3886,1,0.4,0,0.00 | 0.17 | 0.39,0.29 | 0.38 | 0.49,4.09 | 5.28 | 6.94
2024-04-10 00:40:02,18.169,3886,1,0.4,0,0.00 | 0.07 | 0.29,0.13 | 0.27 | 0.35,5.71 | 7.46 | 15.04
2024-04-10 00:40:02,18.169,3886,1,0.8,0,0.00 | 0.07 | 0.29,0.13 | 0.27 | 0.35,5.71 | 7.46 | 15.04
2024-04-10 00:40:03,21.193,3886,1,0.8,0,0.00 | 0.00 | 0.00,0.30 | 0.36 | 0.39,5.13 | 5.62 | 6.76
2024-04-10 00:40:03,21.193,3886,1,0.8,0,0.00 | 0.00 | 0.00,0.30 | 0.36 | 0.39,5.13 | 5.62 | 6.76
2024-04-10 00:40:04,24.263,3886,1,0.8,0,0.00 | 0.17 | 0.39,0.04 | 0.22 | 0.39,5.13 | 9.11 | 51.28
2024-04-10 00:40:04,24.263,3886,1,1,0,0.00 | 0.17 | 0.39,0.04 | 0.22 | 0.39,5.13 | 9.11 | 51.28
2024-04-10 00:40:05,29.167,3886,1,1,0,0.31 | 0.35 | 0.39,0.01 | 0.07 | 0.11,17.86 | 29.74 | 166.67
2024-04-10 00:40:05,29.167,3886,1,1,0,0.31 | 0.35 | 0.39,0.01 | 0.07 | 0.11,17.86 | 29.74 | 166.67
2024-04-10 00:40:06,30.267,3886,1,1,0,0.30 | 0.34 | 0.39,0.01 | 0.08 | 0.11,17.86 | 25.89 | 166.67
2024-04-10 00:40:06,30.267,3886,1,1,0,0.30 | 0.34 | 0.39,0.01 | 0.08 | 0.11,17.86 | 25.89 | 166.67
2024-04-10 00:40:07,31.177,3886,1,1,0,0.29 | 0.32 | 0.39,0.01 | 0.14 | 0.34,5.90 | 14.76 | 166.67
2024-04-10 00:40:07,31.177,3886,1,1,0,0.29 | 0.32 | 0.39,0.01 | 0.14 | 0.34,5.90 | 14.76 | 166.67
