Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 00:38:17,3.223,3886,1,1,0,0.00 | 0.19 | 0.37,0.47 | 0.57 | 0.68,2.96 | 3.49 | 4.26
2024-04-10 00:38:17,3.223,3886,1,1,0,0.00 | 0.19 | 0.37,0.47 | 0.57 | 0.68,2.96 | 3.49 | 4.26
2024-04-10 00:38:18,2.244,3886,1,1,0,0.00 | 0.19 | 0.37,0.47 | 0.57 | 0.68,2.96 | 3.49 | 4.26
2024-04-10 00:38:18,2.244,3886,1,0.4,0,0.00 | 0.19 | 0.37,0.47 | 0.57 | 0.68,2.96 | 3.49 | 4.26
2024-04-10 00:38:19,7.178,3886,1,0.4,0,0.00 | 0.21 | 0.28,0.01 | 0.30 | 0.55,3.64 | 6.61 | 285.71
2024-04-10 00:38:19,7.178,1904,0.8,0.4,0,0.00 | 0.21 | 0.28,0.01 | 0.30 | 0.55,3.64 | 6.61 | 285.71
2024-04-10 00:38:20,12.173,3886,1,0.4,0,0.00 | 0.07 | 0.28,0.01 | 0.22 | 0.31,6.39 | 8.98 | 285.71
2024-04-10 00:38:20,12.173,3886,1,1,0,0.00 | 0.07 | 0.28,0.01 | 0.22 | 0.31,6.39 | 8.98 | 285.71
2024-04-10 00:38:21,11.25,3886,1,1,0,0.00 | 0.07 | 0.28,0.01 | 0.22 | 0.31,6.39 | 8.98 | 285.71
2024-04-10 00:38:21,11.25,3886,1,1,0,0.00 | 0.07 | 0.28,0.01 | 0.22 | 0.31,6.39 | 8.98 | 285.71
2024-04-10 00:38:22,16.17,3886,1,1,0,0.00 | 0.16 | 0.36,0.14 | 0.31 | 0.49,4.06 | 6.47 | 14.81
2024-04-10 00:38:22,16.17,3886,1,1,0,0.00 | 0.16 | 0.36,0.14 | 0.31 | 0.49,4.06 | 6.47 | 14.81
2024-04-10 00:38:23,21.181,3886,1,1,0,0.00 | 0.00 | 0.00,0.29 | 0.30 | 0.30,6.60 | 6.76 | 6.90
2024-04-10 00:38:23,21.181,3886,1,1,0,0.00 | 0.00 | 0.00,0.29 | 0.30 | 0.30,6.60 | 6.76 | 6.90
2024-04-10 00:38:24,24.345,3886,1,1,0,0.00 | 0.16 | 0.34,0.01 | 0.18 | 0.30,6.60 | 10.90 | 400.00
2024-04-10 00:38:24,24.345,3886,1,1,0,0.00 | 0.16 | 0.34,0.01 | 0.18 | 0.30,6.60 | 10.90 | 400.00
2024-04-10 00:38:25,25.23,3886,1,1,0,0.00 | 0.26 | 0.39,0.01 | 0.28 | 0.66,3.04 | 7.26 | 400.00
2024-04-10 00:38:25,25.23,3886,1,1,0,0.00 | 0.26 | 0.39,0.01 | 0.28 | 0.66,3.04 | 7.26 | 400.00
2024-04-10 00:38:26,30.155,3886,1,1,0,0.30 | 0.35 | 0.41,0.01 | 0.23 | 0.66,3.04 | 8.65 | 153.85
