Time,Buffer,BandWidth,BitrateLevel,Clientnum
1712878870.474295,2,3095.450171821306,1,1
1712878871.1073163,4,3685.5833807101253,1,1
1712878871.7738395,5.333334,4884.829446120336,3,1
1712878872.226847,6.881483,5524.857896301934,3,1
1712878872.8974507,8.232784,6663.503448026095,5,1
1712878873.2554154,9.870909000000001,15659.369538526313,3,1
1712878873.7014978,11.426701,18701.21484656669,3,1
1712878874.1684346,12.940582,24692.39527732824,5,1
1712878874.730434,14.416668,25319.24901439299,5,1
1712878875.2865353,15.846522,25320.685369577877,5,1
1712878875.74383,17.398024,28414.472354247344,5,1
1712878876.2049417,18.914521,31148.969942007152,5,1
1712878876.7745795,20.371362,28508.523326063856,5,1
1712878877.3456798,21.794781,28010.500581041513,5,1
1712878878.2457604,22.898118,27820.4623113355,5,1
1712878879.1351948,23.994968999999998,26035.93211598889,5,1
1712878879.9244044,25.208334,26248.032617575205,5,1
1712878880.5929613,26.520336,26671.25062889545,5,1
1712878881.4984913,27.6557,27403.347757455896,5,1
1712878882.3802316,28.750000999999997,28190.708036490458,5,1
1712878883.278241,29.875000999999997,29479.02008048284,5,1
1712878884.068432,31.041668,30372.43943579014,5,1
1712878884.9349017,32.188113,29479.25504036403,5,1
1712878885.7253149,33.416668,29491.44480847396,5,1
1712878886.6032646,34.523682,27279.91229979992,5,1
1712878887.1642365,35.952579,26076.393907367674,5,1
1712878887.7258856,37.416668,23967.847936646733,5,1
1712878888.3964913,38.727895000000004,22925.06644465967,5,1
1712878889.1767316,39.958334,21701.468486443264,5,1
1712878889.9588437,41.184247,21915.781868707145,5,1
1712878890.7448943,42.375001,22507.12079322594,5,1
1712878891.5065057,43.625001,22420.37116381579,5,1
1712878892.1787455,44.93245,22616.24989166301,5,1
1712878892.8450465,46.281922,22468.101836885144,5,1
1712878893.5158021,47.625001,22852.16978613897,5,1
1712878894.0743103,49.055442,22951.684147228825,5,1
1712878894.632268,50.487222,23706.097491066186,5,1
1712878895.1946964,51.916668,23877.210402250927,5,1
1712878895.7593648,53.388675,24825.34954194295,5,1
1712878896.3894198,54.824031000000005,25036.295468879285,5,1
1712878897.0529766,56.083334,25124.657584272813,5,1
1712878897.8247557,57.312311,23040.20199270005,5,1
1712878898.9032085,58.458334,20347.096451084944,5,1
1712878899.6783621,59.358008,19219.245002858323,5,1
1712878901.3412166,59.833334,19251.68459675115,5,1
1712878903.4154916,59.833334,15895.369374953596,5,1
1712878905.4919274,59.829561,14442.698697238957,5,1
1712878907.558729,59.583334,13179.271234144946,5,1
1712878909.6346984,59.875001,12738.02427323314,5,1
1712878911.5765445,59.541668,13371.42647743495,5,1
1712878913.3852,59.916668,14526.021001781504,5,1
1712878915.850801,59.750001,15407.491563302166,5,1
1712878917.5291297,59.825904,16072.85083166926,5,1
1712878919.3914793,59.833334,16728.787321036645,5,1
1712878921.5819106,59.541668,16869.71166729411,5,1
1712878923.4036014,59.750001,15332.446650261065,5,1
1712878925.641439,59.500001,14804.809703266294,5,1
1712878928.0898244,59.041668,15230.53559613587,5,1
1712878932.3840537,56.750001,13914.34745835718,5,1
1712878936.1077702,55.041668,13727.415049508223,5,1
1712878938.2494571,54.875001,13973.336545886605,5,1
1712878939.8766036,55.27003499999999,14279.243591320252,5,1
1712878941.249824,55.875001,14596.935552964289,5,1
1712878942.6926868,56.449011,17157.36385808051,5,1
1712878944.3190677,56.82245,22487.128305686103,5,1
1712878945.7796643,57.375001,28358.659287408685,5,1
1712878947.3401718,57.791668,33498.696834719165,5,1
1712878949.4829514,57.625001,27312.835401100052,5,1
1712878950.4617677,58.678920000000005,25111.893509823945,5,1
1712878951.5530496,59.583333999999994,22344.34507206881,5,1
1712878953.250624,59.916668,20176.372554877224,5,1
1712878955.5276167,59.708333999999994,17711.235213736574,5,1
1712878957.5291286,59.708333999999994,16890.654093684043,5,1
1712878959.2418022,59.999347,16938.795651789755,5,1
1712878961.555734,59.750001,17024.81278442074,5,1
1712878963.4089868,59.750001,6673.394435242752,5,1
