Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 03:55:09,3.272,647,0.4,1,0,0.00 | 0.18 | 0.36,0.51 | 0.59 | 0.67,2.99 | 3.40 | 3.94
2024-04-10 03:55:09,3.272,647,0.4,1,0,0.00 | 0.18 | 0.36,0.51 | 0.59 | 0.67,2.99 | 3.40 | 3.94
2024-04-10 03:55:10,8.198,647,0.4,1,0,0.00 | 0.09 | 0.34,0.08 | 0.29 | 0.51,3.94 | 6.94 | 25.32
2024-04-10 03:55:10,8.198,1093,0.6,0.4,0,0.00 | 0.09 | 0.34,0.08 | 0.29 | 0.51,3.94 | 6.94 | 25.32
2024-04-10 03:55:11,11.143,1093,0.6,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.29 | 0.30,6.69 | 6.94 | 7.14
2024-04-10 03:55:11,11.143,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.29 | 0.30,6.69 | 6.94 | 7.14
2024-04-10 03:55:12,14.137,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.29 | 0.30,6.56 | 6.80 | 7.07
2024-04-10 03:55:12,14.137,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.29 | 0.30,6.56 | 6.80 | 7.07
2024-04-10 03:55:13,17.283,1904,0.8,0.4,0,0.00 | 0.07 | 0.29,0.12 | 0.25 | 0.30,6.56 | 8.07 | 17.39
2024-04-10 03:55:13,17.283,3886,1,0.4,0,0.00 | 0.07 | 0.29,0.12 | 0.25 | 0.30,6.56 | 8.07 | 17.39
2024-04-10 03:55:14,18.224,3886,1,0.4,0,0.00 | 0.18 | 0.42,0.12 | 0.28 | 0.41,4.84 | 7.14 | 17.39
2024-04-10 03:55:14,18.224,3886,1,0.4,0,0.00 | 0.18 | 0.42,0.12 | 0.28 | 0.41,4.84 | 7.14 | 17.39
2024-04-10 03:55:15,23.16,3886,1,0.4,0,0.00 | 0.26 | 0.42,0.09 | 0.28 | 0.41,4.84 | 7.19 | 22.22
2024-04-10 03:55:15,23.16,3886,1,0.4,0,0.00 | 0.26 | 0.42,0.09 | 0.28 | 0.41,4.84 | 7.19 | 22.22
2024-04-10 03:55:16,24.146,3886,1,0.4,0,0.00 | 0.25 | 0.35,0.09 | 0.36 | 0.72,2.77 | 5.63 | 22.22
2024-04-10 03:55:16,24.146,3886,1,0.4,0,0.00 | 0.25 | 0.35,0.09 | 0.36 | 0.72,2.77 | 5.63 | 22.22
2024-04-10 03:55:17,29.158,3886,1,0.4,0,0.28 | 0.30 | 0.34,0.02 | 0.24 | 0.72,2.77 | 8.27 | 100.00
2024-04-10 03:55:17,29.158,3886,1,0.4,0,0.28 | 0.30 | 0.34,0.02 | 0.24 | 0.72,2.77 | 8.27 | 100.00
2024-04-10 03:55:18,30.236,3886,1,0.4,0,0.28 | 0.28 | 0.29,0.02 | 0.09 | 0.14,14.49 | 23.32 | 100.00
2024-04-10 03:55:18,30.236,3886,1,0.4,0,0.28 | 0.28 | 0.29,0.02 | 0.09 | 0.14,14.49 | 23.32 | 100.00
2024-04-10 03:55:19,29.185,3886,1,0.4,0,0.28 | 0.28 | 0.29,0.02 | 0.09 | 0.14,14.49 | 23.32 | 100.00
2024-04-10 03:55:19,29.185,3886,1,0.4,0,0.28 | 0.28 | 0.29,0.02 | 0.09 | 0.14,14.49 | 23.32 | 100.00
2024-04-10 03:55:20,30.142,3886,1,0.4,0,0.28 | 0.29 | 0.29,0.02 | 0.15 | 0.39,5.17 | 13.51 | 100.00
2024-04-10 03:55:20,30.142,3886,1,0.4,0,0.28 | 0.29 | 0.29,0.02 | 0.15 | 0.39,5.17 | 13.51 | 100.00
2024-04-10 03:55:21,29.31,3886,1,0.4,0,0.28 | 0.29 | 0.29,0.02 | 0.15 | 0.39,5.17 | 13.51 | 100.00
2024-04-10 03:55:21,29.31,3886,1,0.4,0,0.28 | 0.29 | 0.29,0.02 | 0.15 | 0.39,5.17 | 13.51 | 100.00
2024-04-10 03:55:22,30.258,3886,1,0.4,0,0.28 | 0.28 | 0.29,0.09 | 0.28 | 0.56,3.59 | 7.09 | 22.99
2024-04-10 03:55:22,30.258,3886,1,0.6,0,0.28 | 0.28 | 0.29,0.09 | 0.28 | 0.56,3.59 | 7.09 | 22.99
2024-04-10 03:55:23,29.201,3886,1,0.6,0,0.28 | 0.28 | 0.29,0.09 | 0.28 | 0.56,3.59 | 7.09 | 22.99
2024-04-10 03:55:23,29.201,3886,1,0.6,0,0.28 | 0.28 | 0.29,0.09 | 0.28 | 0.56,3.59 | 7.09 | 22.99
2024-04-10 03:55:24,30.379,3886,1,0.6,0,0.28 | 0.29 | 0.29,0.10 | 0.35 | 0.56,3.59 | 5.77 | 20.41
