Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 04:01:29,3.252,647,0.4,1,0,0.00 | 0.17 | 0.34,0.43 | 0.56 | 0.70,2.87 | 3.56 | 4.68
2024-04-10 04:01:29,3.252,1093,0.6,1,0,0.00 | 0.17 | 0.34,0.43 | 0.56 | 0.70,2.87 | 3.56 | 4.68
2024-04-10 04:01:30,6.192,1093,0.6,1,0,0.00 | 0.08 | 0.34,0.28 | 0.45 | 0.70,2.87 | 4.48 | 7.07
2024-04-10 04:01:30,6.192,1904,0.8,0.4,0,0.00 | 0.08 | 0.34,0.28 | 0.45 | 0.70,2.87 | 4.48 | 7.07
2024-04-10 04:01:31,9.127,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.32 | 0.38,5.31 | 6.23 | 7.07
2024-04-10 04:01:31,9.127,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.32 | 0.38,5.31 | 6.23 | 7.07
2024-04-10 04:01:32,12.194,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.29 | 0.31 | 0.33,6.04 | 6.36 | 6.83
2024-04-10 04:01:32,12.194,3886,1,0.4,0,0.00 | 0.00 | 0.00,0.29 | 0.31 | 0.33,6.04 | 6.36 | 6.83
2024-04-10 04:01:33,15.109,3886,1,0.4,0,0.00 | 0.09 | 0.37,0.31 | 0.34 | 0.38,5.28 | 5.95 | 6.39
2024-04-10 04:01:33,15.109,3886,1,0.4,0,0.00 | 0.09 | 0.37,0.31 | 0.34 | 0.38,5.28 | 5.95 | 6.39
2024-04-10 04:01:34,20.193,3886,1,0.4,0,0.00 | 0.08 | 0.32,0.00 | 0.24 | 0.38,5.28 | 8.19 | 1000.00
2024-04-10 04:01:34,20.193,3886,1,0.6,0,0.00 | 0.08 | 0.32,0.00 | 0.24 | 0.38,5.28 | 8.19 | 1000.00
2024-04-10 04:01:35,25.142,3886,1,0.6,0,0.00 | 0.23 | 0.32,0.00 | 0.13 | 0.30,6.58 | 15.09 | 1000.00
2024-04-10 04:01:35,25.142,3886,1,0.6,0,0.00 | 0.23 | 0.32,0.00 | 0.13 | 0.30,6.58 | 15.09 | 1000.00
2024-04-10 04:01:36,30.188,3886,1,0.6,0,0.28 | 0.31 | 0.35,0.01 | 0.03 | 0.04,52.63 | 74.77 | 166.67
2024-04-10 04:01:36,30.188,3886,1,0.6,0,0.28 | 0.31 | 0.35,0.01 | 0.03 | 0.04,52.63 | 74.77 | 166.67
2024-04-10 04:01:37,29.276,3886,1,0.6,0,0.28 | 0.31 | 0.35,0.01 | 0.03 | 0.04,52.63 | 74.77 | 166.67
2024-04-10 04:01:37,29.276,3886,1,0.6,0,0.28 | 0.31 | 0.35,0.01 | 0.03 | 0.04,52.63 | 74.77 | 166.67
2024-04-10 04:01:38,30.219,3886,1,0.6,0,0.28 | 0.33 | 0.38,0.01 | 0.26 | 0.96,2.08 | 7.75 | 166.67
2024-04-10 04:01:38,30.219,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.26 | 0.96,2.08 | 7.75 | 166.67
2024-04-10 04:01:39,31.165,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.33 | 0.96,2.08 | 6.04 | 166.67
2024-04-10 04:01:39,31.165,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.33 | 0.96,2.08 | 6.04 | 166.67
2024-04-10 04:01:40,30.354,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.33 | 0.96,2.08 | 6.04 | 166.67
2024-04-10 04:01:40,30.354,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.33 | 0.96,2.08 | 6.04 | 166.67
2024-04-10 04:01:41,29.299,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.33 | 0.96,2.08 | 6.04 | 166.67
2024-04-10 04:01:41,29.299,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.33 | 0.96,2.08 | 6.04 | 166.67
2024-04-10 04:01:42,30.231,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.47 | 0.96,2.08 | 4.23 | 166.67
2024-04-10 04:01:42,30.231,3886,1,0.8,0,0.28 | 0.33 | 0.38,0.01 | 0.47 | 0.96,2.08 | 4.23 | 166.67
2024-04-10 04:01:43,31.125,3886,1,0.8,0,0.28 | 0.31 | 0.38,0.33 | 0.56 | 0.96,2.08 | 3.55 | 6.06
2024-04-10 04:01:43,31.125,3886,1,0.8,0,0.28 | 0.31 | 0.38,0.33 | 0.56 | 0.96,2.08 | 3.55 | 6.06
2024-04-10 04:01:44,30.109,3886,1,0.8,0,0.28 | 0.31 | 0.38,0.33 | 0.56 | 0.96,2.08 | 3.55 | 6.06
2024-04-10 04:01:44,30.109,3886,1,0.8,0,0.28 | 0.31 | 0.38,0.33 | 0.56 | 0.96,2.08 | 3.55 | 6.06
2024-04-10 04:01:45,29.314,3886,1,0.8,0,0.28 | 0.31 | 0.38,0.33 | 0.56 | 0.96,2.08 | 3.55 | 6.06
2024-04-10 04:01:45,29.314,3886,1,0.8,0,0.28 | 0.31 | 0.38,0.33 | 0.56 | 0.96,2.08 | 3.55 | 6.06
2024-04-10 04:01:46,30.254,3886,1,0.8,0,0.28 | 0.29 | 0.29,0.33 | 0.46 | 0.59,3.40 | 4.33 | 6.06
2024-04-10 04:01:46,30.254,3886,1,0.8,0,0.28 | 0.29 | 0.29,0.33 | 0.46 | 0.59,3.40 | 4.33 | 6.06
2024-04-10 04:01:47,29.191,3886,1,0.8,0,0.28 | 0.29 | 0.29,0.33 | 0.46 | 0.59,3.40 | 4.33 | 6.06
2024-04-10 04:01:47,29.191,3886,1,0.8,0,0.28 | 0.29 | 0.29,0.33 | 0.46 | 0.59,3.40 | 4.33 | 6.06
2024-04-10 04:01:48,30.117,3886,1,0.8,0,0.28 | 0.29 | 0.29,0.34 | 0.47 | 0.59,3.40 | 4.30 | 5.83
