Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 03:53:38,0,647,0.4,1,0,,,
2024-04-10 03:53:39,3.261,647,0.4,1,0,0.00 | 0.16 | 0.32,0.46 | 0.58 | 0.71,2.81 | 3.43 | 4.40
2024-04-10 03:53:39,3.261,647,0.4,1,0,0.00 | 0.16 | 0.32,0.46 | 0.58 | 0.71,2.81 | 3.43 | 4.40
2024-04-10 03:53:40,8.192,647,0.4,0.4,0,0.00 | 0.10 | 0.39,0.06 | 0.28 | 0.46,4.40 | 7.08 | 31.25
2024-04-10 03:53:40,8.192,1093,0.6,0.4,0,0.00 | 0.10 | 0.39,0.06 | 0.28 | 0.46,4.40 | 7.08 | 31.25
2024-04-10 03:53:41,11.137,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.29 | 0.30 | 0.32,6.25 | 6.64 | 6.94
2024-04-10 03:53:41,11.137,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.29 | 0.30 | 0.32,6.25 | 6.64 | 6.94
2024-04-10 03:53:42,14.13,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.29 | 0.30,6.56 | 6.79 | 7.07
2024-04-10 03:53:42,14.13,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.29 | 0.30,6.56 | 6.79 | 7.07
2024-04-10 03:53:43,17.273,3886,1,0.4,0,0.00 | 0.07 | 0.28,0.13 | 0.25 | 0.30,6.62 | 7.96 | 15.38
2024-04-10 03:53:43,17.273,3886,1,0.4,0,0.00 | 0.07 | 0.28,0.13 | 0.25 | 0.30,6.62 | 7.96 | 15.38
2024-04-10 03:53:44,20.206,3886,1,0.4,0,0.00 | 0.23 | 0.36,0.13 | 0.26 | 0.45,4.43 | 7.60 | 15.38
2024-04-10 03:53:44,20.206,3886,1,0.4,0,0.00 | 0.23 | 0.36,0.13 | 0.26 | 0.45,4.43 | 7.60 | 15.38
2024-04-10 03:53:45,23.154,3886,1,0.4,2,0.00 | 0.23 | 0.36,0.16 | 0.28 | 0.45,4.43 | 7.23 | 12.50
2024-04-10 03:53:45,23.154,3886,1,0.4,2,0.00 | 0.23 | 0.36,0.16 | 0.28 | 0.45,4.43 | 7.23 | 12.50
2024-04-10 03:53:46,24.131,3886,1,0.4,2,0.00 | 0.22 | 0.33,0.01 | 0.17 | 0.31,6.37 | 11.96 | 142.86
2024-04-10 03:53:46,24.131,3886,1,0.4,2,0.00 | 0.22 | 0.33,0.01 | 0.17 | 0.31,6.37 | 11.96 | 142.86
2024-04-10 03:53:47,29.295,3886,1,0.4,2,0.29 | 0.31 | 0.35,0.01 | 0.21 | 0.69,2.91 | 9.54 | 142.86
2024-04-10 03:53:47,29.295,3886,1,0.4,2,0.29 | 0.31 | 0.35,0.01 | 0.21 | 0.69,2.91 | 9.54 | 142.86
2024-04-10 03:53:48,30.222,3886,1,0.4,2,0.29 | 0.31 | 0.35,0.01 | 0.22 | 0.69,2.91 | 8.92 | 133.33
2024-04-10 03:53:48,30.222,3886,1,0.4,2,0.29 | 0.31 | 0.35,0.01 | 0.22 | 0.69,2.91 | 8.92 | 133.33
2024-04-10 03:53:49,31.169,3886,1,0.4,2,0.28 | 0.29 | 0.30,0.01 | 0.07 | 0.12,16.39 | 27.12 | 133.33
2024-04-10 03:53:49,31.169,3886,1,0.4,2,0.28 | 0.29 | 0.30,0.01 | 0.07 | 0.12,16.39 | 27.12 | 133.33
2024-04-10 03:53:50,30.368,3886,1,0.4,2,0.28 | 0.29 | 0.30,0.01 | 0.07 | 0.12,16.39 | 27.12 | 133.33
2024-04-10 03:53:50,30.368,3886,1,0.4,2,0.28 | 0.29 | 0.30,0.01 | 0.07 | 0.12,16.39 | 27.12 | 133.33
2024-04-10 03:53:51,29.313,3886,1,0.4,2,0.28 | 0.29 | 0.30,0.01 | 0.07 | 0.12,16.39 | 27.12 | 133.33
2024-04-10 03:53:51,29.313,3886,1,0.4,2,0.28 | 0.29 | 0.30,0.01 | 0.07 | 0.12,16.39 | 27.12 | 133.33
2024-04-10 03:53:52,30.245,3886,1,0.6,2,0.28 | 0.29 | 0.30,0.07 | 0.25 | 0.73,2.75 | 7.94 | 27.78
2024-04-10 03:53:52,30.245,3886,1,0.6,2,0.28 | 0.29 | 0.30,0.07 | 0.25 | 0.73,2.75 | 7.94 | 27.78
2024-04-10 03:53:53,29.178,3886,1,0.6,4,0.28 | 0.29 | 0.30,0.07 | 0.25 | 0.73,2.75 | 7.94 | 27.78
2024-04-10 03:53:53,29.178,3886,1,0.6,4,0.28 | 0.29 | 0.30,0.07 | 0.25 | 0.73,2.75 | 7.94 | 27.78
2024-04-10 03:53:54,30.124,3886,1,0.6,4,0.28 | 0.29 | 0.30,0.07 | 0.31 | 0.73,2.75 | 6.51 | 27.78
2024-04-10 03:53:54,30.124,3886,1,0.6,4,0.28 | 0.29 | 0.30,0.07 | 0.31 | 0.73,2.75 | 6.51 | 27.78
2024-04-10 03:53:55,31.23,3886,1,0.6,4,0.28 | 0.29 | 0.29,0.09 | 0.37 | 0.73,2.75 | 5.41 | 23.26
2024-04-10 03:53:55,31.23,3886,1,0.6,4,0.28 | 0.29 | 0.29,0.09 | 0.37 | 0.73,2.75 | 5.41 | 23.26
2024-04-10 03:53:56,30.263,3886,1,0.8,4,0.28 | 0.29 | 0.29,0.09 | 0.37 | 0.73,2.75 | 5.41 | 23.26
2024-04-10 03:53:56,30.263,3886,1,0.8,4,0.28 | 0.29 | 0.29,0.09 | 0.37 | 0.73,2.75 | 5.41 | 23.26
2024-04-10 03:53:57,29.196,3886,1,0.8,7,0.28 | 0.29 | 0.29,0.09 | 0.37 | 0.73,2.75 | 5.41 | 23.26
2024-04-10 03:53:57,29.196,3886,1,0.8,7,0.28 | 0.29 | 0.29,0.09 | 0.37 | 0.73,2.75 | 5.41 | 23.26
2024-04-10 03:53:58,30.129,3886,1,0.8,7,0.28 | 0.29 | 0.29,0.32 | 0.44 | 0.73,2.75 | 4.50 | 6.21
2024-04-10 03:53:58,30.129,3886,1,0.8,7,0.28 | 0.29 | 0.29,0.32 | 0.44 | 0.73,2.75 | 4.50 | 6.21
2024-04-10 03:53:59,29.343,3886,1,0.8,7,0.28 | 0.29 | 0.29,0.32 | 0.44 | 0.73,2.75 | 4.50 | 6.21
2024-04-10 03:53:59,29.343,3886,1,0.8,7,0.28 | 0.29 | 0.29,0.32 | 0.44 | 0.73,2.75 | 4.50 | 6.21
2024-04-10 03:54:00,30.271,3886,1,0.8,7,0.28 | 0.28 | 0.29,0.32 | 0.35 | 0.39,5.19 | 5.78 | 6.21
2024-04-10 03:54:00,30.271,3886,1,0.8,7,0.28 | 0.28 | 0.29,0.32 | 0.35 | 0.39,5.19 | 5.78 | 6.21
2024-04-10 03:54:01,29.216,3886,1,0.8,7,0.28 | 0.28 | 0.29,0.32 | 0.35 | 0.39,5.19 | 5.78 | 6.21
2024-04-10 03:54:01,29.216,3886,1,0.8,7,0.28 | 0.28 | 0.29,0.32 | 0.35 | 0.39,5.19 | 5.78 | 6.21
2024-04-10 03:54:02,30.141,3886,1,1,7,0.28 | 0.29 | 0.29,0.32 | 0.39 | 0.54,3.72 | 5.07 | 6.21
2024-04-10 03:54:02,30.141,3886,1,1,7,0.28 | 0.29 | 0.29,0.32 | 0.39 | 0.54,3.72 | 5.07 | 6.21
2024-04-10 03:54:03,29.344,3886,1,1,9,0.28 | 0.29 | 0.29,0.32 | 0.39 | 0.54,3.72 | 5.07 | 6.21
2024-04-10 03:54:03,29.344,3886,1,1,9,0.28 | 0.29 | 0.29,0.32 | 0.39 | 0.54,3.72 | 5.07 | 6.21
2024-04-10 03:54:04,30.277,3886,1,1,9,0.28 | 0.29 | 0.30,0.33 | 0.44 | 0.54,3.72 | 4.52 | 5.99
2024-04-10 03:54:04,30.277,3886,1,1,9,0.28 | 0.29 | 0.30,0.33 | 0.44 | 0.54,3.72 | 4.52 | 5.99
2024-04-10 03:54:05,29.209,3886,1,1,9,0.28 | 0.29 | 0.30,0.33 | 0.44 | 0.54,3.72 | 4.52 | 5.99
2024-04-10 03:54:05,29.209,3886,1,1,9,0.28 | 0.29 | 0.30,0.33 | 0.44 | 0.54,3.72 | 4.52 | 5.99
2024-04-10 03:54:06,30.142,3886,1,1,9,0.28 | 0.29 | 0.30,0.33 | 0.44 | 0.54,3.72 | 4.56 | 5.99
2024-04-10 03:54:06,30.142,3886,1,1,9,0.28 | 0.29 | 0.30,0.33 | 0.44 | 0.54,3.72 | 4.56 | 5.99
2024-04-10 03:54:07,29.359,3886,1,1,9,0.28 | 0.29 | 0.30,0.33 | 0.44 | 0.54,3.72 | 4.56 | 5.99
2024-04-10 03:54:07,29.359,3886,1,1,9,0.28 | 0.29 | 0.30,0.33 | 0.44 | 0.54,3.72 | 4.56 | 5.99
2024-04-10 03:54:08,30.289,3886,1,1,9,0.28 | 0.29 | 0.30,0.37 | 0.49 | 0.55,3.66 | 4.07 | 5.39
