Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 03:59:56,3.2,647,0.4,1,0,0.00 | 0.17 | 0.34,0.45 | 0.57 | 0.70,2.87 | 3.50 | 4.47
2024-04-10 03:59:57,3.2,1093,0.6,1,0,0.00 | 0.17 | 0.34,0.45 | 0.57 | 0.70,2.87 | 3.50 | 4.47
2024-04-10 03:59:57,4.208,1093,0.6,1,0,0.00 | 0.24 | 0.38,0.45 | 0.53 | 0.70,2.87 | 3.75 | 4.47
2024-04-10 03:59:58,4.208,1904,0.8,0.4,0,0.00 | 0.24 | 0.38,0.45 | 0.53 | 0.70,2.87 | 3.75 | 4.47
2024-04-10 03:59:58,5.133,1904,0.8,0.4,0,0.00 | 0.25 | 0.38,0.13 | 0.43 | 0.70,2.87 | 4.62 | 14.93
2024-04-10 03:59:59,5.133,1904,0.8,0.4,0,0.00 | 0.25 | 0.38,0.13 | 0.43 | 0.70,2.87 | 4.62 | 14.93
2024-04-10 03:59:59,10.128,1904,0.8,0.4,0,0.00 | 0.23 | 0.34,0.13 | 0.22 | 0.29,6.90 | 9.10 | 14.93
2024-04-10 04:00:00,10.128,1904,0.8,0.4,0,0.00 | 0.23 | 0.34,0.13 | 0.22 | 0.29,6.90 | 9.10 | 14.93
2024-04-10 04:00:00,13.185,1904,0.8,0.4,0,0.00 | 0.18 | 0.37,0.05 | 0.25 | 0.38,5.25 | 8.02 | 41.67
2024-04-10 04:00:01,13.185,3886,1,0.4,0,0.00 | 0.18 | 0.37,0.05 | 0.25 | 0.38,5.25 | 8.02 | 41.67
2024-04-10 04:00:01,16.18,3886,1,0.4,0,0.00 | 0.19 | 0.38,0.03 | 0.20 | 0.38,5.25 | 9.77 | 68.97
2024-04-10 04:00:02,16.18,3886,1,0.6,0,0.00 | 0.19 | 0.38,0.03 | 0.20 | 0.38,5.25 | 9.77 | 68.97
2024-04-10 04:00:02,19.149,3886,1,0.6,1,0.00 | 0.10 | 0.38,0.03 | 0.24 | 0.36,5.54 | 8.30 | 68.97
2024-04-10 04:00:03,19.149,3886,1,0.6,1,0.00 | 0.10 | 0.38,0.03 | 0.24 | 0.36,5.54 | 8.30 | 68.97
2024-04-10 04:00:03,24.139,3886,1,0.6,1,0.00 | 0.26 | 0.37,0.02 | 0.17 | 0.29,6.83 | 11.87 | 90.91
2024-04-10 04:00:04,24.139,3886,1,0.8,1,0.00 | 0.26 | 0.37,0.02 | 0.17 | 0.29,6.83 | 11.87 | 90.91
2024-04-10 04:00:04,25.153,3886,1,0.8,5,0.31 | 0.37 | 0.41,0.00 | 0.10 | 0.29,6.83 | 20.67 | 2000.00
2024-04-10 04:00:05,25.153,3886,1,0.8,5,0.31 | 0.37 | 0.41,0.00 | 0.10 | 0.29,6.83 | 20.67 | 2000.00
2024-04-10 04:00:05,30.213,3886,1,0.8,5,0.28 | 0.37 | 0.43,0.00 | 0.10 | 0.32,6.27 | 19.14 | 2000.00
2024-04-10 04:00:06,30.213,3886,1,0.8,5,0.28 | 0.37 | 0.43,0.00 | 0.10 | 0.32,6.27 | 19.14 | 2000.00
2024-04-10 04:00:06,29.162,3886,1,0.8,5,0.28 | 0.37 | 0.43,0.00 | 0.10 | 0.32,6.27 | 19.14 | 2000.00
2024-04-10 04:00:07,29.162,3886,1,0.8,5,0.28 | 0.37 | 0.43,0.00 | 0.10 | 0.32,6.27 | 19.14 | 2000.00
2024-04-10 04:00:07,30.382,3886,1,0.8,5,0.28 | 0.34 | 0.43,0.01 | 0.26 | 0.61,3.29 | 7.81 | 250.00
2024-04-10 04:00:08,30.382,3886,1,0.8,5,0.28 | 0.34 | 0.43,0.01 | 0.26 | 0.61,3.29 | 7.81 | 250.00
2024-04-10 04:00:08,31.131,3886,1,0.8,5,0.28 | 0.32 | 0.43,0.01 | 0.27 | 0.61,3.29 | 7.53 | 250.00
2024-04-10 04:00:09,31.131,3886,1,0.8,5,0.28 | 0.32 | 0.43,0.01 | 0.27 | 0.61,3.29 | 7.53 | 250.00
2024-04-10 04:00:09,30.244,3886,1,0.8,5,0.28 | 0.32 | 0.43,0.01 | 0.27 | 0.61,3.29 | 7.53 | 250.00
2024-04-10 04:00:10,30.244,3886,1,0.8,5,0.28 | 0.32 | 0.43,0.01 | 0.27 | 0.61,3.29 | 7.53 | 250.00
2024-04-10 04:00:10,29.186,3886,1,0.8,5,0.28 | 0.32 | 0.43,0.01 | 0.27 | 0.61,3.29 | 7.53 | 250.00
2024-04-10 04:00:11,29.186,3886,1,0.8,5,0.28 | 0.32 | 0.43,0.01 | 0.27 | 0.61,3.29 | 7.53 | 250.00
2024-04-10 04:00:11,30.116,3886,1,0.8,5,0.28 | 0.29 | 0.29,0.09 | 0.41 | 0.61,3.29 | 4.93 | 22.22
2024-04-10 04:00:12,30.116,3886,1,0.8,5,0.28 | 0.29 | 0.29,0.09 | 0.41 | 0.61,3.29 | 4.93 | 22.22
