Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 04:03:10,3.248,1093,0.6,1,0,0.00 | 0.17 | 0.35,0.33 | 0.51 | 0.69,2.89 | 3.92 | 6.06
2024-04-10 04:03:11,3.248,1093,0.6,1,0,0.00 | 0.17 | 0.35,0.33 | 0.51 | 0.69,2.89 | 3.92 | 6.06
2024-04-10 04:03:11,6.17,1093,0.6,1,0,0.00 | 0.09 | 0.35,0.28 | 0.41 | 0.69,2.89 | 4.89 | 7.19
2024-04-10 04:03:12,6.17,1904,0.8,0.4,0,0.00 | 0.09 | 0.35,0.28 | 0.41 | 0.69,2.89 | 4.89 | 7.19
2024-04-10 04:03:12,9.151,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.32 | 0.35,5.63 | 6.27 | 7.19
2024-04-10 04:03:13,9.151,1904,0.8,0.4,0,0.00 | 0.00 | 0.00,0.28 | 0.32 | 0.35,5.63 | 6.27 | 7.19
2024-04-10 04:03:13,12.239,1904,0.8,0.4,0,0.00 | 0.11 | 0.46,0.16 | 0.30 | 0.39,5.08 | 6.60 | 12.58
2024-04-10 04:03:14,12.239,1904,0.8,0.4,0,0.00 | 0.11 | 0.46,0.16 | 0.30 | 0.39,5.08 | 6.60 | 12.58
2024-04-10 04:03:14,15.241,3886,1,0.4,0,0.00 | 0.26 | 0.46,0.10 | 0.20 | 0.39,5.08 | 9.98 | 19.23
2024-04-10 04:03:15,15.241,3886,1,0.4,0,0.00 | 0.26 | 0.46,0.10 | 0.20 | 0.39,5.08 | 9.98 | 19.23
2024-04-10 04:03:15,18.155,3886,1,0.4,0,0.00 | 0.22 | 0.31,0.10 | 0.16 | 0.29,6.99 | 12.25 | 19.23
2024-04-10 04:03:16,18.155,3886,1,0.6,0,0.00 | 0.22 | 0.31,0.10 | 0.16 | 0.29,6.99 | 12.25 | 19.23
2024-04-10 04:03:16,19.176,3886,1,0.6,0,0.00 | 0.25 | 0.41,0.10 | 0.28 | 0.61,3.25 | 7.12 | 19.23
2024-04-10 04:03:17,19.176,3886,1,0.6,0,0.00 | 0.25 | 0.41,0.10 | 0.28 | 0.61,3.25 | 7.12 | 19.23
