Time,Buffer,BandWidth,BitrateLevel,Clientnum
1712856056.7599304,2,913.7931034482757,1,1
1712856057.0701857,4,926.3961229189208,0,1
1712856057.3344867,5.750001,935.2199607639376,0,1
1712856057.5585208,7.54297,945.3854197987561,0,1
1712856057.772022,9.333334,951.0163843520253,0,1
1712856057.9612255,11.125001,969.3158273014408,0,1
1712856058.4693635,12.667672,563.4343352947984,0,1
1712856058.6765,14.416668,561.5753232451609,0,1
1712856059.4685755,15.625001000000001,682.5333654412127,1,1
1712856060.1355917,16.939359,756.6977230908751,1,1
1712856060.6904495,18.41235,807.8444878050311,1,1
1712856061.1378338,19.958334,1154.884234802448,1,1
1712856061.7697744,21.309207999999998,1183.4215582736476,1,1
1712856062.6444063,22.602974,1249.1038402603697,1,1
1712856064.5919685,22.500001,1377.9635046892658,1,1
1712856066.1259058,22.958334,1480.0167880987324,1,1
1712856069.3365753,21.750000999999997,1652.3071127163687,3,1
1712856071.3940809,21.708334,1784.4128829098165,3,1
1712856074.3930013,20.708334,1963.6428407263568,3,1
1712856077.182303,19.916668,2217.6364608529643,3,1
1712856079.6644678,19.416668,2426.797432685499,3,1
1712856081.7947109,19.291668,2738.153627223801,3,1
1712856083.701865,19.408606,2956.752904576049,3,1
1712856085.3383281,19.750001,3219.6577250117525,3,1
1712856086.736394,20.375001,3453.5925057129994,3,1
1712856087.5075657,21.750001,3623.292983421277,3,1
1712856088.0500743,23.041668,3763.597382388558,3,1
1712856089.675092,23.416668,3935.5893677747717,5,1
1712856090.9339476,24.166668,4068.817583985188,3,1
1712856092.120833,24.958334,4181.573451100268,3,1
1712856094.4218874,24.668039999999998,4266.850498130661,5,1
1712856095.4496102,25.617592000000002,4316.509170126295,3,1
1712856097.0313442,26.041668,4413.097692373001,5,1
1712856097.7770598,27.291668,4470.346444107984,3,1
1712856099.423731,27.668081,4537.489003129631,5,1
1712856100.0612748,29.001105000000003,4613.195826404846,3,1
1712856101.1126425,29.958334,4645.135942056866,5,1
1712856103.1680243,29.960431,4679.002245834879,3,1
1712856104.5671806,30.708334,4696.047778095105,5,1
1712856107.655769,29.540993999999998,4727.102983331104,3,1
1712856109.516744,29.653467,4700.130497420527,5,1
1712856111.389392,29.958334,4684.793493102897,3,1
1712856113.247197,29.833334,4616.569213550872,5,1
1712856115.988546,29.833334,4554.687429162512,3,1
1712856117.7084777,29.375000999999997,4450.878690045837,5,1
1712856119.4014442,29.958334,4339.227974259939,3,1
1712856121.6785154,29.416668,4180.23251952217,5,1
1712856123.3144827,29.790628999999996,4039.841137226692,3,1
1712856126.154804,28.91561,3816.329887767773,5,1
1712856134.9968266,22.083333999999994,3198.46151733522,5,1
1712856139.4379923,19.666668,2830.045061995746,3,1
1712856146.9461322,14.125000999999997,2168.655429527458,5,1
1712856148.7072632,14.375000999999997,1988.2529236848952,1,1
1712856151.6383545,13.458333999999994,1663.9429311116764,2,1
1712856155.3403037,11.750000999999997,1107.1474394607023,1,1
1712856156.7058408,12.373993999999996,919.5119914156735,0,1
1712856169.4734142,2.4166680000000014,504.2122004724614,1,1
1712856171.0665011,2.7916680000000014,485.4712252922183,0,1
1712856172.9479945,2.944548999999995,465.49736991786517,0,1
1712856174.5508509,3.4179359999999974,457.07193830381925,0,1
1712856175.4159775,4.440557999999996,460.70866290956565,0,1
1712856176.1137857,5.7500009999999975,637.9713582337055,0,1
1712856176.8143988,7.041668000000001,711.2208864423083,0,1
1712856177.5946088,8.250000999999997,803.3472972269765,0,1
1712856178.5882983,9.291668000000001,905.9463735262166,0,1
1712856179.3875885,10.458072000000001,974.6898317671435,0,1
1712856180.2241998,11.625000999999997,1025.1556611096778,0,1
1712856183.461138,10.415886,1171.3723435939307,1,1
1712856184.4214554,11.457046000000005,1240.4064443739808,1,1
1712856184.7157638,13.167935999999997,1300.3420292034382,0,1
1712856186.2097998,13.666667999999987,1400.9882626888273,1,1
1712856187.6429222,14.209450000000004,1514.1651380093276,1,1
1712856189.3706656,14.750000999999997,1776.6798020449492,1,1
